stratum	fuzzy	mpn	size	n_mismatch	signature	opc_jaccard	LSobj_imm	LSr1_imm	unit	symbol
>=99	99.111	100.000	180	6	CODEGEN_REGALLOC	1.0	0	0	default/MeshAnim	??4?$list@UInstance@RndMultiMesh@@V?$TransformListAlloc@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z
>=99	99.081	99.968	496	20	SOURCE_ARGVAL	1.0	4	0	default/Waypoint	?ShapeDeltaBox@Waypoint@@AAAXABVVector3@@MMAAV2@@Z
>=99	99.079	99.211	304	2	MIXED	0.974	0	0	default/Flare	?CalcScale@RndFlare@@IAAXXZ
>=99	99.063	99.086	1772	9	SOURCE_INSDEL	0.9955	5	0	default/CameraShot	?Interp@CamShotFrame@@QAAXABV1@MMPAVRndCam@@@Z
>=99	99.053	99.156	976	13	SOURCE_INSDEL	0.9918	0	5	default/Line	?SetNumPoints@RndLine@@QAAXH@Z
>=99	99.048	100.000	84	2	CODEGEN_REGALLOC	1.0	0	0	default/StatCollector	?GemPassedNow@StatCollector@@QAAXMABVGameGem@@H_N@Z
>=99	99.043	100.000	188	9	CODEGEN_REGALLOC	1.0	0	0	default/Cache_Xbox	?ThreadDelete@CacheXbox@@IAAHXZ
>=99	99.040	100.000	396	16	CODEGEN_REGALLOC	1.0	0	0	default/MusicLibrary	?SkipToNextShortcut@MusicLibrary@@QAAX_N@Z
>=99	99.040	100.000	500	22	CODEGEN_REGALLOC	1.0	0	0	default/MemTracker	?DiffDump@MemTracker@@QAAXAAVTextStream@@@Z
90-99	98.953	100.000	172	8	CODEGEN_REGALLOC	1.0	0	0	default/TrackConfig	?GetSlotColor@TrackConfig@@QBAPBDH@Z
90-99	98.949	98.949	856	4	SOURCE_INSDEL	0.9677	0	0	default/BandIKEffector	?PollDeps@BandIKEffector@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z
90-99	98.916	98.942	760	3	CODEGEN_ORDERING	1.0	1	0	default/VocalTrack	?Handle@VocalTrack@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	98.889	100.000	36	2	SOURCE_ARGVAL	1.0	0	0	default/TexBlender	??1?$vector@U?$pair@PAVRndTexBlendController@@M@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndTexBlendController@@M@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
90-99	98.889	100.000	72	2	CODEGEN_REGALLOC	1.0	0	0	default/band3/meta_band/CharCache	?RecomposePatches@CharCache@@QAAXHPAVBandCharDesc@@H@Z
90-99	98.882	98.959	780	8	CODEGEN_ORDERING	1.0	2	0	default/BandStarDisplay	?SetNumStars@BandStarDisplay@@QAAXM_N@Z
90-99	98.881	99.650	1144	41	SOURCE_INSDEL	0.9965	0	0	default/system/bandobj/BandHeadShaper	?Init@BandHeadShaper@@SAXXZ
90-99	98.869	98.905	1096	5	SOURCE_INSDEL	0.9891	0	0	default/system/rndobj/Utl	?SpliceKeys@@YAXPAVRndTransAnim@@0MM@Z
90-99	98.839	100.000	224	13	CODEGEN_REGALLOC	1.0	0	0	default/band3/meta_band/LicenseMgr	?ContentDiscovered@LicenseMgr@@UAA_NVSymbol@@@Z
90-99	98.824	98.824	204	1	MIXED	0.9615	0	0	default/MoveMgr	?_M_insert@?$_Rb_tree@VSymbol@@U?$less@VSymbol@@@stlpmtx_std@@U?$pair@$$CBVSymbol@@H@3@U?$_Select1st@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@U?$_MapTraitsT@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@priv@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@AAA?AU?$_Rb_tree_iterator@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@U?$_MapTraitsT@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@priv@2@@2@PAU_Rb_tree_node_base@2@ABU?$pair@$$CBVSymbol@@H@2@00@Z
90-99	98.816	100.000	304	16	CODEGEN_REGALLOC	1.0	0	0	default/NextSongPanel	?Poll@NextSongPanel@@UAAXXZ
90-99	98.815	99.556	108	4	SOURCE_ARGVAL	1.0	0	0	default/ByteGrinder	?op61@@YA?AVDataNode@@PAVDataArray@@@Z
90-99	98.800	100.000	100	4	CODEGEN_REGALLOC	1.0	0	0	default/keygen_xbox	?getKey@KeyChain@@YAXIPAE0@Z
90-99	98.798	99.031	516	7	MIXED	0.9545	0	0	default/OverdriveTracker	?TranslateRelativeTargets@OverdriveTracker@@UAAXXZ
90-99	98.797	98.966	236	2	SOURCE_ARGVAL	0.9667	0	0	default/HttpGet	?StartSending@HttpGet@@IAAXXZ
90-99	98.784	100.000	296	9	CODEGEN_REGALLOC	1.0	0	0	default/Geo	?Intersect@@YA_NABVVector3@@0ABVTriangle@@AAM@Z
90-99	98.769	99.077	260	3	MIXED	0.9697	0	0	default/BandIKEffector	?IKElbow@BandIKEffector@@IAAXABVVector3@@@Z
90-99	98.750	100.000	96	5	CODEGEN_REGALLOC	1.0	0	0	default/keygen_xbox	?revealKey@@YAXPAJPAE@Z
90-99	98.750	100.000	512	30	CODEGEN_REGALLOC	1.0	0	0	default/CharBones	?StringVal@CharBones@@QAAPBDVSymbol@@@Z
90-99	98.728	98.728	692	3	SOURCE_INSDEL	0.9714	0	0	default/FocusTracker	?GetNextFocusPlayer@StreakFocusTracker@@UBA?AUTrackerPlayerID@@ABU2@MAA_N@Z
90-99	98.714	99.786	112	12	SOURCE_ARGVAL	1.0	6	0	default/MeshAnim	?UpdateCache@RndShaderMgr@@QAAXABVTransform@@H@Z
90-99	98.707	98.793	696	6	CODEGEN_ORDERING	1.0	0	0	default/SongParser	?ParseText@SongParser@@QAAXHPBD@Z
90-99	98.684	100.000	76	2	SOURCE_ARGVAL	1.0	0	0	default/DateTime	?ToMiniDateString@DateTime@@QBAXAAVString@@@Z
90-99	98.672	98.734	1280	8	SOURCE_INSDEL	0.9938	0	0	default/StarDisplay	?SyncProperty@StarDisplay@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	98.671	99.847	680	43	SOURCE_ARGVAL	1.0	9	17	default/system/rndobj/Utl	?BurnXfm@@YAXPAVRndMesh@@_N@Z
90-99	98.593	99.366	1268	51	CODEGEN_ORDERING	1.0	1	0	default/RockCentral	?UpdateSetlist@RockCentral@@QAAXPAVLocalSavedSetlist@@AAVDataResultList@@PAVObject@Hmx@@HH@Z
90-99	98.583	98.910	2568	49	SOURCE_INSDEL	0.9891	0	0	default/VocalTrackDir	?Handle@VocalTrackDir@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	98.581	99.279	888	19	SOURCE_INSDEL	0.9865	0	0	default/band3/game/TrainerGemTab	?DrawTails@TrainerGemTab@@QAAXABVGameGem@@HHMM@Z
90-99	98.537	98.537	164	1	MIXED	0.9524	0	0	default/BandSongMgr	?IsDemo@BandSongMgr@@QBA_NH@Z
90-99	98.520	98.883	716	12	SOURCE_CALLCOUNT	0.989	0	0	default/Spotlight	?Copy@Spotlight@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
90-99	98.500	100.000	160	10	CODEGEN_REGALLOC	1.0	0	0	default/band3/meta_band/MusicLibraryNetSetlists	??0NetSavedSetlist@@QAA@W4SetlistType@SavedSetlist@@PBD1_N111@Z
90-99	98.500	98.500	16	1	CLEAN?	0.6	0	0	default/BandUser	?SyncProperty@BandUser@@$4PPPPPPPM@PPPPPPCE@AA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	98.418	98.486	584	4	SOURCE_INSDEL	0.9932	0	0	default/PropKeys	?SetFrame@Vector3Keys@@UAAXMM@Z
90-99	98.406	98.428	916	5	SOURCE_CALLCOUNT	0.9783	0	0	default/BandUser	?Handle@LocalBandUser@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	98.375	99.625	32	4	SOURCE_ARGVAL	1.0	3	0	default/CharServoBone	?SetMoveSelf@CharServoBone@@QAAX_N@Z
90-99	98.308	98.647	532	12	MIXED	0.9559	0	0	default/system/obj/Dir	?ResetViewports@ObjectDir@@QAAXXZ
90-99	98.292	98.313	972	7	SOURCE_INSDEL	0.9757	0	0	default/band3/meta_band/CharProvider	?Reload@CharProvider@@QAAXPAVLocalBandUser@@@Z
90-99	98.289	100.000	152	12	CODEGEN_REGALLOC	1.0	0	0	default/RGUtl	?RGGetHeldFretRange@@YA_NABVRGState@@AAH1@Z
90-99	98.286	98.286	140	1	MIXED	0.9444	0	0	default/DataFunc	?DataSet@@YA?AVDataNode@@PAVDataArray@@@Z
90-99	98.286	99.714	28	3	SOURCE_ARGVAL	1.0	0	0	default/CharLipSync	??__FsLoadedFile@@YAXXZ
90-99	98.286	99.714	28	3	SOURCE_ARGVAL	1.0	2	0	default/Voice	?SetReverbEnable@Voice@@QAAX_N@Z
90-99	98.281	100.000	128	8	CODEGEN_REGALLOC	1.0	0	0	default/MemHeap	?AttemptMerge@FreeBlock@@QAA_NPAV1@H@Z
90-99	98.264	100.000	288	15	CODEGEN_REGALLOC	1.0	0	0	default/ColorXfm	?AdjustSaturation@RndColorXfm@@QAAXXZ
90-99	98.261	98.261	460	2	SOURCE_INSDEL	0.9829	0	0	default/band3/meta_band/SongRecord	??0SongRecord@@QAA@PBVBandSongMetadata@@@Z
90-99	98.261	98.675	2364	40	SOURCE_INSDEL	0.9932	3	0	default/FileMerger	?Poll@CharIKHand@@UAAXXZ
90-99	98.259	98.787	1896	62	SOURCE_CALLCOUNT	0.9854	6	0	default/Mat_NG	?SetRegularShaderConst@NgMat@@IAAX_N@Z
90-99	98.254	98.879	928	29	SOURCE_INSDEL	0.9914	0	0	default/VocalTrack	?UpdatePitchArrow@VocalTrack@@QAAXMH@Z
90-99	98.198	98.198	504	6	SOURCE_INSDEL	0.9764	0	0	default/FocusTracker	?GetNextFocusPlayer@FocusTracker@@UBA?AUTrackerPlayerID@@ABU2@MAA_N@Z
90-99	98.176	98.765	340	7	SOURCE_INSDEL	0.9882	0	0	default/Text	?UpdateMesh@RndText@@QAAXPAVRndFont@@@Z
90-99	98.125	100.000	256	12	CODEGEN_REGALLOC	1.0	0	0	default/Geo	?Multiply@@YAXABVPlane@@ABVTransform@@AAV1@@Z
90-99	98.125	98.125	128	1	MIXED	0.9394	0	0	default/PropAnim	?FindKeys@RndPropAnim@@IAA?AU?$_List_iterator@PAVPropKeys@@U?$_Nonconst_traits@PAVPropKeys@@@stlpmtx_std@@@stlpmtx_std@@PAVObject@Hmx@@PAVDataArray@@@Z
90-99	98.102	98.114	1688	44	SOURCE_INSDEL	0.9882	23	1	default/BandDirector	?Enter@BandDirector@@UAAXXZ
90-99	98.097	98.143	868	7	CODEGEN_ORDERING	1.0	3	0	default/EventTrigger	??0EventTrigger@@IAA@XZ
90-99	98.089	98.644	360	10	SOURCE_ARGVAL	1.0	2	0	default/system/rnddx9/Rnd	?DrawLine@DxRnd@@UAAXABVVector3@@0ABVColor@Hmx@@_N@Z
90-99	98.069	98.216	408	9	SOURCE_INSDEL	0.9151	0	0	default/StandardStream	?PollStream@StandardStream@@QAAXXZ
90-99	98.049	100.000	164	13	CODEGEN_REGALLOC	1.0	0	0	default/Loader	?SaveData@FileLoader@@SAXAAVBinStream@@PAXH@Z
90-99	98.019	98.052	616	4	SOURCE_INSDEL	0.9809	0	0	default/CameraShot	?AddCrowdChars@CamShotCrowd@@QAAXPBV?$list@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@@Z
90-99	98.013	99.231	624	36	MIXED	1.0	0	0	default/MemHeap	?Print@MemHeap@@QAAXAAVTextStream@@_N@Z
90-99	98.000	98.563	284	8	SOURCE_INSDEL	0.9859	2	0	default/BlockMgr	?AddTask@BlockMgr@@QAAXABVAsyncTask@@@Z
90-99	98.000	100.000	160	10	CODEGEN_REGALLOC	1.0	0	0	default/band3/game/RGTrainerPanel	?MissNotify@RGTrainerPanel@@UAA_NH@Z
90-99	97.973	98.881	4936	247	SOURCE_INSDEL	0.9976	7	1	default/VocalPlayer	?Handle@VocalPlayer@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	97.972	98.113	424	4	CODEGEN_ORDERING	1.0	0	0	default/Geo	??$_S_sort@VBSPFace@@V?$StlNodeAlloc@VBSPFace@@@stlpmtx_std@@U?$less@VBSPFace@@@3@@stlpmtx_std@@YAXAAV?$list@VBSPFace@@V?$StlNodeAlloc@VBSPFace@@@stlpmtx_std@@@0@U?$less@VBSPFace@@@0@@Z
90-99	97.959	97.959	196	1	SOURCE_INSDEL	0.9796	0	0	default/FftIpp	??1FftIpp@@QAA@XZ
90-99	97.957	98.280	372	6	SOURCE_INSDEL	0.9681	0	0	default/Geo	??O@YA_NABVSphere@@ABVFrustum@@@Z
90-99	97.954	98.580	2332	69	SOURCE_INSDEL	0.9949	8	0	default/VocalPlayer	?HandlePhraseEnd@VocalPlayer@@QAAXM@Z
90-99	97.953	98.099	684	32	SOURCE_INSDEL	0.9827	8	1	default/Memcard_Xbox	?PrintDir@MCContainerXbox@@UAA?AW4MCResult@@PBD_N@Z
90-99	97.917	97.963	432	4	SOURCE_INSDEL	0.9908	0	0	default/Archive	?GetFileInfo@Archive@@QAA_NPBDAAHAA_K11@Z
90-99	97.909	98.182	220	4	SOURCE_INSDEL	0.9818	0	0	default/system/rndobj/Utl	?_M_insert@?$_Rb_tree@UEdge@RndAmbientOcclusion@@U?$less@UEdge@RndAmbientOcclusion@@@stlpmtx_std@@U12@U?$_Identity@UEdge@RndAmbientOcclusion@@@4@U?$_SetTraitsT@UEdge@RndAmbientOcclusion@@@priv@4@V?$StlNodeAlloc@UEdge@RndAmbientOcclusion@@@4@@stlpmtx_std@@AAA?AU?$_Rb_tree_iterator@UEdge@RndAmbientOcclusion@@U?$_SetTraitsT@UEdge@RndAmbientOcclusion@@@priv@stlpmtx_std@@@2@PAU_Rb_tree_node_base@2@ABUEdge@RndAmbientOcclusion@@00@Z
90-99	97.896	97.983	924	7	SOURCE_INSDEL	0.9828	0	0	default/Text	?ParseMarkup@RndText@@QBAPBDPBDPAVStyle@1@MM@Z
90-99	97.885	100.000	908	68	CODEGEN_REGALLOC	1.0	0	0	default/ColorXfm	?AdjustHue@RndColorXfm@@QAAXXZ
90-99	97.857	100.000	28	3	CODEGEN_REGALLOC	1.0	0	0	default/JsonMemory	JsonRealloc
90-99	97.856	99.261	612	35	SOURCE_INSDEL	0.9935	5	6	default/Geo	?Update@BSPFace@@QAAXXZ
90-99	97.830	98.025	1432	22	SOURCE_INSDEL	0.9917	4	0	default/GemTrack	?DrawTrackElements@GemTrack@@QAAXHH@Z
90-99	97.796	97.849	372	3	CODEGEN_ORDERING	1.0	0	0	default/BandDirector	?Poll@BandDirector@@UAAXXZ
90-99	97.704	98.399	892	28	SOURCE_INSDEL	0.9604	16	0	default/CharIKFoot	?DoFSM@CharIKFoot@@IAAXAAVTransform@@@Z
90-99	97.692	98.718	312	15	SOURCE_INSDEL	0.9872	0	0	default/VocalTrack	?ProcessStaticLyrics@VocalTrack@@QAAX_NPAVLyric@@AAM2AAPAV2@320PAVLyricPlate@@@Z
90-99	97.660	97.918	388	9	SOURCE_INSDEL	0.9798	0	0	default/MoveMgr	?_M_insert_overflow_aux@?$vector@VSpotlightEntry@SpotlightDrawer@@V?$StlNodeAlloc@VSpotlightEntry@SpotlightDrawer@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVSpotlightEntry@SpotlightDrawer@@ABV34@ABU__false_type@2@I_N@Z
90-99	97.626	97.980	396	7	CODEGEN_ORDERING	1.0	0	0	default/Crowd	??$PropSync@UCharData@WorldCrowd@@@@YA_NAAV?$ObjList@UCharData@WorldCrowd@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	97.617	97.656	512	4	SOURCE_INSDEL	0.9922	0	0	default/VocalTrack	?Poll@VocalTrack@@UAAXM@Z
90-99	97.615	98.769	364	24	SOURCE_INSDEL	0.989	12	0	default/MakeString	?NextBuf@@YAPADXZ
90-99	97.609	98.391	512	20	SOURCE_INSDEL	0.9844	6	0	default/Geo	?Clip@@YAXABVPolygon@Hmx@@ABVRay@2@AAV12@@Z
90-99	97.600	97.600	100	1	MIXED	0.9231	0	0	default/Spotlight	??$_M_allocate_and_copy@PBVColor@Hmx@@@?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVColor@Hmx@@IPBV23@0@Z
90-99	97.600	97.600	100	1	MIXED	0.9231	0	0	default/DataEventList	??$_M_allocate_and_copy@PAVDataEvent@@@?$vector@VDataEvent@@V?$StlNodeAlloc@VDataEvent@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVDataEvent@@IPAV2@0@Z
90-99	97.600	97.600	100	1	MIXED	0.9231	0	0	default/TrackDir	??$_M_allocate_and_copy@PBVCtrlPoint@RndSpline@@@?$vector@VCtrlPoint@RndSpline@@V?$StlNodeAlloc@VCtrlPoint@RndSpline@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVCtrlPoint@RndSpline@@IPBV23@0@Z
90-99	97.580	97.624	1372	14	SOURCE_INSDEL	0.9883	0	0	default/CharDriver	?Poll@CharDriver@@UAAXXZ
90-99	97.513	97.730	460	8	SOURCE_INSDEL	0.9828	0	0	default/Lit_NG	?SetShadowTransforms@NgLight@@IAAXXZ
90-99	97.505	99.064	436	29	SOURCE_INSDEL	0.9909	0	0	default/Mesh	?SkinVertex@RndMesh@@QAA?AVVector3@@ABVVert@1@PAV2@@Z
90-99	97.500	100.000	8	1	CODEGEN_REGALLOC	1.0	0	0	default/Memory_Xbox	??2Node@?$ObjPtrList@VRndGroup@@VObjectDir@@@@SAPAXI@Z
90-99	97.500	100.000	40	4	CODEGEN_REGALLOC	1.0	0	0	default/BinkMovieSys_Xbox	?PlatformStoreCache@BinkMovieSys@@QAAXPAXI@Z
90-99	97.500	97.500	160	1	SOURCE_INSDEL	0.9756	0	0	default/Faders	??1FaderGroup@@QAA@XZ
90-99	97.476	97.595	168	2	SOURCE_INSDEL	0.9767	0	0	default/band3/game/GemTrainerPanel	?Exit@GemTrainerPanel@@UAAXXZ
90-99	97.468	97.468	316	2	CODEGEN_ORDERING	1.0	0	0	default/VorbisReader	??1VorbisReader@@UAA@XZ
90-99	97.463	99.870	216	15	SOURCE_ARGVAL	1.0	4	3	default/CharEyes	?EnforceMinimumTargetDistance@CharEyes@@IAAXABVVector3@@0AAV2@@Z
90-99	97.452	97.815	496	7	CODEGEN_ORDERING	1.0	0	0	default/CreditsPanel	?Handle@CreditsPanel@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	97.451	97.647	204	3	MIXED	0.9245	0	0	default/XLSPConnection	?_M_insert@?$_Rb_tree@KU?$less@K@stlpmtx_std@@U?$pair@$$CBKH@2@U?$_Select1st@U?$pair@$$CBKH@stlpmtx_std@@@2@U?$_MapTraitsT@U?$pair@$$CBKH@stlpmtx_std@@@priv@2@V?$StlNodeAlloc@U?$pair@$$CBKH@stlpmtx_std@@@2@@stlpmtx_std@@AAA?AU?$_Rb_tree_iterator@U?$pair@$$CBKH@stlpmtx_std@@U?$_MapTraitsT@U?$pair@$$CBKH@stlpmtx_std@@@priv@2@@2@PAU_Rb_tree_node_base@2@ABU?$pair@$$CBKH@2@00@Z
90-99	97.414	97.931	116	3	MIXED	0.9333	0	0	default/Song	??0?$list@PAVMidiParser@@V?$StlNodeAlloc@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z
90-99	97.414	97.931	116	3	MIXED	0.9333	0	0	default/DefaultPhysicsManager	??0?$list@PAVRndMesh@@V?$StlNodeAlloc@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z
90-99	97.320	99.920	100	12	SOURCE_ARGVAL	1.0	2	0	default/band3/meta_band/StoreOfferProvider	?ClearList@StoreOfferProvider@@QAAXXZ
90-99	97.250	99.750	16	2	SOURCE_ARGVAL	1.0	1	0	default/Performer	?GetVocalPartPercentage@Stats@@QBAMH@Z
90-99	97.237	100.000	152	15	CODEGEN_REGALLOC	1.0	0	0	default/CharBones	?FindOffset@CharBones@@QBAHVSymbol@@@Z
90-99	97.194	98.120	432	15	CODEGEN_ORDERING	1.0	3	0	default/Geo	?Intersect@@YA_NABVSegment@@ABVTriangle@@_NAAM@Z
90-99	97.185	97.523	3436	89	SOURCE_INSDEL	0.9793	14	0	default/ChordbookPanel	?DisplayChord@ChordbookPanel@@QAAXI@Z
90-99	97.169	98.795	332	21	SOURCE_INSDEL	0.988	0	0	default/CharIKFingers	?MeasureLengths@CharIKFingers@@QAAXXZ
90-99	97.143	100.000	112	12	CODEGEN_REGALLOC	1.0	0	0	default/keygen_xbox	?memcpy_cs@@YAXPAEPBEI@Z
90-99	97.121	97.929	396	14	SOURCE_INSDEL	0.9608	0	0	default/SpotlightDrawer_NG	?_M_fill_insert_aux@?$vector@VSpotMeshEntry@SpotlightDrawer@@V?$StlNodeAlloc@VSpotMeshEntry@SpotlightDrawer@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSpotMeshEntry@SpotlightDrawer@@IABV34@ABU__false_type@2@@Z
90-99	97.118	97.188	576	6	SOURCE_INSDEL	0.9862	0	0	default/band3/meta_band/PatchPanel	?SyncProperty@PatchPanel@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	97.115	100.000	104	9	CODEGEN_REGALLOC	1.0	0	0	default/StatCollector	?CheckKickGem@StatCollector@@QAAXABVGameGem@@H_N@Z
90-99	97.113	97.113	776	6	SOURCE_INSDEL	0.9747	0	0	default/band3/game/TambourineManager	?TambourineSucceed@TambourineManager@@QAAXH@Z
90-99	97.111	97.111	360	3	SOURCE_INSDEL	0.978	0	0	default/AccomplishmentPanel	?Mat@AccomplishmentProvider@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z
90-99	97.099	97.169	568	8	SOURCE_INSDEL	0.9859	0	0	default/SongSortMgr	?DoesSongMatchFilter@SongSortMgr@@QBA_NHPBVSongFilter@1@VSymbol@@@Z
90-99	97.090	97.740	708	21	SOURCE_INSDEL	0.9774	0	0	default/band3/game/TrainerPanel	?StartSection@TrainerPanel@@QAAXH@Z
90-99	97.027	97.162	1184	16	CODEGEN_ORDERING	1.0	0	0	default/EventTrigger	?TriggerSelf@EventTrigger@@IAAXXZ
90-99	97.000	99.500	8	1	SOURCE_ARGVAL	1.0	1	0	default/TrackWatcherImpl	??0?$_STLP_alloc_proxy@PAUHamSupereasyMeasure@@U1@V?$StlNodeAlloc@UHamSupereasyMeasure@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@UHamSupereasyMeasure@@@1@PAUHamSupereasyMeasure@@@Z
90-99	96.970	96.970	528	4	CODEGEN_ORDERING	1.0	0	0	default/VocalPart	?GetBestHit@VocalPart@@QAAMMHHPAVTalkyMatcher@@AAMMAAH211AA_N@Z
90-99	96.950	96.950	80	2	SOURCE_ARGVAL	0.9048	0	0	default/PropKeys	??$_Destroy_Range@PAUEntry@LocalePanel@@@stlpmtx_std@@YAXPAUEntry@LocalePanel@@0@Z
90-99	96.912	97.059	136	2	SOURCE_INSDEL	0.9714	0	0	default/NetworkSocket_Win	?RecvFrom@WinSockSocket@@UAAHPAXIAAIAAG@Z
90-99	96.878	97.968	752	43	SOURCE_INSDEL	0.9894	2	0	default/band3/bandtrack/TrackPanel	?Poll@TrackPanel@@UAAXXZ
90-99	96.842	96.842	76	1	MIXED	0.9	0	0	default/Main	main
90-99	96.840	98.649	376	22	SOURCE_ARGVAL	1.0	7	0	default/CharGuitarString	?Poll@CharGuitarString@@UAAXXZ
90-99	96.825	97.180	732	25	SOURCE_INSDEL	0.9727	7	0	default/PatchDir	?LoadStickerData@PatchDir@@QAAXXZ
90-99	96.823	96.875	384	4	SOURCE_INSDEL	0.9896	0	0	default/PanelDir	?PanelNav@PanelDir@@AAA_NW4JoypadAction@@W4JoypadButton@@VSymbol@@@Z
90-99	96.750	97.297	4096	138	SOURCE_INSDEL	0.9932	17	0	default/band3/meta_band/SaveLoadManager	?SetState@SaveLoadManager@@IAAXW4State@1@@Z
90-99	96.721	96.721	244	3	CODEGEN_ORDERING	1.0	0	0	default/BandWardrobe	?SetVenueDir@BandWardrobe@@QAAXPAVObjectDir@@@Z
90-99	96.667	97.727	528	26	SOURCE_INSDEL	0.9924	0	0	default/PitchCorrectedVoice	?GetCorrection@PitchCorrectedVoice@Synapse@DSP@@QAAMXZ
90-99	96.667	100.000	180	22	CODEGEN_REGALLOC	1.0	0	0	default/keygen_xbox	?shuffle1@@YAXPAD@Z
90-99	96.663	97.696	3136	180	SOURCE_CALLCOUNT	0.9873	1	0	default/PropAnim	?Handle@RndPropAnim@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	96.646	96.709	632	7	SOURCE_CALLCOUNT	0.9627	0	0	default/AsyncFile	?PrintDiscFile@@YAXPBD@Z
90-99	96.622	97.297	148	6	SOURCE_INSDEL	0.9737	0	0	default/VocalTrackDir	?PreLoad@VocalTrackDir@@UAAXAAVBinStream@@@Z
90-99	96.619	98.104	1616	108	SOURCE_INSDEL	0.9706	0	6	default/CharEyes	?Poll@CharEyes@@UAAXXZ
90-99	96.591	100.000	176	25	CODEGEN_REGALLOC	1.0	0	0	default/keygen_xbox	?parseHex16@@YAXPBDPAE@Z
90-99	96.552	96.552	232	2	CODEGEN_ORDERING	1.0	0	0	default/Voice	?Pause@Voice@@QAAX_N@Z
90-99	96.517	97.753	356	19	SOURCE_INSDEL	0.978	0	0	default/CharEyes	??$PropSync@UEyeDesc@CharEyes@@@@YA_NAAV?$ObjVector@UEyeDesc@CharEyes@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	96.517	97.753	356	19	SOURCE_INSDEL	0.978	0	0	default/BandIKEffector	??$PropSync@VConstraint@BandIKEffector@@@@YA_NAAV?$ObjVector@VConstraint@BandIKEffector@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	96.495	96.747	396	11	FOREIGN_FPCLASS	0.9406	0	0	default/MetaMaterial	?_M_insert_overflow_aux@?$vector@W4MatPropEditAction@@V?$StlNodeAlloc@W4MatPropEditAction@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAW4MatPropEditAction@@ABW43@ABU__false_type@2@I_N@Z
90-99	96.483	97.719	356	22	SOURCE_INSDEL	0.978	0	1	default/LightPreset	??$PropSync@USpotlightEntry@LightPreset@@@@YA_NAAV?$ObjVector@USpotlightEntry@LightPreset@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	96.472	96.680	1448	25	SOURCE_INSDEL	0.9834	2	0	default/CharBonesSamples	?Relativize@CharBonesSamples@@QAAXPAVCharClip@@@Z
90-99	96.463	96.463	588	6	CODEGEN_ORDERING	1.0	0	0	default/PitchArrow	?SyncObjects@PitchArrow@@UAAXXZ
90-99	96.453	97.045	980	39	SOURCE_CALLCOUNT	0.9757	0	0	default/CharIKHand	?Load@CharIKHand@@UAAXAAVBinStream@@@Z
