stratum	fuzzy	mpn	size	n_mismatch	signature	opc_jaccard	LSobj_imm	LSr1_imm	unit	symbol
90-99	90.526	90.526	152	4	SOURCE_INSDEL	0.9231	0	0	default/CamAnim	?Save@RndCamAnim@@UAAXAAVBinStream@@@Z
90-99	90.495	91.592	2188	136	SOURCE_CALLCOUNT	0.9678	30	1	default/VocalTrack	?RebuildHUD@VocalTrack@@QAAXXZ
90-99	90.476	90.476	84	2	SOURCE_CALLCOUNT	0.9048	0	0	default/QuestFilterPanel	??_GQuestFilterPanel@@UAAPAXI@Z
90-99	90.476	90.476	84	2	SOURCE_CALLCOUNT	0.9048	0	0	default/band3/meta_band/NewAwardPanel	??_GNewAwardPanel@@UAAPAXI@Z
90-99	90.458	90.736	288	12	SOURCE_INSDEL	0.92	2	0	default/BandCharacter	?PlayGroup@BandCharacter@@QAAXPBD_NHMW4TaskUnits@@VSymbol@@@Z
90-99	90.430	91.828	372	27	SOURCE_CALLCOUNT	0.9271	0	0	default/Mesh	??$PropSync@VRndBone@@@@YA_NAAV?$ObjVector@VRndBone@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
90-99	90.410	90.492	244	8	SOURCE_CALLCOUNT	0.873	0	0	default/Instance	??0SharedGroup@@QAA@PAVRndGroup@@@Z
90-99	90.267	90.267	704	30	SOURCE_CALLCOUNT	0.9119	0	0	default/StorePreviewMgr	?Handle@StorePreviewMgr@@UAA?AVDataNode@@PAVDataArray@@_N@Z
90-99	90.021	92.255	188	23	SOURCE_CALLCOUNT	0.9362	1	1	default/EventTrigger	??4?$list@UProxyCall@EventTrigger@@V?$StlNodeAlloc@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z
90-99	90.000	90.000	80	2	SOURCE_INSDEL	0.9091	0	0	default/MetaPanel	?IsLoaded@MetaPanel@@UBA_NXZ
70-90	89.905	90.381	84	4	SOURCE_INSDEL	0.913	2	0	default/MakeString	??0FormatString@@QAA@PBD@Z
70-90	89.858	89.978	1836	50	SOURCE_CALLCOUNT	0.9089	0	0	default/system/rndobj/Rnd	?PreInit@Rnd@@UAAXXZ
70-90	89.847	89.917	288	15	SOURCE_CALLCOUNT	0.9189	3	0	default/Draw	?DumpLoad@RndDrawable@@SAXAAVBinStream@@@Z
70-90	89.820	91.336	1332	107	SOURCE_INSDEL	0.9851	3	2	default/system/rndobj/Utl	?MakeNormals@@YAXPAVRndMesh@@@Z
70-90	89.726	90.042	380	15	SOURCE_CALLCOUNT	0.8878	0	0	default/network/net/NetSession	?AddLocalUser@NetSession@@QAAXPAVLocalUser@@@Z
70-90	89.713	90.059	404	19	SOURCE_INSDEL	0.8962	1	0	default/CharUtl	?_M_insert_overflow_aux@?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVTransform@@ABV3@ABU__false_type@2@I_N@Z
70-90	89.670	89.970	400	18	SOURCE_INSDEL	0.8962	0	0	default/Ribbon	?_M_insert_overflow_aux@?$vector@V?$Key@VTransform@@@@V?$StlNodeAlloc@V?$Key@VTransform@@@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAV?$Key@VTransform@@@@ABV3@ABU__false_type@2@I_N@Z
70-90	89.636	89.750	352	13	SOURCE_INSDEL	0.967	2	0	default/Chunks	??0IListChunk@@QAA@AAVBinStream@@_N@Z
70-90	89.557	90.600	460	43	SOURCE_INSDEL	0.8966	0	1	default/RockCentral	?DataPointToQString@RockCentral@@SAXABVDataPoint@@AAVString@Quazal@@@Z
70-90	89.474	89.474	152	4	CODEGEN_ORDERING	1.0	0	0	default/ChordbookPanel	?Poll@ChordbookPanel@@UAAXXZ
70-90	89.421	89.421	76	3	SOURCE_INSDEL	0.9048	0	0	default/CharClip	?_M_create_node@?$_Rb_tree@HU?$less@H@stlpmtx_std@@U?$pair@$$CBHM@2@U?$_Select1st@U?$pair@$$CBHM@stlpmtx_std@@@2@U?$_MapTraitsT@U?$pair@$$CBHM@stlpmtx_std@@@priv@2@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAU_Rb_tree_node_base@2@ABU?$pair@$$CBHM@2@@Z
70-90	89.419	90.306	248	13	CODEGEN_ORDERING	1.0	1	0	default/Rot	?MakeRotQuat@@YAXABVVector3@@0AAVQuat@Hmx@@@Z
70-90	89.342	89.474	304	10	SOURCE_CALLCOUNT	0.9048	0	0	default/TourDescPanel	?Refresh@TourDescPanel@@QAAXXZ
70-90	89.314	89.314	420	14	SOURCE_INSDEL	0.9273	0	0	default/StreamReceiver360	??0StreamReceiver360@@QAA@HH_N@Z
70-90	89.284	90.468	760	53	SOURCE_INSDEL	0.9436	4	0	default/WahEffect	?Process@WahEffect@@QAAXPAMHH@Z
70-90	89.235	92.235	340	48	SOURCE_INSDEL	0.9767	0	0	default/PropKeys	?Load@PropKeys@@UAAXAAVBinStreamRev@@@Z
70-90	89.234	89.340	188	6	SOURCE_INSDEL	0.9792	0	1	default/BandCharDesc	?LoadFixed@BandCharDesc@@UAAXAAVFixedSizeSaveableStream@@H@Z
70-90	89.203	89.691	492	27	SOURCE_CALLCOUNT	0.9389	8	0	default/band3/meta_band/BandProfile	?DeleteAll@BandProfile@@UAAXXZ
70-90	89.200	90.482	780	64	SOURCE_INSDEL	0.9403	4	0	default/DeployCountTracker	?Poll_@DeployCountTracker@@UAAXM@Z
70-90	89.189	91.892	148	19	SOURCE_INSDEL	0.973	0	0	default/VocalTrackDir	?RecalculateLyricZ@VocalTrackDir@@QAAXPA_N0@Z
70-90	89.155	89.296	284	10	SOURCE_INSDEL	0.9589	0	0	default/Game	?Rollback@Game@@QAAXMM@Z
70-90	89.079	89.894	2724	176	SOURCE_CALLCOUNT	0.96	9	0	default/GemPlayer	?Hit@GemPlayer@@UAAXHMHIW4GemHitFlags@@@Z
70-90	89.063	90.274	380	32	SOURCE_CALLCOUNT	0.9192	1	1	default/CharMeshHide	??$PropSync@VHide@CharMeshHide@@@@YA_NAAV?$ObjVector@VHide@CharMeshHide@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
70-90	89.024	90.123	1692	139	SOURCE_CALLCOUNT	0.9506	16	1	default/BandWardrobe	?OnEnterVignette@BandWardrobe@@QAA?AVDataNode@@PAVDataArray@@@Z
70-90	89.015	89.394	264	9	SOURCE_INSDEL	0.9242	1	0	default/PracticePanel	??0PracticePanel@@QAA@XZ
70-90	89.000	89.000	292	11	SOURCE_CALLCOUNT	0.9241	3	0	default/MetaPerformer	?CompleteSong@MetaPerformer@@QAAXAAV?$vector@PAVBandUser@@V?$StlNodeAlloc@PAVBandUser@@@stlpmtx_std@@@stlpmtx_std@@PBVBandStatsInfo@@_N@Z
70-90	88.958	89.167	96	4	SOURCE_CALLCOUNT	0.8462	0	0	default/BandSongMgr	?SongCacheNeedsWrite@BandSongMgr@@UBA_NXZ
70-90	88.946	88.985	520	32	SOURCE_CALLCOUNT	0.9028	3	0	default/File	FileInit
70-90	88.933	89.267	300	16	SOURCE_CALLCOUNT	0.8608	1	4	default/CrowdAudio	?SetPaused@CrowdAudio@@QAAX_N@Z
70-90	88.923	89.231	260	11	SOURCE_INSDEL	0.9846	1	0	default/MusicLibrary	?ReportSortAndFilters@MusicLibrary@@QAAXXZ
70-90	88.889	88.889	72	2	CODEGEN_ORDERING	1.0	0	0	default/band3/meta_band/CharProvider	?GetCharData@CharProvider@@QAAPAVCharData@@H@Z
70-90	88.852	88.852	244	8	SOURCE_CALLCOUNT	0.8657	0	0	default/band3/bandtrack/TrackPanel	?Unload@TrackPanel@@UAAXXZ
70-90	88.750	89.375	128	8	SOURCE_INSDEL	0.8	0	0	default/MeshAnim	?resize@?$vector@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABV?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@@Z
70-90	88.750	89.479	192	13	FOREIGN_FPCLASS	0.8704	0	0	default/AmbientOcclusion	?IsValid_AOReceive@RndAmbientOcclusion@@IBA_NPBVRndMesh@@@Z
70-90	88.750	89.375	128	8	SOURCE_INSDEL	0.8	0	0	default/CharIKHand	?resize@?$vector@UIKTarget@CharIKHand@@V?$StlNodeAlloc@UIKTarget@CharIKHand@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUIKTarget@CharIKHand@@@Z
70-90	88.750	88.750	128	4	SOURCE_INSDEL	0.9091	0	0	default/Song	?Save@Song@@UAAXAAVBinStream@@@Z
70-90	88.723	89.362	188	11	SOURCE_INSDEL	0.9787	0	0	default/DataFile	?LoadDtz@@YAPAVDataArray@@PBDH@Z
70-90	88.709	90.164	1416	121	SOURCE_CALLCOUNT	0.9491	0	0	default/SongSortMgr	?DoesOfferMatchFilter@SongSortMgr@@QBA_NPAVStoreOffer@@PBVSongFilter@1@VSymbol@@@Z
70-90	88.679	89.214	112	6	SOURCE_INSDEL	0.8966	2	0	default/MeshAnim	?_M_fill_insert@?$vector@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@IABV3@@Z
70-90	88.679	89.214	112	6	SOURCE_INSDEL	0.8966	2	0	default/CharIKHand	?_M_fill_insert@?$vector@UIKTarget@CharIKHand@@V?$StlNodeAlloc@UIKTarget@CharIKHand@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUIKTarget@CharIKHand@@IABU34@@Z
70-90	88.671	90.564	1944	184	SOURCE_INSDEL	0.9116	19	0	default/TourDescPanel	?UpdateExtendedCustom@TourDescProvider@@UBAXHHPAVObject@Hmx@@@Z
70-90	88.667	88.852	108	4	SOURCE_CALLCOUNT	0.8889	1	0	default/BandHighlight	?DrawShowing@BandHighlight@@UAAXXZ
70-90	88.656	88.847	524	20	SOURCE_INSDEL	0.9237	1	0	default/band3/meta_band/BandStorePanel	?Request@BandStorePanel@@QAAXABVString@@_N@Z
70-90	88.571	88.571	112	4	SOURCE_INSDEL	0.9286	0	0	default/UILabel	?_M_erase@?$vector@ULabelStyle@UILabel@@V?$StlNodeAlloc@ULabelStyle@UILabel@@@stlpmtx_std@@@stlpmtx_std@@IAAPAULabelStyle@UILabel@@PAU34@ABU__false_type@2@@Z
70-90	88.560	89.360	100	7	SOURCE_INSDEL	0.8462	1	0	default/MessageTimer	??$__unguarded_insertion_sort_aux@PAPAUObjEntry@@PAU1@UObjSort@@@stlpmtx_std@@YAXPAPAUObjEntry@@00UObjSort@@@Z
70-90	88.549	91.366	284	35	CODEGEN_ORDERING	1.0	8	5	default/Geo	?Intersect@@YA_NABVSegment@@ABVSphere@@@Z
70-90	88.544	89.421	228	16	SOURCE_INSDEL	0.9048	0	1	default/MemMgr	?MemRealloc@@YAPAXPAXHPBDH1H@Z
70-90	88.500	89.306	248	17	SOURCE_INSDEL	0.9688	2	1	default/NextSongPanel	?IncrementSongReview@NextSongPanel@@QAAXH@Z
70-90	88.487	89.474	304	19	SOURCE_CALLCOUNT	0.9474	0	0	default/StandardStream	?UpdateTime@StandardStream@@UAAXXZ
70-90	88.462	89.161	1116	59	SOURCE_INSDEL	0.9823	4	0	default/SongParser	?OnMidiMessageVocals@SongParser@@QAAXHEEE@Z
70-90	88.429	89.714	140	12	SOURCE_INSDEL	0.9714	0	0	default/EventTrigger	?CleanupEventCase@EventTrigger@@IAAXAAV?$list@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@Z
70-90	88.393	88.940	732	40	SOURCE_INSDEL	0.9624	0	3	default/SpectralAnalysis	?SetMode@SpectralAnalysis@DSP@@QAAXII@Z
70-90	88.375	88.645	1184	45	SOURCE_INSDEL	0.9365	1	0	default/Part	?Copy@RndParticleSys@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
70-90	88.372	88.372	172	5	SOURCE_INSDEL	0.8958	0	0	default/MeterDisplay	?Copy@MeterDisplay@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
70-90	88.341	88.909	704	48	SOURCE_INSDEL	0.9261	2	0	default/JoypadClient	?OnMsg@JoypadClient@@AAAHABVButtonDownMsg@@@Z
70-90	88.339	88.569	696	32	SOURCE_CALLCOUNT	0.9135	5	0	default/Instance	?LoadPersistentObjects@WorldInstance@@AAAXAAVBinStreamRev@@@Z
70-90	88.287	88.409	656	26	SOURCE_CALLCOUNT	0.9162	1	0	default/CameraShot	?SetFrame@CamShot@@UAAXMM@Z
70-90	88.283	88.450	480	23	SOURCE_CALLCOUNT	0.8527	2	4	default/CrowdAudio	?Poll@CrowdAudio@@UAAXXZ
70-90	88.259	88.815	108	6	SOURCE_INSDEL	0.8966	2	0	default/PracticeSection	?_M_fill_insert@?$vector@VPracticeStep@@V?$StlNodeAlloc@VPracticeStep@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVPracticeStep@@IABV3@@Z
70-90	88.259	88.815	108	6	SOURCE_INSDEL	0.8966	2	0	default/Archive	?_M_fill_insert@?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVString@@IABV3@@Z
70-90	88.258	88.661	248	14	SOURCE_INSDEL	0.9839	0	0	default/system/rndobj/Utl	?SetBloomBlurWeights@@YAX_NMM@Z
70-90	88.207	90.314	484	59	SOURCE_INSDEL	0.9435	0	4	default/VocalPart	?GetNoteSliceWeight@VocalPart@@QBAMMMH@Z
70-90	88.158	88.158	304	9	SOURCE_CALLCOUNT	0.8816	0	0	default/UIList	?Init@UIList@@SAXXZ
70-90	88.150	89.392	612	50	SOURCE_INSDEL	0.9551	0	0	default/Line	?UpdateLine@RndLine@@IAAXABVTransform@@M@Z
70-90	88.090	88.090	356	11	CODEGEN_ORDERING	1.0	0	0	default/CharEyes	?Enter@CharEyes@@UAAXXZ
70-90	88.035	88.657	676	50	SOURCE_INSDEL	0.9826	9	5	default/Text	??0RndText@@IAA@XZ
70-90	88.000	89.224	392	39	SOURCE_INSDEL	0.8879	0	1	default/SongLayout	?_M_fill_insert_aux@?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSongPattern@@IABV3@ABU__false_type@2@@Z
70-90	88.000	88.000	200	6	SOURCE_CALLCOUNT	0.88	0	0	default/Env_NG	?PreInit@NgRnd@@UAAXXZ
70-90	87.984	89.353	1256	116	SOURCE_INSDEL	0.9779	18	0	default/band3/game/PerfectSectionTracker	?HandleExitExtent@PerfectSectionTracker@@QAAXMH_N@Z
70-90	87.978	89.533	720	70	SOURCE_INSDEL	0.956	2	0	default/MeshDeform	?Load@RndMeshDeform@@UAAXAAVBinStream@@@Z
70-90	87.960	88.817	1400	136	SOURCE_INSDEL	0.9237	25	1	default/Text	?Load@RndText@@UAAXAAVBinStream@@@Z
70-90	87.955	88.485	264	12	SOURCE_INSDEL	0.9286	0	0	default/AmbientOcclusion	??0?$kdTree@VTriangle@@@@QAA@ABVBox@@@Z
70-90	87.884	87.884	172	7	SOURCE_INSDEL	0.9149	0	0	default/PropSync	?SyncObjects@WorldDir@@UAAXXZ
70-90	87.820	88.003	2628	129	SOURCE_INSDEL	0.9401	1	1	default/band3/meta_band/SaveLoadManager	?Poll@SaveLoadManager@@QAAXXZ
70-90	87.800	88.000	100	4	SOURCE_INSDEL	0.88	0	0	default/VocalTrackDir	?Retract@VocalTrackDir@@UAAX_N@Z
70-90	87.794	88.235	136	6	CODEGEN_ORDERING	1.0	0	0	default/SongDB	?GetNumUnisonPhrases@SongDB@@QBAHH@Z
70-90	87.735	88.176	136	7	SOURCE_INSDEL	0.8824	1	0	default/Group	?push_back@?$vector@UGroupDrawDist@@V?$StlNodeAlloc@UGroupDrawDist@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUGroupDrawDist@@@Z
70-90	87.720	87.920	100	6	SOURCE_INSDEL	0.9615	0	0	default/Spline	??$?6VCtrlPoint@RndSpline@@V?$StlNodeAlloc@VCtrlPoint@RndSpline@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@ABV?$vector@VCtrlPoint@RndSpline@@V?$StlNodeAlloc@VCtrlPoint@RndSpline@@@stlpmtx_std@@@stlpmtx_std@@@Z
70-90	87.697	88.053	1292	65	SOURCE_CALLCOUNT	0.9488	6	0	default/UILabel	?FitText@UILabel@@QAAXXZ
70-90	87.692	88.462	104	7	SOURCE_INSDEL	0.8889	0	0	default/CDReader	?CDReadExternal@@YA_NAAPAXH_K@Z
70-90	87.691	89.539	920	121	SOURCE_CALLCOUNT	0.9614	24	18	default/CameraShot	?SetPos@CamShot@@QAA_NAAVCamShotFrame@@PAVRndCam@@@Z
70-90	87.690	89.007	1124	103	SOURCE_INSDEL	0.9721	12	10	default/Flare	?DrawShowing@RndFlare@@UAAXXZ
70-90	87.679	87.679	312	11	SOURCE_CALLCOUNT	0.8608	0	0	default/MemTrack	?MemTrackHeapDump@@YAX_N@Z
70-90	87.572	87.881	972	57	SOURCE_CALLCOUNT	0.7782	0	3	default/Gen	?Load@RndGenerator@@UAAXAAVBinStream@@@Z
70-90	87.564	88.400	1100	74	SOURCE_INSDEL	0.9856	15	7	default/CharIKFingers	?CalculateFingerDest@CharIKFingers@@IAAXW4FingerNum@1@@Z
70-90	87.556	88.190	504	27	SOURCE_CALLCOUNT	0.8819	2	0	default/BandCharDesc	?ReloadPrefabs@BandCharDesc@@SAXXZ
70-90	87.529	88.118	68	4	SOURCE_INSDEL	0.8947	2	0	default/MakeString	??0FormatString@@IAA@XZ
70-90	87.485	87.788	264	15	SOURCE_INSDEL	0.9697	0	3	default/GemManager	?Hit@GemManager@@QAAXMHH@Z
70-90	87.480	87.598	508	19	SOURCE_INSDEL	0.9767	0	0	default/MemcardMgr_Xbox	?ThreadCall_SaveGame@MemcardMgr@@AAA?AW4MCResult@@XZ
70-90	87.447	89.362	188	19	SOURCE_INSDEL	0.94	0	0	default/MemMgr	?MemResizeElem@@YAPAXAAPAXAAHPAXHHPBDH3@Z
70-90	87.379	88.686	612	56	SOURCE_CALLCOUNT	0.9012	3	1	default/system/bandobj/BandHeadShaper	?Reskin@BandHeadShaper@@QAAXXZ
70-90	87.326	87.831	356	35	SOURCE_CALLCOUNT	0.8925	7	1	default/PatchDir	?FinishLoad@PatchSticker@@QAAXXZ
70-90	87.292	91.667	96	16	SOURCE_INSDEL	0.92	0	0	default/SpotlightDrawer_NG	?_M_erase@?$vector@VSpotMeshEntry@SpotlightDrawer@@V?$StlNodeAlloc@VSpotMeshEntry@SpotlightDrawer@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVSpotMeshEntry@SpotlightDrawer@@PAV34@0ABU__false_type@2@@Z
70-90	87.239	87.783	184	11	SOURCE_CALLCOUNT	0.9388	0	1	default/GemPlayer	?HandleCommonPhraseNote@GemPlayer@@QAAXHH@Z
70-90	87.215	88.210	744	51	CODEGEN_ORDERING	1.0	10	3	default/VocalTrack	?UpdateTambourineGems@VocalTrack@@QAAXXZ
70-90	87.182	87.182	88	6	SOURCE_CALLCOUNT	0.7308	0	0	default/system/obj/Dir	??$remove_copy_if@PAVFilePath@@PAV1@P6A_NABV1@@Z@stlpmtx_std@@YAPAVFilePath@@PAV1@00P6A_NABV1@@Z@Z
70-90	87.156	87.706	1308	82	SOURCE_CALLCOUNT	0.9174	3	1	default/GemPlayer	?Poll@GemPlayer@@UAAXMABVSongPos@@@Z
70-90	87.153	87.500	288	14	SOURCE_INSDEL	0.9861	0	0	default/system/beatmatch/BeatMaster	?Poll@BeatMaster@@UAAXM@Z
70-90	87.143	87.429	140	8	SOURCE_INSDEL	0.9444	0	0	default/PlayerDiffIcon	?PreLoad@PlayerDiffIcon@@UAAXAAVBinStream@@@Z
70-90	87.097	87.742	124	8	SOURCE_INSDEL	0.9375	0	0	default/CheckboxDisplay	?PreLoad@CheckboxDisplay@@UAAXAAVBinStream@@@Z
70-90	87.043	88.435	920	80	SOURCE_CALLCOUNT	0.9043	0	0	default/BandWardrobe	?OnSelectExtras@BandWardrobe@@QAA?AVDataNode@@PAVDataArray@@@Z
70-90	87.031	87.500	128	7	SOURCE_INSDEL	0.9394	0	0	default/PatchDir	?Load@PatchDir@@UAAXAAVBinStream@@@Z
70-90	87.025	87.400	160	12	SOURCE_INSDEL	0.975	0	3	default/FocusTracker	?TranslateRelativeTargets@AccuracyFocusTracker@@UAAXXZ
70-90	86.889	87.167	144	9	SOURCE_INSDEL	0.9	0	1	default/MoviePanel	?ShowHint@MoviePanel@@IAAXXZ
70-90	86.864	87.301	412	30	SOURCE_CALLCOUNT	0.9027	4	4	default/Part	?UpdateRelativeXfm@RndParticleSys@@IAAXXZ
70-90	86.861	87.139	288	20	SOURCE_CALLCOUNT	0.8537	3	1	default/MetaPanel	??0AppLabel@@QAA@XZ
70-90	86.852	86.852	244	10	SOURCE_CALLCOUNT	0.8689	1	0	default/Group	?Copy@RndGroup@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
70-90	86.852	88.426	216	19	SOURCE_INSDEL	0.8197	0	0	default/BeatMatcher	?InFill@BeatMatcher@@UAA_NH_N@Z
70-90	86.842	86.947	380	15	SOURCE_CALLCOUNT	0.9223	1	0	default/band3/game/Band	??1Band@@UAA@XZ
70-90	86.826	86.826	92	6	SOURCE_INSDEL	0.9583	0	1	default/Spotlight	??$?5UColorSet@@V?$StlNodeAlloc@UColorSet@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@UColorSet@@V?$StlNodeAlloc@UColorSet@@@stlpmtx_std@@@stlpmtx_std@@@Z
70-90	86.812	87.438	64	5	SOURCE_INSDEL	0.8889	0	0	default/Game	?NewNetMessage@RestartGameMsg@@SAPAVNetMessage@@XZ
70-90	86.761	87.727	352	26	SOURCE_CALLCOUNT	0.8817	0	0	default/GemPlayer	?ChangeDifficulty@GemPlayer@@UAAXW4Difficulty@@@Z
70-90	86.727	86.909	440	20	SOURCE_CALLCOUNT	0.8596	0	0	default/LabelNumberTicker	??0LabelNumberTicker@@IAA@XZ
70-90	86.675	86.976	664	31	SOURCE_INSDEL	0.9819	2	0	default/band3/meta_band/StoreMainPanel	?Poll@StoreMainPanel@@UAAXXZ
70-90	86.645	86.941	608	29	SOURCE_CALLCOUNT	0.8631	3	0	default/CrowdAudio	??0CrowdAudio@@QAA@XZ
70-90	86.577	88.127	284	34	SOURCE_INSDEL	0.8919	0	1	default/system/beatmatch/GameGemList	?SetGems@GameGemList@@QAAXHHHABV?$vector@VGameGem@@V?$StlNodeAlloc@VGameGem@@@stlpmtx_std@@@stlpmtx_std@@H@Z
70-90	86.511	87.242	712	42	SOURCE_INSDEL	0.9558	4	3	default/Env_NG	?SetPointLightRegisters@?A0x8e417309@@YA_NHAAVRndLight@@AA_N@Z
70-90	86.510	90.312	384	58	CODEGEN_ORDERING	1.0	0	0	default/DelayEffect	?Process@DelayEffect@@QAAXPAMHH@Z
70-90	86.500	88.091	88	8	CODEGEN_ORDERING	1.0	1	1	default/MasterAudio	?SetButtonMashingMode@MasterAudio@@QAAXH_N@Z
70-90	86.441	86.441	236	8	SOURCE_INSDEL	0.8644	0	0	default/CameraManager	??1CameraManager@@UAA@XZ
70-90	86.364	86.364	88	3	SOURCE_INSDEL	0.8636	0	0	default/CharDriver	??_G?$ObjPtr@VCharBonesObject@@@@UAAPAXI@Z
70-90	86.338	88.169	284	28	SOURCE_INSDEL	0.8933	0	0	default/MemMgr	?MemTruncate@@YAPAXPAXHPBDH1@Z
70-90	86.303	89.034	476	60	SOURCE_CALLCOUNT	0.9015	1	1	default/BandCharacter	?SetDircuts@BandCharacter@@QAAXXZ
70-90	86.296	88.091	3388	373	SOURCE_CALLCOUNT	0.9459	4	1	default/VocalPlayer	?Poll@VocalPlayer@@UAAXMABVSongPos@@@Z
70-90	86.227	86.227	88	6	SOURCE_INSDEL	0.88	3	0	default/AsyncFile	??0AsyncFile@@QAA@PBDH@Z
70-90	86.226	89.613	124	22	SOURCE_CALLCOUNT	0.8286	0	1	default/system/rndobj/Utl	??$_M_find@UEdge@RndAmbientOcclusion@@@?$_Rb_tree@UEdge@RndAmbientOcclusion@@U?$less@UEdge@RndAmbientOcclusion@@@stlpmtx_std@@U12@U?$_Identity@UEdge@RndAmbientOcclusion@@@4@U?$_SetTraitsT@UEdge@RndAmbientOcclusion@@@priv@4@V?$StlNodeAlloc@UEdge@RndAmbientOcclusion@@@4@@stlpmtx_std@@ABAPAU_Rb_tree_node_base@1@ABUEdge@RndAmbientOcclusion@@@Z
70-90	86.167	88.875	96	13	SOURCE_INSDEL	0.8462	1	0	default/SongLayout	??$__uninitialized_copy@PAUMoveReplacer@@PAU1@@stlpmtx_std@@YAPAUMoveReplacer@@PAU1@00ABU__false_type@0@@Z
70-90	86.167	88.875	96	13	SOURCE_INSDEL	0.8462	1	0	default/BandIKEffector	??$__uninitialized_copy@PBVConstraint@BandIKEffector@@PAV12@@stlpmtx_std@@YAPAVConstraint@BandIKEffector@@PBV12@0PAV12@ABU__false_type@0@@Z
70-90	86.125	88.833	96	13	SOURCE_INSDEL	0.8462	1	0	default/CameraShot	??$__uninitialized_copy@PAVCamShotFrame@@PAV1@@stlpmtx_std@@YAPAVCamShotFrame@@PAV1@00ABU__false_type@0@@Z
70-90	86.118	86.387	372	17	SOURCE_INSDEL	0.8925	0	0	default/FileMerger	?FailedLoading@FileMerger@@MAAXPAVLoader@@@Z
70-90	86.062	86.138	260	10	SOURCE_CALLCOUNT	0.9275	1	0	default/CheatProvider	?Poll@Synth@@UAAXXZ
70-90	86.030	86.079	404	16	SOURCE_INSDEL	0.9439	0	0	default/CharClip	?Save@CharClip@@UAAXAAVBinStream@@@Z
70-90	86.000	88.917	96	13	SOURCE_INSDEL	0.8462	0	0	default/SongLayout	??$__uninitialized_fill_n@PAUMoveReplacer@@IU1@@stlpmtx_std@@YAPAUMoveReplacer@@PAU1@IABU1@ABU__false_type@0@@Z
70-90	86.000	88.917	96	13	SOURCE_INSDEL	0.8462	0	0	default/MeshDeform	??$__uninitialized_fill_n@PAUBoneDesc@RndMeshDeform@@IU12@@stlpmtx_std@@YAPAUBoneDesc@RndMeshDeform@@PAU12@IABU12@ABU__false_type@0@@Z
70-90	85.986	86.565	588	40	CODEGEN_ORDERING	1.0	15	0	default/system/synth_xbox/Synth	?SetupHeadsetSubmixes@Synth360@@AAAXXZ
70-90	85.965	85.965	228	8	CODEGEN_ORDERING	1.0	0	0	default/ChordbookPanel	?ExitChordbook@ChordbookPanel@@QAAXXZ
70-90	85.958	88.875	96	13	SOURCE_INSDEL	0.8462	0	0	default/LightPreset	??$__uninitialized_fill_n@PAVCamShotFrame@@IV1@@stlpmtx_std@@YAPAVCamShotFrame@@PAV1@IABV1@ABU__false_type@0@@Z
70-90	85.865	86.154	208	10	SOURCE_CALLCOUNT	0.9245	0	0	default/TourProgress	?SaveFixed@TourProgress@@UBAXAAVFixedSizeSaveableStream@@@Z
