obj	obj_conf	unit_suggest	unit_src	cls	label_votes	label_conf	n_fns	n_template	n_arbitrary	n_objres	span_lo	span_hi	span_bytes	owned_bytes	overlap_pinned	overlap_sibling	flags
d3dx9:ctokenize.obj	1.000	xdk/d3dx9/ctokenize.cpp	DC3	CTokenize	4	1.000	4	0	0	4	0x8288E4B8	0x8288E9D4	1308	1304	0	0	-
d3dx9:ccodec.obj	1.000	xdk/d3dx9/ccodec.cpp	DC3	CCodec	2	0.500	4	0	0	4	0x8287C440	0x8287C93C	1276	1276	0	0	-
d3d9i:state.obj	1.000	xdk/d3d9i/state.cpp	DC3	D3D	2	0.500	4	0	0	4	0x828528B0	0x82852DA0	1264	1260	0	0	-
xaudio2:x2xmahal.obj	1.000	xdk/xaudio2/x2xmahal.cpp	DC3	-	0	0.000	3	0	0	3	0x82BCF9C8	0x82BCFEB0	1256	1252	0	0	-
xgraphics:irinst.obj	1.000	xdk/xgraphics/ucode/compiler/ir/irinst.cpp	MAIN	IRLoopIndex,IRAllocPos,IRAllocMem	1	0.083	12	0	0	12	0x82A5AD48	0x82A5B220	1240	1228	0	0	-
xgraphics:optimize.obj	1.000	xdk/xgraphics/optimize.cpp	MAIN	Instruction,Dependency,D3DXShader	8	0.571	14	0	0	14	0x829B2EC8	0x829B338C	1220	1192	0	0	-
xapilibi:memfunctions.obj	1.000	xdk/xapilibi/memfunctions.cpp	DC3	-	0	0.000	3	0	0	3	0x828408C8	0x82840D6C	1188	1180	0	0	-
xonline:endian.obj	1.000	xdk/xonline/endian.cpp	DC3	CBaseEndianBuffer	13	1.000	13	0	0	13	0x82A6C6A0	0x82A6CB54	1204	1180	0	0	-
xgraphics:main.obj	1.000	xdk/xgraphics/main.cpp	DC3	Compiler,D3DXShader	6	0.600	10	0	0	10	0x829448D0	0x82944D6C	1180	1160	0	0	-
d3dx9:cconstanttable.obj	1.000	xdk/d3dx9/cconstanttable.cpp	DC3	CConstant,D3DXShader,CConstantTable	3	0.500	6	0	0	6	0x828AAB10	0x828AAFA0	1168	1156	0	0	-
d3d9i:shader.obj	1.000	xdk/d3d9i/shader.cpp	DC3	-	0	0.000	3	0	0	3	0x8285D440	0x8285D8D4	1172	1140	0	0	-
xmic:xmicapi.obj	1.000	xdk/xmic/xmicapi.cpp	DC3	-	0	0.000	8	0	0	8	0x82C26678	0x82C26B28	1200	1140	0	0	-
xaudio2:xapobase.obj	1.000	xdk/xaudio2/xapobase.cpp	DC3	CXAPOParametersBase,CXAPOBase,XAPOBaseWaveHlpNameSpace	5	0.556	9	0	0	9	0x82BBF540	0x82BBF9B4	1140	1120	0	0	-
xaudio2:oapclip.obj	1.000	xdk/xaudio2/oapclip.cpp	DC3	OAPIPELINE	3	1.000	3	0	0	3	0x82BD8868	0x82BD8C98	1072	1064	0	0	-
xgraphics:header.obj	1.000	xdk/xgraphics/header.cpp	DC3	XGRAPHICS	1	0.200	5	0	0	5	0x829339D8	0x82933E04	1068	1060	0	0	-
xgraphics:asm.obj	1.000	xdk/xgraphics/ucode/compiler/asm/asm.cpp	MAIN	Assembler,CFG,IRExport	3	0.600	5	0	0	5	0x82A41040	0x82A41470	1072	1060	0	0	-
xhv2:codec.obj	1.000	xdk/xhv2/codec.cpp	DC3	-	0	0.000	5	0	0	5	0x82C176B0	0x82C17ABC	1036	1032	0	0	-
d3dx9:cnode.obj	1.000	xdk/d3dx9/cnode.cpp	DC3	CNode,CNodeList,CNodeTree	4	0.444	9	0	0	9	0x828B1F20	0x828B235C	1084	1028	0	0	-
xgraphics:constreg.obj	1.000	xdk/xgraphics/constreg.cpp	DC3	-	0	0.000	9	9	0	9	0x829823A8	0x829827B8	1040	1024	0	0	-
xgraphics:irinst.obj	1.000	xdk/xgraphics/ucode/compiler/ir/irinst.cpp	MAIN	IRInst	3	0.273	11	0	0	11	0x82A59B38	0x82A59F94	1116	996	0	0	-
xhv2:packets.obj	1.000	xdk/xhv2/packets.cpp	DC3	-	0	0.000	7	0	0	7	0x82C17AC0	0x82C17E94	980	968	0	0	-
d3dx9:c30swprogram.obj	1.000	xdk/d3dx9/c30swprogram.cpp	DC3	C30SWProgram	6	1.000	6	0	0	6	0x828C2240	0x828C2610	976	960	0	0	-
xaudio2:system.obj	1.000	xdk/xaudio2/system.cpp	DC3	CLeapSystem,CThreadBase	6	0.857	7	0	0	7	0x82BE2A68	0x82BE2EA8	1088	956	0	0	-
xaudio2:graphmgr.obj	1.000	xdk/xaudio2/graphmgr.cpp	DC3	CGraphManager	2	0.667	3	0	0	3	0x82BF3C60	0x82BF4020	960	952	0	0	-
xgraphics:compilerinc.obj	1.000	xdk/xgraphics/compilerinc.cpp	DC3	Compiler,Arena	7	0.778	9	0	0	9	0x82A1D080	0x82A1D440	960	948	0	0	-
xonline:xoncore.obj	1.000	xdk/xonline/xoncore.cpp	DC3	-	0	0.000	6	0	0	6	0x82A6AB80	0x82A6AF7C	1020	948	0	0	-
d3d9i:shader.obj	1.000	xdk/d3d9i/shader.cpp	DC3	D3D	1	0.333	3	2	0	3	0x8285E870	0x8285EC2C	956	940	0	0	-
xmic:decasac.obj	1.000	xdk/xmic/decasac.cpp	DC3	-	0	0.000	4	0	0	4	0x82C28488	0x82C28838	944	940	0	0	-
d3dx9:ccodec.obj	1.000	xdk/d3dx9/ccodec.cpp	DC3	CCodec_R16F,CCodec_G16R16F,CCodec_A16B16G16R16F	1	0.200	5	0	0	5	0x82885158	0x828854FC	932	928	0	0	-
d3dx9:cconstanttable.obj	1.000	xdk/d3dx9/cconstanttable.cpp	DC3	CConstantTable	5	0.625	8	2	0	8	0x828AAFB8	0x828AB364	940	928	0	0	-
xinput2:tables.obj	1.000	xdk/xinput2/tables.cpp	DC3	-	0	0.000	4	0	0	4	0x8284FC00	0x8284FFC4	964	920	0	0	-
d3dx9:ccommentblock.obj	1.000	xdk/d3dx9/ccommentblock.cpp	DC3	CCommentBlock	5	0.714	7	0	0	7	0x828B6D80	0x828B7120	928	908	0	0	-
xaudio2:x2effectchain.obj	1.000	xdk/xaudio2/x2effectchain.cpp	DC3	CX2EffectChain	8	0.800	10	0	0	10	0x82BE4518	0x82BE48B0	920	908	0	0	-
xgraphics:import.obj	1.000	xdk/xgraphics/import.cpp	DC3	Compiler,Instruction,D3DXShader	10	0.714	14	0	0	14	0x829E19D8	0x829E1D7C	932	904	0	0	-
LIBCMT:tidtable.obj	1.000	xdk/LIBCMT/tidtable.cpp	DC3	-	0	0.000	8	0	0	8	0x82830820	0x82830BC0	928	900	0	0	-
xgraphics:import.obj	1.000	xdk/xgraphics/import.cpp	DC3	Compiler	6	1.000	6	0	0	6	0x829E1E28	0x829E21B4	908	892	0	0	-
xgraphics:statepreprocessor.obj	1.000	xdk/xgraphics/ucode/ssm/statecache/statepreprocessor.cpp	MAIN	XGRAPHICS	5	1.000	5	0	0	5	0x82A0A988	0x82A0AD00	888	884	0	0	-
d3dx9:ccodec.obj	1.000	xdk/d3dx9/ccodec.cpp	DC3	CCodec_X1R5G5B5,CCodec_A1R5G5B5,CCodec_A4R4G4B4	1	0.333	3	0	0	3	0x828838F8	0x82883C64	876	876	0	0	-
xgraphics:emit.obj	1.000	xdk/xgraphics/emit.cpp	DC3	Instruction,Dependency,Compiler	5	0.500	10	0	0	10	0x8295A300	0x8295A680	896	876	0	0	-
xgraphics:ccodec.obj	1.000	xdk/xgraphics/ccodec.cpp	DC3	CCodec_X1R5G5B5,CCodec_A1R5G5B5,CCodec_A4R4G4B4	1	0.333	3	0	0	3	0x82A06968	0x82A06CD4	876	876	0	0	-
d3dx9:cnode.obj	1.000	xdk/d3dx9/cnode.cpp	DC3	CNodeRegister,CNodeState	2	0.500	4	0	0	4	0x828B5668	0x828B59D4	876	868	0	0	-
xaudio2:swfilter.obj	1.000	xdk/xaudio2/swfilter.cpp	DC3	CSWFilter	2	0.500	4	0	0	4	0x82C081F8	0x82C0855C	868	860	0	0	-
xaudio2:voiceskin.obj	1.000	xdk/xaudio2/voiceskin.cpp	DC3	CVoiceSkin	4	1.000	4	0	0	4	0x82BF5718	0x82BF5A74	860	856	0	0	-
xgraphics:localreg.obj	1.000	xdk/xgraphics/localreg.cpp	DC3	Compiler,Instruction	1	0.200	5	3	0	5	0x8296C9B0	0x8296CD04	852	844	0	0	-
d3dx9:d3dx9shader.obj	1.000	xdk/d3dx9/d3dx9shader.cpp	DC3	-	0	0.000	5	0	0	5	0x82877780	0x82877ACC	844	836	0	0	-
d3dx9:ctokenize.obj	1.000	xdk/d3dx9/ctokenize.cpp	DC3	CTErrors	3	0.750	4	0	0	4	0x8288D798	0x8288DAE0	840	832	0	0	-
xaudio2:x2voicexma.obj	1.000	xdk/xaudio2/x2voicexma.cpp	DC3	CX2SourceVoiceXMA	3	0.750	4	1	0	4	0x82BD22E0	0x82BD261C	828	820	0	0	-
d3dx9:cpreprocessor.obj	1.000	xdk/d3dx9/cpreprocessor.cpp	DC3	CPreProcessor	5	0.833	6	0	0	6	0x82888E20	0x82889158	824	816	0	0	-
xgraphics:irinst.obj	1.000	xdk/xgraphics/ucode/compiler/ir/irinst.cpp	MAIN	-	0	0.000	9	0	0	9	0x82A59FF8	0x82A5A38C	916	804	0	0	-
xonline:marshsup.obj	1.000	xdk/xonline/marshsup.cpp	DC3	CConformanceList	5	1.000	5	0	0	5	0x82A6CB58	0x82A6CE88	816	804	0	0	-
xgraphics:convert.obj	1.000	xdk/xgraphics/convert.cpp	DC3	D3D	1	0.167	6	0	0	6	0x82935BA8	0x82935EDC	820	800	0	0	-
xaudio2:reverb.obj	1.000	xdk/xaudio2/reverb.cpp	DC3	CAudioReverb	3	1.000	3	0	0	3	0x82BC71F0	0x82BC7518	808	792	0	0	-
xaudio2:waveutils.obj	1.000	xdk/xaudio2/waveutils.cpp	DC3	XAudio2WaveHelp,XAPOBaseWaveHlpNameSpace	3	0.750	4	0	0	4	0x82BD3A08	0x82BD3D28	800	792	0	0	-
xgraphics:ssmdebug.obj	1.000	xdk/xgraphics/ssmdebug.cpp	DC3	XGRAPHICS	1	0.250	4	0	0	4	0x8294EFF0	0x8294F308	792	784	0	0	-
xgraphics:schedmodel.obj	1.000	xdk/xgraphics/ucode/compiler/opt/schedmodel.cpp	MAIN	XGRAPHICS,R400SchedModel	5	0.714	7	0	0	7	0x82A696D0	0x82A699E8	792	776	0	0	-
xgraphics:import.obj	1.000	xdk/xgraphics/import.cpp	DC3	Compiler	4	1.000	4	0	0	4	0x829E59F0	0x829E5CEC	764	756	0	0	-
xgraphics:block.obj	1.000	xdk/xgraphics/ucode/compiler/ir/block.cpp	MAIN	Block	1	0.250	4	0	0	4	0x82A5CA68	0x82A5CD74	780	756	0	0	-
LIBCMT:strtol.obj	1.000	xdk/LIBCMT/strtol.cpp	DC3	-	0	0.000	3	0	0	3	0x8282E9F8	0x8282ECE0	744	744	0	0	-
xaudio2:x2engine.obj	1.000	xdk/xaudio2/x2engine.cpp	DC3	CX2Engine	5	1.000	5	0	0	5	0x82BC17E8	0x82BC1AC8	736	728	0	0	-
d3dx9:cfxlprogram.obj	1.000	xdk/d3dx9/cfxlprogram.cpp	DC3	CFXLProgram	4	0.800	5	0	0	5	0x8292B5A0	0x8292B880	736	724	0	0	-
xaudio2:x2voicesource.obj	1.000	xdk/xaudio2/x2voicesource.cpp	DC3	CX2SourceVoice	5	1.000	5	0	0	5	0x82BCD820	0x82BCDAEC	716	716	0	0	-
xapilibi:xcontentcrosstitle.obj	1.000	xdk/xapilibi/xcontentcrosstitle.cpp	DC3	-	0	0.000	4	0	0	4	0x8283EB88	0x8283EE58	720	712	0	0	-
xapilibi:xcontentcrosstitle.obj	1.000	xdk/xapilibi/xcontentcrosstitle.cpp	DC3	-	0	0.000	3	0	0	3	0x8283EF70	0x8283F238	712	704	0	0	-
xgraphics:irinst.obj	1.000	xdk/xgraphics/ucode/compiler/ir/irinst.cpp	MAIN	IRInst	7	1.000	7	0	0	7	0x82A58918	0x82A58BE0	712	700	0	0	-
LIBCMT:frame.obj	1.000	xdk/LIBCMT/frame.cpp	DC3	-	0	0.000	3	0	0	3	0x82830CD8	0x82830F94	700	684	0	0	-
xgraphics:shaderpdbbuilder.obj	1.000	xdk/xgraphics/shaderpdbbuilder.cpp	DC3	Stream	5	1.000	5	0	0	5	0x82938470	0x82938728	696	684	0	0	-
d3d9i:state.obj	1.000	xdk/d3d9i/state.cpp	DC3	-	0	0.000	3	0	0	3	0x82852580	0x82852828	680	680	0	0	-
d3dx9:threadlocaldata.obj	1.000	xdk/d3dx9/threadlocaldata.cpp	DC3	D3DXShader	3	1.000	3	0	0	3	0x828B5CC0	0x828B5F64	676	676	0	0	-
d3dx9:cbuffer.obj	1.000	xdk/d3dx9/cbuffer.cpp	DC3	CBuffer	4	0.667	6	0	0	6	0x82876998	0x82876C3C	676	668	0	0	-
d3dx9:c30swprogram.obj	1.000	xdk/d3dx9/c30swprogram.cpp	DC3	C30SWProgramCI,C30SWProgramML	4	0.800	5	0	0	5	0x828C5B90	0x828C5E34	676	664	0	0	-
xgraphics:import.obj	1.000	xdk/xgraphics/import.cpp	DC3	Compiler	4	1.000	4	0	0	4	0x829E5D88	0x829E602C	676	664	0	0	-
xgraphics:block.obj	1.000	xdk/xgraphics/ucode/compiler/ir/block.cpp	MAIN	Block	3	0.600	5	0	0	5	0x82A5C5C0	0x82A5C864	676	664	0	0	-
LIBCMT:_file.obj	1.000	xdk/LIBCMT/_file.cpp	DC3	-	0	0.000	7	0	0	7	0x8282F420	0x8282F6BC	668	656	0	0	-
xaudio2:x2voicexma.obj	1.000	xdk/xaudio2/x2voicexma.cpp	DC3	CX2SourceVoiceXMA	2	0.500	4	0	0	4	0x82BD1298	0x82BD1528	656	656	0	0	-
xgraphics:mem.obj	1.000	xdk/xgraphics/mem.cpp	DC3	XGRAPHICS	4	1.000	4	0	0	4	0x82A0C4C8	0x82A0C758	656	652	0	0	-
xaudio2:graphmgr.obj	1.000	xdk/xaudio2/graphmgr.cpp	DC3	CGraphManager	2	0.667	3	0	0	3	0x82BF4768	0x82BF49F4	652	652	0	0	-
xgraphics:globreg.obj	1.000	xdk/xgraphics/globreg.cpp	DC3	Block,Compiler,D3DXShader	2	0.333	6	0	0	6	0x829799D0	0x82979C48	632	620	0	0	-
LIBCMT:mlock.obj	1.000	xdk/LIBCMT/mlock.cpp	DC3	-	0	0.000	5	0	0	5	0x82838128	0x828383CC	676	612	0	0	-
xaudio2:x2mixmatrix.obj	1.000	xdk/xaudio2/x2mixmatrix.cpp	DC3	CMixMatrix	1	0.333	3	0	0	3	0x82BF7748	0x82BF799C	596	592	0	0	-
xhv2:engine.obj	1.000	xdk/xhv2/engine.cpp	DC3	-	0	0.000	3	0	0	3	0x82C18B98	0x82C18DEC	596	592	0	0	-
d3d9i:shader.obj	1.000	xdk/d3d9i/shader.cpp	DC3	Microcode	1	0.250	4	3	0	4	0x82860EF8	0x82861144	588	584	0	0	-
xaudio2:x2voicebase.obj	1.000	xdk/xaudio2/x2voicebase.cpp	DC3	CX2Voice,CMixMatrix	2	0.667	3	0	0	3	0x82BE5490	0x82BE56D0	576	576	0	0	-
xgraphics:ccodec.obj	1.000	xdk/xgraphics/ccodec.cpp	DC3	CCodec_R16F,CCodec_G16R16F,CCodec_A16B16G16R16F	1	0.333	3	0	0	3	0x82A081C8	0x82A08404	572	568	0	0	-
xaudio2:swoutput.obj	1.000	xdk/xaudio2/swoutput.cpp	DC3	CSWOutput	5	0.833	6	0	0	6	0x82C07C20	0x82C07E8C	620	568	0	0	-
LIBCMT:fflush.obj	1.000	xdk/LIBCMT/fflush.cpp	DC3	-	0	0.000	3	0	0	3	0x82834E48	0x82835084	572	560	0	0	-
xaudio2:x2voicebase.obj	1.000	xdk/xaudio2/x2voicebase.cpp	DC3	CMixMatrix,CX2Voice	2	0.500	4	0	0	4	0x82BE4B88	0x82BE4DB8	560	552	0	0	-
xaudio2:x2engine.obj	1.000	xdk/xaudio2/x2engine.cpp	DC3	CX2Engine,CMemoryManagedUnknown	2	0.667	3	0	0	3	0x82BC1BA8	0x82BC1E0C	612	544	0	0	-
xhv2:engine.obj	1.000	xdk/xhv2/engine.cpp	DC3	-	0	0.000	3	0	0	3	0x82C19D28	0x82C19F4C	548	544	0	0	-
xaudio2:x2engine.obj	1.000	xdk/xaudio2/x2engine.cpp	DC3	CX2Engine	2	0.500	4	2	0	4	0x82BC23C0	0x82BC25E4	548	540	0	0	-
LIBCMT:float.obj	1.000	xdk/LIBCMT/float.cpp	DC3	-	0	0.000	3	0	0	3	0x82838FC0	0x828391D8	536	532	0	0	-
xaudio2:configcommon.obj	1.000	xdk/xaudio2/configcommon.cpp	DC3	xWMA	3	1.000	3	0	0	3	0x82C068D0	0x82C06AE8	536	532	0	0	-
LIBCMT:crt0dat.obj	1.000	xdk/LIBCMT/crt0dat.cpp	DC3	-	0	0.000	6	0	0	6	0x8282EF78	0x8282F194	540	528	0	0	-
xgraphics:globalregs.obj	1.000	xdk/xgraphics/ucode/compiler/opt/globalregs.cpp	MAIN	CFG,SparseIntSet,bitset	4	0.571	7	0	0	7	0x82A4A1D8	0x82A4A3F0	536	520	0	0	-
xaudio2:x2engine.obj	1.000	xdk/xaudio2/x2engine.cpp	DC3	CCriticalSectionLock,CX2Engine,GCCriticalSectionLock	2	0.400	5	0	0	5	0x82BC11B8	0x82BC1408	592	516	0	0	-
xaudio2:clipper.obj	1.000	xdk/xaudio2/clipper.cpp	DC3	CAudioClip	2	0.667	3	0	0	3	0x82BC44C8	0x82BC46B8	496	492	0	0	-
d3dx9:cpreprocessor.obj	1.000	xdk/d3dx9/cpreprocessor.cpp	DC3	CPreProcessor	3	1.000	3	0	0	3	0x82889CD0	0x82889EB8	488	484	0	0	-
xhv2:remotetalker.obj	1.000	xdk/xhv2/remotetalker.cpp	DC3	-	0	0.000	3	0	0	3	0x82C1B900	0x82C1BAE4	484	484	0	0	-
xapilibi:xthread.obj	1.000	xdk/xapilibi/xthread.cpp	DC3	-	0	0.000	4	0	0	4	0x8283C4C8	0x8283C6AC	484	480	0	0	-
xhv2:xhv.obj	1.000	xdk/xhv2/xhv.cpp	DC3	-	0	0.000	4	0	0	4	0x82C16358	0x82C16534	476	476	0	0	-
xgraphics:dxtn.obj	1.000	xdk/xgraphics/dxtn.cpp	DC3	XG_D3DXTex	4	1.000	4	0	0	4	0x82A328A8	0x82A32A98	496	464	0	0	-
d3d9i:shader.obj	1.000	xdk/d3d9i/shader.cpp	DC3	CMicrocodeBuilder	3	1.000	3	0	0	3	0x82861BB8	0x82861D84	460	460	0	0	-
LIBCMT:asincos.obj	1.000	xdk/LIBCMT/asincos.cpp	DC3	-	0	0.000	3	0	0	3	0x8282BA18	0x8282BBE0	456	456	0	0	-
LIBCMT:util.obj	1.000	xdk/LIBCMT/util.cpp	DC3	-	0	0.000	5	0	0	5	0x82831FD8	0x828321A0	456	448	0	0	-
xaudio2:buffer.obj	1.000	xdk/xaudio2/buffer.cpp	DC3	CBuffer	3	1.000	3	0	0	3	0x82C07A58	0x82C07C20	456	448	0	0	-
xgraphics:xenoncompress.obj	1.000	xdk/xgraphics/xenoncompress.cpp	DC3	-	0	0.000	3	0	0	3	0x82945D78	0x82945F38	448	444	0	0	-
LIBCMT:threadex.obj	1.000	xdk/LIBCMT/threadex.cpp	DC3	-	0	0.000	3	0	0	3	0x8282D9D0	0x8282DBB8	488	436	0	0	-
xaudio2:x2voicewma.obj	1.000	xdk/xaudio2/x2voicewma.cpp	DC3	CX2SourceVoiceWMA	3	1.000	3	0	0	3	0x82BD0A28	0x82BD0BDC	436	432	0	0	-
xgraphics:ccodec.obj	1.000	xdk/xgraphics/ccodec.cpp	DC3	CCodec_G16R16F,CCodec_R16F,CCodec_A16B16G16R16F	1	0.333	3	0	0	3	0x82A06300	0x82A0649C	412	412	0	0	-
LIBCMT:ieeemisc.obj	1.000	xdk/LIBCMT/ieeemisc.cpp	DC3	-	0	0.000	5	0	0	5	0x82832E48	0x82832FEC	420	408	0	0	-
d3dx9:cnodeasm.obj	1.000	xdk/d3dx9/cnodeasm.cpp	DC3	CNodeAsmRegister	1	0.333	3	0	0	3	0x828B6BE8	0x828B6D7C	404	404	0	0	-
xgraphics:dlist.obj	1.000	xdk/xgraphics/dlist.cpp	DC3	DList,DListNode	5	0.500	10	0	0	10	0x82A563C0	0x82A56564	420	400	0	0	-
xgraphics:opt.obj	1.000	xdk/xgraphics/ucode/compiler/opt/opt.cpp	MAIN	XGRAPHICS,IRInst	3	0.750	4	0	0	4	0x82A524F8	0x82A526AC	436	396	0	0	-
d3dx9:cfile.obj	1.000	xdk/d3dx9/cfile.cpp	DC3	CFile	2	0.500	4	0	0	4	0x82877C20	0x82877DAC	396	392	0	0	-
xgraphics:shaderpdbbuilder.obj	1.000	xdk/xgraphics/shaderpdbbuilder.cpp	DC3	ShaderPDBBuilder	2	0.200	10	0	0	10	0x8293E090	0x8293E234	420	380	0	0	-
d3dx9:cpreprocessor.obj	1.000	xdk/d3dx9/cpreprocessor.cpp	DC3	-	0	0.000	3	0	0	3	0x82889238	0x828893AC	372	372	0	0	-
xgraphics:vregtable.obj	1.000	xdk/xgraphics/ucode/compiler/ir/vregtable.cpp	MAIN	VRegTable	5	1.000	5	0	0	5	0x82A47A98	0x82A47C18	384	372	0	0	-
xgraphics:vreginfo.obj	1.000	xdk/xgraphics/vreginfo.cpp	DC3	-	0	0.000	3	0	0	3	0x82A585C0	0x82A5873C	380	372	0	0	-
xgraphics:ssa.obj	1.000	xdk/xgraphics/ucode/compiler/ir/ssa.cpp	MAIN	XGRAPHICS,IRInst	2	0.500	4	0	0	4	0x82A4B238	0x82A4B3B0	376	368	0	0	-
xaudio2:x2voicebase.obj	1.000	xdk/xaudio2/x2voicebase.cpp	DC3	CX2Voice,CVoiceSend	1	0.333	3	0	0	3	0x82BE5C28	0x82BE5D9C	372	368	0	0	-
xmic:ciiasac60.obj	1.000	xdk/xmic/ciiasac60.cpp	DC3	-	0	0.000	3	0	0	3	0x82C28320	0x82C28488	360	356	0	0	-
LIBCMT:onexit.obj	1.000	xdk/LIBCMT/onexit.cpp	DC3	-	0	0.000	3	0	0	3	0x8282A2B0	0x8282A440	400	352	0	0	-
xgraphics:irinst.obj	1.000	xdk/xgraphics/ucode/compiler/ir/irinst.cpp	MAIN	IRKill2,IRCmp1S,IRCmp1D	1	0.250	4	0	0	4	0x82A5AB48	0x82A5ACA8	352	348	0	0	-
d3dx9:calloc.obj	1.000	xdk/d3dx9/calloc.cpp	DC3	CAlloc	1	0.333	3	0	0	3	0x828B1C98	0x828B1DF4	348	340	0	0	-
xgraphics:vregtable.obj	1.000	xdk/xgraphics/ucode/compiler/ir/vregtable.cpp	MAIN	XGRAPHICS	2	0.667	3	0	0	3	0x82A47900	0x82A47A54	340	340	0	0	-
xaudio2:x2voicesource.obj	1.000	xdk/xaudio2/x2voicesource.cpp	DC3	XAUDIO2,CMixMatrix	1	0.333	3	1	0	3	0x82BCD158	0x82BCD2AC	340	340	0	0	-
LIBCMT:dosmap.obj	1.000	xdk/LIBCMT/dosmap.cpp	DC3	-	0	0.000	4	0	0	4	0x8282E380	0x8282E4D0	336	336	0	0	-
LIBCMT:fpctrl.obj	0.750	xdk/LIBCMT/fpctrl.cpp	DC3	-	0	0.000	4	0	0	3	0x82832FF0	0x82833138	328	324	0	0	ADJ,AMB_OBJ
d3dx9:d3dxmath.obj	1.000	xdk/d3dx9/d3dxmath.cpp	DC3	-	0	0.000	4	0	0	4	0x82887A78	0x82887BD4	348	312	0	0	-
xgraphics:import.obj	1.000	xdk/xgraphics/import.cpp	DC3	-	0	0.000	3	3	0	3	0x829E7A48	0x829E7B84	316	312	0	0	-
xaudio2:src_fast.obj	1.000	xdk/xaudio2/src_fast.cpp	DC3	CAudioSRC,OAPIPELINE	2	0.667	3	0	0	3	0x82BC3D10	0x82BC3E80	368	312	0	0	-
xgraphics:ilprogram.obj	1.000	xdk/xgraphics/ilprogram.cpp	DC3	ILProgram	2	0.667	3	0	0	3	0x82A3F7C0	0x82A3F8F4	308	304	0	0	-
-	0.000	-	-	-	0	0.000	19	0	0	0	0x82C4CD0C	0x82C4CE3C	304	304	0	0	NO_OBJ
xgraphics:arena.obj	1.000	xdk/xgraphics/arena.cpp	DC3	Arena	3	1.000	3	0	0	3	0x82A3F690	0x82A3F7BC	300	300	0	0	-
xaudio2:waveutils.obj	1.000	xdk/xaudio2/waveutils.cpp	DC3	XAudio2WaveHelp	3	1.000	3	0	0	3	0x82BD36F0	0x82BD3820	304	300	0	0	-
xaudio2:system.obj	1.000	xdk/xaudio2/system.cpp	DC3	CLeapSystem	5	1.000	5	0	0	5	0x82BE28C8	0x82BE2A00	312	300	0	0	-
d3dx9:cconstanttable.obj	1.000	xdk/d3dx9/cconstanttable.cpp	DC3	CConstantTable	3	1.000	3	0	0	3	0x828AE4F0	0x828AE61C	300	296	0	0	-
xaudio2:adpcm.obj	1.000	xdk/xaudio2/adpcm.cpp	DC3	-	0	0.000	3	0	0	3	0x82BC6F60	0x82BC70A4	324	296	0	0	-
d3dx9:cargument.obj	1.000	xdk/d3dx9/cargument.cpp	DC3	CArgument	2	0.500	4	0	0	4	0x828E5948	0x828E5A68	288	288	0	0	-
LIBCMT:ehstate.obj	1.000	xdk/LIBCMT/ehstate.cpp	DC3	-	0	0.000	3	0	0	3	0x82830BC0	0x82830CD8	280	276	0	0	-
xgraphics:ilformatdecode.obj	1.000	xdk/xgraphics/ucode/compiler/il/ilformatdecode.cpp	MAIN	ILFormatDecode	3	1.000	3	0	0	3	0x82A69A58	0x82A69B70	280	276	0	0	-
xnet:sockapi.obj	1.000	xdk/xnet/sockapi.cpp	DC3	-	0	0.000	5	0	0	5	0x8284D980	0x8284DAE4	356	252	0	0	-
LIBCMT:invarg.obj	1.000	xdk/LIBCMT/invarg.cpp	DC3	-	0	0.000	3	0	0	3	0x828321E0	0x828322E0	256	248	0	0	-
LIBCMT:unwind.obj	1.000	xdk/LIBCMT/unwind.cpp	DC3	-	0	0.000	3	0	0	3	0x82838AF0	0x82838BE8	248	240	0	0	-
xaudio2:xwmamalloc.obj	1.000	xdk/xaudio2/xwmamalloc.cpp	DC3	xWMA	4	1.000	4	0	0	4	0x82BF79A0	0x82BF7A98	248	240	0	0	-
xgraphics:convert.obj	1.000	xdk/xgraphics/convert.cpp	DC3	-	0	0.000	3	0	0	3	0x82936660	0x82936740	224	224	0	0	-
d3dx9:cnode.obj	1.000	xdk/d3dx9/cnode.cpp	DC3	CNode	2	0.500	4	0	0	4	0x828B1DF8	0x828B1ED8	224	220	0	0	-
xhv2:procmode.obj	1.000	xdk/xhv2/procmode.cpp	DC3	-	0	0.000	3	0	0	3	0x82C16EF8	0x82C16FD4	220	220	0	0	-
xmcore:winhelper.obj	1.000	xdk/xmcore/winhelper.cpp	DC3	-	0	0.000	4	0	0	4	0x82C11568	0x82C1162C	196	188	0	0	-
LIBCMT:crt0msg.obj	1.000	xdk/LIBCMT/crt0msg.cpp	DC3	-	0	0.000	3	0	0	3	0x82831E48	0x82831F04	188	180	0	0	-
LIBCMT:hooks.obj	1.000	xdk/LIBCMT/hooks.cpp	DC3	-	0	0.000	3	0	0	3	0x82831D10	0x82831DD4	196	164	0	0	-
xaudio2:msaudio.obj	1.000	xdk/xaudio2/msaudio.cpp	DC3	xWMA	3	1.000	3	0	0	3	0x82BF9518	0x82BF95CC	180	164	0	0	-
LIBCMT:crtfpr.obj	1.000	xdk/LIBCMT/crtfpr.cpp	DC3	-	0	0.000	28	0	0	28	0x8282A7A0	0x8282A838	152	152	0	0	-
