# sympair queue -- rows realizable by relocation-NAME correction alone.
# Generated by tools/sympair_queue.py (lane W7-SYMPAIR, from W2-ENGINE's charged.py/sweep.py).
# ⚠ A pair here is EITHER a wrong map name (fixable, pays) OR an ICF fold
#   (irreducible). The metric CANNOT separate them -- adjudicate on retail
#   bytes with tools/retail_callers.py using tgt_addr below.
# size_if_it_crosses = bytes this row adds to matched_code IF every pair is fixed.
# pair_class: FOLD_FANIN=irreducible ICF survivor · RECIPROCAL=transposed
#   map bijection (a fold cannot transpose across two addresses) ·
#   OURS_UNMAPPED=our callee has no retail address (identification backlog).
# map_arbitrary: target addr is in the map's own _bijection_arbitrary/_icf_arbitrary list.
size	fuzzy	mpn	class	pair_class	map_arbitrary	unit	categories	symbol	n_pairs	sites	tgt_addr	target_symbol	our_symbol
156	99.61539	100.000	SYMPAIR_ONLY_3	OURS_UNMAPPED	no	default/BandCamShot	engine	??$_M_splice_insert_dispatch@PAPAVRndDrawable@@@?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@1@PAPAVRndDrawable@@1ABU__false_type@1@@Z	3	1	0x822b6678	??$?0U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UBitmapOverride@WorldDir@@@1@@Z	??$?0PAPAVRndDrawable@@@?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PAPAVRndDrawable@@0ABV?$StlNodeAlloc@PAVRndDrawable@@@1@@Z
156	99.61539	100.000	SYMPAIR_ONLY_3	OURS_UNMAPPED	no	default/BandCamShot	engine	??$_M_splice_insert_dispatch@PAPAVRndDrawable@@@?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndDrawable@@U?$_Nonconst_traits@PAVRndDrawable@@@stlpmtx_std@@@1@PAPAVRndDrawable@@1ABU__false_type@1@@Z	3	1	0x822b5590	?clear@?$_List_base@UTarget@HamCamShot@@V?$StlNodeAlloc@UTarget@HamCamShot@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ	?clear@?$_List_base@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ
156	99.74359	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/HamCamTransform	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@?$list@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@1@U?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	2	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@VSymbol@@@2@XZ
156	99.74359	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/HamCamTransform	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@?$list@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@VSymbol@@U?$_Nonconst_traits@VSymbol@@@stlpmtx_std@@@1@U?$_List_iterator@VSymbol@@U?$_Const_traits@VSymbol@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	2	1	0x822a60a8	?clear@?$_List_base@VOldMatOption@@V?$StlNodeAlloc@VOldMatOption@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ	?clear@?$_List_base@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ
156	99.74359	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/Anim	engine	??$_M_splice_insert_dispatch@PBQAVRndPollable@@@?$list@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndPollable@@U?$_Nonconst_traits@PAVRndPollable@@@stlpmtx_std@@@1@PBQAVRndPollable@@1ABU__false_type@1@@Z	2	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@PAVRndPollable@@@2@XZ
156	99.74359	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/Anim	engine	??$_M_splice_insert_dispatch@PBQAVRndPollable@@@?$list@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndPollable@@U?$_Nonconst_traits@PAVRndPollable@@@stlpmtx_std@@@1@PBQAVRndPollable@@1ABU__false_type@1@@Z	2	1	0x82404d58	??$?0PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PBQAVRndAnimatable@@0ABV?$StlNodeAlloc@PAVRndAnimatable@@@1@@Z	??$?0PBQAVRndPollable@@@?$list@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PBQAVRndPollable@@0ABV?$StlNodeAlloc@PAVRndPollable@@@1@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/CharBonesMeshes	engine	?StuffMeshes@CharBonesMeshes@@QAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@@Z	1	1	0x823d14c0	?insert@?$list@PAVCharClip@@V?$StlNodeAlloc@PAVCharClip@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVCharClip@@U?$_Nonconst_traits@PAVCharClip@@@stlpmtx_std@@@2@U32@ABQAVCharClip@@@Z	?insert@?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVObject@Hmx@@U?$_Nonconst_traits@PAVObject@Hmx@@@stlpmtx_std@@@2@U32@ABQAVObject@Hmx@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/LightPresetManager	engine	??0LightPresetManager@@QAA@PAVWorldDir@@@Z	1	1	0x82278a20	??0?$hash_map@VSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@USymbolHash@PatchDir@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVPatchSticker@@V?$StlNodeAlloc@PAVPatchSticker@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ	??0?$hash_map@VSymbol@@V?$vector@PAVLightPreset@@V?$StlNodeAlloc@PAVLightPreset@@@stlpmtx_std@@@stlpmtx_std@@USymbolHash@LightPresetManager@@U?$equal_to@VSymbol@@@3@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@PAVLightPreset@@V?$StlNodeAlloc@PAVLightPreset@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@3@@stlpmtx_std@@QAA@XZ
156	99.61539	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/PropSync	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Nonconst_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	3	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@UBitmapOverride@WorldDir@@@2@XZ
156	99.61539	100.000	SYMPAIR_ONLY_3	UNKNOWN	no	default/PropSync	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Nonconst_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	3	1	0x824ca1f0	??0?$list@PAVRndMesh@@V?$StlNodeAlloc@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	??$?0U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UBitmapOverride@WorldDir@@@1@@Z
156	99.61539	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/PropSync	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Nonconst_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@U?$_List_iterator@UBitmapOverride@WorldDir@@U?$_Const_traits@UBitmapOverride@WorldDir@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	3	1	0x824c9b28	?clear@?$_List_base@VKeyFrame@EventAnim@@V?$StlNodeAlloc@VKeyFrame@EventAnim@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ	?clear@?$_List_base@UBitmapOverride@WorldDir@@V?$StlNodeAlloc@UBitmapOverride@WorldDir@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/CameraShot	engine	?GetSelectedCrowd@CamShotCrowd@@QAAXAAV?$list@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@@Z	1	1	0x823d6fa8	?insert@?$list@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UWeightContext@CharBone@@U?$_Nonconst_traits@UWeightContext@CharBone@@@stlpmtx_std@@@2@U32@ABUWeightContext@CharBone@@@Z	?insert@?$list@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA?AU?$_List_iterator@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@2@U32@ABU?$pair@PAVRndMultiMesh@@U?$_List_iterator@UInstance@RndMultiMesh@@U?$_Nonconst_traits@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@2@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/MidiSynth	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UNote@MidiChannel@@U?$_Const_traits@UNote@MidiChannel@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UNote@MidiChannel@@V?$StlNodeAlloc@UNote@MidiChannel@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UNote@MidiChannel@@U?$_Nonconst_traits@UNote@MidiChannel@@@stlpmtx_std@@@1@U?$_List_iterator@UNote@MidiChannel@@U?$_Const_traits@UNote@MidiChannel@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	1	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@UNote@MidiChannel@@V?$StlNodeAlloc@UNote@MidiChannel@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@UNote@MidiChannel@@@2@XZ
156	99.87180	100.000	SYMPAIR_ONLY_1	RECIPROCAL	no	default/DataFile	engine	??A?$map@VString@@VDataNode@@U?$less@VString@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVString@@VDataNode@@@stlpmtx_std@@@4@@stlpmtx_std@@QAAAAVDataNode@@ABVString@@@Z	1	1	0x8250b1a0	??0?$pair@VString@@V1@@stlpmtx_std@@QAA@ABVString@@0@Z	??0?$pair@$$CBVString@@VDataNode@@@stlpmtx_std@@QAA@ABVString@@ABVDataNode@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/CharBone	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UWeightContext@CharBone@@U?$_Const_traits@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UWeightContext@CharBone@@U?$_Nonconst_traits@UWeightContext@CharBone@@@stlpmtx_std@@@1@U?$_List_iterator@UWeightContext@CharBone@@U?$_Const_traits@UWeightContext@CharBone@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	1	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@UWeightContext@CharBone@@@2@XZ
156	99.61539	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/Group	engine	??$_M_splice_insert_dispatch@PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@1@PBQAVRndAnimatable@@1ABU__false_type@1@@Z	3	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@PAVRndAnimatable@@@2@XZ
156	99.61539	100.000	SYMPAIR_ONLY_3	UNKNOWN	no	default/Group	engine	??$_M_splice_insert_dispatch@PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@1@PBQAVRndAnimatable@@1ABU__false_type@1@@Z	3	1	0x8230ebe0	??0?$list@PAVMidiParser@@V?$StlNodeAlloc@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	??$?0PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PBQAVRndAnimatable@@0ABV?$StlNodeAlloc@PAVRndAnimatable@@@1@@Z
156	99.61539	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/Group	engine	??$_M_splice_insert_dispatch@PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@1@PBQAVRndAnimatable@@1ABU__false_type@1@@Z	3	1	0x8230e608	?clear@?$_List_base@VContentPoolMapping@SongSectionController@@V?$StlNodeAlloc@VContentPoolMapping@SongSectionController@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ	?clear@?$_List_base@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ
156	99.74359	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/CharNeckTwist	engine	?PollDeps@CharNeckTwist@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z	1	2	0x823d14c0	?insert@?$list@PAVCharClip@@V?$StlNodeAlloc@PAVCharClip@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVCharClip@@U?$_Nonconst_traits@PAVCharClip@@@stlpmtx_std@@@2@U32@ABQAVCharClip@@@Z	?insert@?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVObject@Hmx@@U?$_Nonconst_traits@PAVObject@Hmx@@@stlpmtx_std@@@2@U32@ABQAVObject@Hmx@@@Z
156	99.74359	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/band3/game/RGTrainerPanel	game	?FretButtonDown@RGTrainerPanel@@QAAXH@Z	2	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?GetState@RGGemMatcher@@QAAPAVRGState@@XZ
156	99.74359	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/band3/game/RGTrainerPanel	game	?FretButtonDown@RGTrainerPanel@@QAAXH@Z	2	1	0x826ebf20	?Speed@UIList@@QBAMXZ	?SetRGState@RealGuitarGemPlayer@@QAAXABVRGState@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/Shockwave	engine	??$_M_splice_insert_dispatch@U?$_List_iterator@UTarget@BandCamShot@@U?$_Const_traits@UTarget@BandCamShot@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UTarget@BandCamShot@@V?$StlNodeAlloc@UTarget@BandCamShot@@@stlpmtx_std@@@stlpmtx_std@@AAAXU?$_List_iterator@UTarget@BandCamShot@@U?$_Nonconst_traits@UTarget@BandCamShot@@@stlpmtx_std@@@1@U?$_List_iterator@UTarget@BandCamShot@@U?$_Const_traits@UTarget@BandCamShot@@@stlpmtx_std@@@1@1ABU__false_type@1@@Z	1	1	0x826c3888	??$?0H@?$StlNodeAlloc@V?$_List_node@H@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@H@1@@Z	?get_allocator@?$_List_base@UTarget@BandCamShot@@V?$StlNodeAlloc@UTarget@BandCamShot@@@stlpmtx_std@@@stlpmtx_std@@QBA?AV?$StlNodeAlloc@UTarget@BandCamShot@@@2@XZ
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/band3/meta_band/AccomplishmentProgress	game	?AddAward@AccomplishmentProgress@@QAA_NVSymbol@@0@Z	1	1	0x823d6fa8	?insert@?$list@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UWeightContext@CharBone@@U?$_Nonconst_traits@UWeightContext@CharBone@@@stlpmtx_std@@@2@U32@ABUWeightContext@CharBone@@@Z	?insert@?$list@U?$pair@VSymbol@@V1@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@VSymbol@@V1@@stlpmtx_std@@@2@@stlpmtx_std@@QAA?AU?$_List_iterator@U?$pair@VSymbol@@V1@@stlpmtx_std@@U?$_Nonconst_traits@U?$pair@VSymbol@@V1@@stlpmtx_std@@@2@@2@U32@ABU?$pair@VSymbol@@V1@@2@@Z
156	99.74359	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/BandMachineMgr	game	?GetMachines@BandMachineMgr@@QBAXAAV?$vector@PAVBandMachine@@V?$StlNodeAlloc@PAVBandMachine@@@stlpmtx_std@@@stlpmtx_std@@@Z	1	2	0x82b5f808	?push_back@?$vector@PAVChatReceiver@@V?$StlNodeAlloc@PAVChatReceiver@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVChatReceiver@@@Z	?push_back@?$vector@PAVBandMachine@@V?$StlNodeAlloc@PAVBandMachine@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVBandMachine@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/system/synth/MoggClip	engine	?AddFader@MoggClip@@QAAXPAVFader@@@Z	1	1	0x82b5f808	?push_back@?$vector@PAVChatReceiver@@V?$StlNodeAlloc@PAVChatReceiver@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVChatReceiver@@@Z	?push_back@?$vector@PAVFader@@V?$StlNodeAlloc@PAVFader@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVFader@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/SongData	engine	?AddData@?$RangedDataCollection@I@@QAAXHHHABI@Z	1	1	0x82b6aa10	?push_back@?$vector@UWeightedEntry@@V?$StlNodeAlloc@UWeightedEntry@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUWeightedEntry@@@Z	?push_back@?$vector@V?$RangedData@I@?$RangedDataCollection@I@@V?$StlNodeAlloc@V?$RangedData@I@?$RangedDataCollection@I@@@stlpmtx_std@@@stlpmtx_std@@QAAXABV?$RangedData@I@?$RangedDataCollection@I@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/GemManager	game	?GetFill@GemManager@@QAA_NHAAUFillExtent@@@Z	1	1	0x826ca8b8	?OnIsSpeechSupportable@SpeechMgr@@QBA_NXZ	?GetLoopTick@@YAHH@Z
156	99.74359	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/band3/meta_band/PrefabMgr	game	??$__partial_sort@PAPAVPrefabChar@@PAV1@USortPrefabByPortraitFileName@@@stlpmtx_std@@YAXPAPAVPrefabChar@@000USortPrefabByPortraitFileName@@@Z	2	1	0x825546f0	??$__make_heap@PAPAUEventEntry@@UMaxSort@@PAU1@H@stlpmtx_std@@YAXPAPAUEventEntry@@0UMaxSort@@0PAH@Z	??$__make_heap@PAPAVPrefabChar@@USortPrefabByPortraitFileName@@PAV1@H@stlpmtx_std@@YAXPAPAVPrefabChar@@0USortPrefabByPortraitFileName@@0PAH@Z
156	99.74359	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/band3/meta_band/PrefabMgr	game	??$__partial_sort@PAPAVPrefabChar@@PAV1@USortPrefabByPortraitFileName@@@stlpmtx_std@@YAXPAPAVPrefabChar@@000USortPrefabByPortraitFileName@@@Z	2	1	0x825549e0	??$sort_heap@PAPAUEventEntry@@UMaxSort@@@stlpmtx_std@@YAXPAPAUEventEntry@@0UMaxSort@@@Z	??$sort_heap@PAPAVPrefabChar@@USortPrefabByPortraitFileName@@@stlpmtx_std@@YAXPAPAVPrefabChar@@0USortPrefabByPortraitFileName@@@Z
156	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/ProfileMgr	game	?GetSignedInProfiles@ProfileMgr@@QAA?AV?$vector@PAVBandProfile@@V?$StlNodeAlloc@PAVBandProfile@@@stlpmtx_std@@@stlpmtx_std@@XZ	1	1	0x82b5f808	?push_back@?$vector@PAVChatReceiver@@V?$StlNodeAlloc@PAVChatReceiver@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVChatReceiver@@@Z	?push_back@?$vector@PAVBandProfile@@V?$StlNodeAlloc@PAVBandProfile@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVBandProfile@@@Z
