# sympair queue -- rows realizable by relocation-NAME correction alone.
# Generated by tools/sympair_queue.py (lane W7-SYMPAIR, from W2-ENGINE's charged.py/sweep.py).
# ⚠ A pair here is EITHER a wrong map name (fixable, pays) OR an ICF fold
#   (irreducible). The metric CANNOT separate them -- adjudicate on retail
#   bytes with tools/retail_callers.py using tgt_addr below.
# size_if_it_crosses = bytes this row adds to matched_code IF every pair is fixed.
# pair_class: FOLD_FANIN=irreducible ICF survivor · RECIPROCAL=transposed
#   map bijection (a fold cannot transpose across two addresses) ·
#   OURS_UNMAPPED=our callee has no retail address (identification backlog).
# map_arbitrary: target addr is in the map's own _bijection_arbitrary/_icf_arbitrary list.
size	fuzzy	mpn	class	pair_class	map_arbitrary	unit	categories	symbol	n_pairs	sites	tgt_addr	target_symbol	our_symbol
324	99.87654	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/Joypad	engine	?JoypadPollForButton@@YAIH@Z	1	2	0x82441658	?push_back@?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVVector2@@@Z	?push_back@?$vector@UWaitInfo@@V?$StlNodeAlloc@UWaitInfo@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUWaitInfo@@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/CharEyes	engine	?_M_insert_overflow_aux@?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUCharInterestState@CharEyes@@ABU34@ABU__false_type@2@I_N@Z	1	1	0x82387a28	?_M_clear@?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	?_M_clear_after_move@?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ
324	99.93827	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/Character	engine	??4?$vector@ULod@Character@@V?$StlNodeAlloc@ULod@Character@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x82371148	??$_Destroy_Range@PAUIKTarget@CharIKHand@@@stlpmtx_std@@YAXPAUIKTarget@CharIKHand@@0@Z	??$_Destroy_Range@PAULod@Character@@@stlpmtx_std@@YAXPAULod@Character@@0@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/Song	engine	??1Song@@UAA@XZ	1	1	0x8232dc20	??1?$ObjPtrList@VCharInterest@@VObjectDir@@@@UAA@XZ	??1?$ObjPtrList@VObject@Hmx@@VObjectDir@@@@UAA@XZ
324	99.75309	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/SampleData	engine	?_M_insert_overflow_aux@?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVSampleMarker@@ABV3@ABU__false_type@2@I_N@Z	3	1	0x8229ee78	??$_Copy_Construct@VOverlay@OutfitConfig@@@stlpmtx_std@@YAXPAVOverlay@OutfitConfig@@ABV12@@Z	??$_Copy_Construct@VSampleMarker@@@stlpmtx_std@@YAXPAVSampleMarker@@ABV1@@Z
324	99.75309	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/SampleData	engine	?_M_insert_overflow_aux@?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVSampleMarker@@ABV3@ABU__false_type@2@I_N@Z	3	2	0x822a2e10	??$__uninitialized_copy@PBVSampleMarker@@PAV1@@stlpmtx_std@@YAPAVSampleMarker@@PBV1@0PAV1@ABU__false_type@0@@Z	??$__uninitialized_copy@PAVSampleMarker@@PAV1@@stlpmtx_std@@YAPAVSampleMarker@@PAV1@00ABU__false_type@0@@Z
324	99.75309	100.000	SYMPAIR_ONLY_3	FOLD_FANIN	no	default/SampleData	engine	?_M_insert_overflow_aux@?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVSampleMarker@@ABV3@ABU__false_type@2@I_N@Z	3	1	0x822a2f18	??$__uninitialized_fill_n@PAULabel@?A0x81ddebd1@@IU12@@stlpmtx_std@@YAPAULabel@?A0x81ddebd1@@PAU12@IABU12@ABU__false_type@0@@Z	??$__uninitialized_fill_n@PAVSampleMarker@@IV1@@stlpmtx_std@@YAPAVSampleMarker@@PAV1@IABV1@ABU__false_type@0@@Z
324	99.81481	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/band3/game/Scoring	game	?_M_insert_overflow_aux@?$vector@VStreakList@Scoring@@V?$StlNodeAlloc@VStreakList@Scoring@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVStreakList@Scoring@@ABV34@ABU__false_type@2@I_N@Z	2	2	0x826a1808	??$__uninitialized_copy@PAURecurseInfo@@PAU1@@stlpmtx_std@@YAPAURecurseInfo@@PAU1@00ABU__false_type@0@@Z	??$__uninitialized_copy@PAVStreakList@Scoring@@PAV12@@stlpmtx_std@@YAPAVStreakList@Scoring@@PAV12@00ABU__false_type@0@@Z
324	99.81481	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/band3/game/Scoring	game	?_M_insert_overflow_aux@?$vector@VStreakList@Scoring@@V?$StlNodeAlloc@VStreakList@Scoring@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVStreakList@Scoring@@ABV34@ABU__false_type@2@I_N@Z	2	1	0x826a1960	??$__uninitialized_fill_n@PAURecurseInfo@@IU1@@stlpmtx_std@@YAPAURecurseInfo@@PAU1@IABU1@ABU__false_type@0@@Z	??$__uninitialized_fill_n@PAVStreakList@Scoring@@IV12@@stlpmtx_std@@YAPAVStreakList@Scoring@@PAV12@IABV12@ABU__false_type@0@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/BandIKEffector	engine	??4?$vector@VConstraint@BandIKEffector@@V?$StlNodeAlloc@VConstraint@BandIKEffector@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x822c4040	??$__uninitialized_copy@PAVConstraint@BandIKEffector@@PAV12@@stlpmtx_std@@YAPAVConstraint@BandIKEffector@@PAV12@00ABU__false_type@0@@Z	??$__uninitialized_copy@PBVConstraint@BandIKEffector@@PAV12@@stlpmtx_std@@YAPAVConstraint@BandIKEffector@@PBV12@0PAV12@ABU__false_type@0@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/MeshDeform	engine	??4?$vector@UBoneDesc@RndMeshDeform@@V?$StlNodeAlloc@UBoneDesc@RndMeshDeform@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x8240c5c8	??$__uninitialized_fill_n@PAUBoneDesc@RndMeshDeform@@IU12@@stlpmtx_std@@YAPAUBoneDesc@RndMeshDeform@@PAU12@IABU12@ABU__false_type@0@@Z	??$__uninitialized_copy@PBUBoneDesc@RndMeshDeform@@PAU12@@stlpmtx_std@@YAPAUBoneDesc@RndMeshDeform@@PBU12@0PAU12@ABU__false_type@0@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/system/synth/VoiceBeat	engine	?Reset@EventTracker@@QAAXXZ	1	1	0x82272a60	?_M_fill_insert@?$vector@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVObject@Hmx@@IABQAV34@@Z	?_M_fill_insert@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@AAAXPAHIABH@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/band3/bandtrack/Gem	game	??4?$vector@VMatSwap@OutfitConfig@@V?$StlNodeAlloc@VMatSwap@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x822a7008	??$__uninitialized_copy@PAVTransformArea@@PAV1@@stlpmtx_std@@YAPAVTransformArea@@PAV1@00ABU__false_type@0@@Z	??$__uninitialized_copy@PBVMatSwap@OutfitConfig@@PAV12@@stlpmtx_std@@YAPAVMatSwap@OutfitConfig@@PBV12@0PAV12@ABU__false_type@0@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/band3/bandtrack/Gem	game	??4?$vector@VPiercing@OutfitConfig@@V?$StlNodeAlloc@VPiercing@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x822a8810	??$__uninitialized_copy@PAUNavItem@HamNavProvider@@PAU12@@stlpmtx_std@@YAPAUNavItem@HamNavProvider@@PAU12@00ABU__false_type@0@@Z	??$__uninitialized_copy@PBVPiercing@OutfitConfig@@PAV12@@stlpmtx_std@@YAPAVPiercing@OutfitConfig@@PBV12@0PAV12@ABU__false_type@0@@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/GemPlayer	game	?GetCommonPhraseFraction@GemPlayer@@QAAMH@Z	1	1	0x82684f68	?SetFakeHitGemsInFill@SongDB@@QAAX_N@Z	?GetGemList@SongDB@@QBAPBVGameGemList@@H@Z
324	99.93827	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/LightPreset	engine	??4?$vector@USpotlightEntry@LightPreset@@V?$StlNodeAlloc@USpotlightEntry@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x824b0c60	??$__uninitialized_fill_n@PAVCamShotFrame@@IV1@@stlpmtx_std@@YAPAVCamShotFrame@@PAV1@IABV1@ABU__false_type@0@@Z	??$__uninitialized_copy@PBUSpotlightEntry@LightPreset@@PAU12@@stlpmtx_std@@YAPAUSpotlightEntry@LightPreset@@PBU12@0PAU12@ABU__false_type@0@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/BandCrowdMeter	engine	??$PropSync@VColor@Hmx@@@@YA_NAAV?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1	1	0x824b2478	?_M_fill_insert@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVector3@@IABV3@@Z	?_M_fill_insert@?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVColor@Hmx@@IABV34@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/CharBonesSamples	engine	??$PropSync@M@@YA_NAAV?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1	1	0x822df4d8	?_M_fill_insert@?$vector@PAMV?$StlNodeAlloc@PAM@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAMIABQAM@Z	?_M_fill_insert@?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@AAAXPAMIABM@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/band3/meta_band/SetlistToStorePanel	game	?GetSongsFromMusicLibrary@SetlistToStorePanel@@QAAXXZ	1	1	0x823e1060	??$__find@PBHH@stlpmtx_std@@YAPBHPBH0ABHABUrandom_access_iterator_tag@0@@Z	??$__find@PAHH@stlpmtx_std@@YAPAHPAH0ABHABUrandom_access_iterator_tag@0@@Z
320	99.81250	100.000	SYMPAIR_ONLY_2	RECIPROCAL	yes	default/Anim	engine	??$PropSync@PAVRndDrawable@@@@YA_NAAV?$vector@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	2	2	0x82403fe0	??$PropSync@VRndPollable@@@@YA_NAAPAVRndPollable@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	??$PropSync@VRndDrawable@@@@YA_NAAPAVRndDrawable@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
320	99.81250	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/Anim	engine	??$PropSync@PAVRndDrawable@@@@YA_NAAV?$vector@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	2	1	0x82272a60	?_M_fill_insert@?$vector@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVObject@Hmx@@IABQAV34@@Z	?_M_fill_insert@?$vector@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVRndDrawable@@IABQAV3@@Z
320	99.81250	100.000	SYMPAIR_ONLY_2	RECIPROCAL	yes	default/Anim	engine	??$PropSync@PAVRndPollable@@@@YA_NAAV?$vector@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	2	2	0x824040d8	??$PropSync@VRndDrawable@@@@YA_NAAPAVRndDrawable@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	??$PropSync@VRndPollable@@@@YA_NAAPAVRndPollable@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
320	99.81250	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/Anim	engine	??$PropSync@PAVRndPollable@@@@YA_NAAV?$vector@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	2	1	0x82272a60	?_M_fill_insert@?$vector@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVObject@Hmx@@IABQAV34@@Z	?_M_fill_insert@?$vector@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVRndPollable@@IABQAV3@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/UISlider	engine	??0UISlider@@IAA@XZ	1	1	0x827ffad8	??0RndTransformable@@IAA@XZ	??0UIComponent@@IAA@XZ
320	99.93750	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/band3/bandtrack/Gem	game	??$PropSync@VSeam@MeshAO@OutfitConfig@@@@YA_NAAV?$vector@VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1	1	0x822983f8	?_M_fill_insert@?$vector@V?$Key@M@@V?$StlNodeAlloc@V?$Key@M@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$Key@M@@IABV3@@Z	?_M_fill_insert@?$vector@VSeam@MeshAO@OutfitConfig@@V?$StlNodeAlloc@VSeam@MeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVSeam@MeshAO@OutfitConfig@@IABV345@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/BandHighlight	engine	??0BandHighlight@@QAA@XZ	1	1	0x827ffad8	??0RndTransformable@@IAA@XZ	??0UIComponent@@IAA@XZ
320	99.93750	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/TrackDir	engine	??$PropSync@VTransform@@@@YA_NAAV?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1	1	0x8240d0e0	?_M_fill_insert@?$vector@VViewport@ObjectDir@@V?$StlNodeAlloc@VViewport@ObjectDir@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVViewport@ObjectDir@@IABV34@@Z	?_M_fill_insert@?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVTransform@@IABV3@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/UIListDir	engine	??1UIListDir@@UAA@XZ	1	1	0x825cfdd0	??$DeleteAll@V?$vector@PAVNetSavedSetlist@@V?$StlNodeAlloc@PAVNetSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@@YAXAAV?$vector@PAVNetSavedSetlist@@V?$StlNodeAlloc@PAVNetSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@Z	??$DeleteAll@V?$vector@PAVUIListWidget@@V?$StlNodeAlloc@PAVUIListWidget@@@stlpmtx_std@@@stlpmtx_std@@@@YAXAAV?$vector@PAVUIListWidget@@V?$StlNodeAlloc@PAVUIListWidget@@@stlpmtx_std@@@stlpmtx_std@@@Z
320	99.93750	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/OutfitConfig	engine	??$PropSync@H@@YA_NAAV?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1	1	0x82272a60	?_M_fill_insert@?$vector@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVObject@Hmx@@IABQAV34@@Z	?_M_fill_insert@?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@AAAXPAHIABH@Z
316	99.93671	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/CharUpperTwist	engine	?SetType@CharUpperTwist@@UAAXVSymbol@@@Z	1	1	0x82329b20	?StaticClassName@DialogDisplay@@SA?AVSymbol@@XZ	?StaticClassName@CharUpperTwist@@SA?AVSymbol@@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/CheckboxDisplay	engine	??0CheckboxDisplay@@QAA@XZ	1	1	0x827ffad8	??0RndTransformable@@IAA@XZ	??0UIComponent@@IAA@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/FlowTrigger	engine	?SetType@FlowTrigger@@UAAXVSymbol@@@Z	1	1	0x8236a428	?StaticClassName@CharIKHead@@SA?AVSymbol@@XZ	?StaticClassName@FlowTrigger@@SA?AVSymbol@@XZ
316	99.74683	100.000	SYMPAIR_ONLY_2	UNKNOWN	no	default/VocalTrack	game	??1VocalTrack@@UAA@XZ	2	1	0x82303d20	??1?$ObjRefConcrete@VBandCrowdMeter@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VVocalTrackDir@@VObjectDir@@@@UAA@XZ
316	99.74683	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/VocalTrack	game	??1VocalTrack@@UAA@XZ	2	3	0x82ba8e98	??1?$vector@V?$vector@PAUUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@PAUUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@PAUUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@PAUUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ	??1?$vector@V?$deque@PAVTubePlate@@V?$StlNodeAlloc@PAVTubePlate@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$deque@PAVTubePlate@@V?$StlNodeAlloc@PAVTubePlate@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/Line	engine	?SetType@RndSpline@@UAAXVSymbol@@@Z	1	1	0x8240e2c0	?StaticClassName@RndGenerator@@SA?AVSymbol@@XZ	?StaticClassName@RndSpline@@SA?AVSymbol@@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/Msg	engine	?AddSink@MsgSource@@QAAXPAVObject@Hmx@@VSymbol@@1W4SinkMode@1@@Z	1	1	0x823d6fa8	?insert@?$list@UWeightContext@CharBone@@V?$StlNodeAlloc@UWeightContext@CharBone@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UWeightContext@CharBone@@U?$_Nonconst_traits@UWeightContext@CharBone@@@stlpmtx_std@@@2@U32@ABUWeightContext@CharBone@@@Z	?insert@?$list@USink@MsgSource@@V?$StlNodeAlloc@USink@MsgSource@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@USink@MsgSource@@U?$_Nonconst_traits@USink@MsgSource@@@stlpmtx_std@@@2@U32@ABUSink@MsgSource@@@Z
316	99.93671	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/CharEyes	engine	??4?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	1	1	0x82387960	??$__destroy_range@PAUCharInterestState@CharEyes@@U12@@stlpmtx_std@@YAXPAUCharInterestState@CharEyes@@00@Z	??$_Destroy_Range@PAUCharInterestState@CharEyes@@@stlpmtx_std@@YAXPAUCharInterestState@CharEyes@@0@Z
316	99.93671	100.000	SYMPAIR_ONLY_1	UNKNOWN	no	default/MetaMusic	engine	?SetType@RndPropAnim@@UAAXVSymbol@@@Z	1	1	0x8236aba8	?StaticClassName@CharNeckTwist@@SA?AVSymbol@@XZ	?StaticClassName@RndPropAnim@@SA?AVSymbol@@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	RECIPROCAL	no	default/system/rnddx9/Movie	engine	?SetType@DxMovie@@UAAXVSymbol@@@Z	1	1	0x8273f110	?StaticClassName@DxMultiMesh@@SA?AVSymbol@@XZ	?StaticClassName@DxMovie@@SA?AVSymbol@@XZ
316	99.93671	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/TransConstraint	engine	?SetType@TransConstraint@@UAAXVSymbol@@@Z	1	1	0x8256ffc8	?StaticClassName@PassiveMessagesPanel@@SA?AVSymbol@@XZ	?StaticClassName@TransConstraint@@SA?AVSymbol@@XZ
316	99.87342	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/band3/meta_band/BandProfile	game	??$LoadStdPtr@VLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@FixedSizeSaveable@@SAXAAVFixedSizeSaveableStream@@AAV?$vector@PAVLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@HH@Z	2	1	0x825cfdd0	??$DeleteAll@V?$vector@PAVNetSavedSetlist@@V?$StlNodeAlloc@PAVNetSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@@YAXAAV?$vector@PAVNetSavedSetlist@@V?$StlNodeAlloc@PAVNetSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@Z	??$DeleteAll@V?$vector@PAVLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@@YAXAAV?$vector@PAVLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@@Z
316	99.87342	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	no	default/band3/meta_band/BandProfile	game	??$LoadStdPtr@VLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@FixedSizeSaveable@@SAXAAVFixedSizeSaveableStream@@AAV?$vector@PAVLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@HH@Z	2	1	0x82272a60	?_M_fill_insert@?$vector@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVObject@Hmx@@IABQAV34@@Z	?_M_fill_insert@?$vector@PAVLocalSavedSetlist@@V?$StlNodeAlloc@PAVLocalSavedSetlist@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAPAVLocalSavedSetlist@@IABQAV3@@Z
316	99.93671	100.000	SYMPAIR_ONLY_1	RECIPROCAL	yes	default/system/rnddx9/CubeTex	engine	?SetType@DxMultiMesh@@UAAXVSymbol@@@Z	1	1	0x82739288	?StaticClassName@DxMovie@@SA?AVSymbol@@XZ	?StaticClassName@DxMultiMesh@@SA?AVSymbol@@XZ
316	99.81013	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/MatAnim	engine	?Copy@RndMatAnim@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	1	3	0x8245f410	??4?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	??4?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z
312	99.87180	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	yes	default/ChordShapeGenerator	engine	??1ChordShapeGenerator@@UAA@XZ	1	2	0x8227f250	??1?$ObjRefConcrete@VCharLookAt@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VRndMesh@@VObjectDir@@@@UAA@XZ
312	99.87180	100.000	SYMPAIR_ONLY_2	FOLD_FANIN	yes	default/Spotlight	engine	??1Spotlight@@UAA@XZ	2	1	0x8227f250	??1?$ObjRefConcrete@VCharLookAt@@VObjectDir@@@@UAA@XZ	??1?$ObjRefConcrete@VRndMesh@@VObjectDir@@@@UAA@XZ
312	99.87180	100.000	SYMPAIR_ONLY_2	OURS_UNMAPPED	no	default/Spotlight	engine	??1Spotlight@@UAA@XZ	2	1	0x824d8ad0	??1?$ObjRefConcrete@VRndGroup@@VObjectDir@@@@UAA@XZ	??1?$ObjOwnerPtr@VSpotlight@@@@UAA@XZ
312	99.93590	100.000	SYMPAIR_ONLY_1	RECIPROCAL	no	default/AccomplishmentPanel	game	??$__merge_backward@PAVSymbol@@PAV1@PAV1@VAccomplishmentCategoryCmp@@@stlpmtx_std@@YAPAVSymbol@@PAV1@0000VAccomplishmentCategoryCmp@@@Z	1	1	0x825f7000	??RAccomplishmentCmp@@QBA_NVSymbol@@0@Z	??RAccomplishmentCategoryCmp@@QBA_NVSymbol@@0@Z
312	99.93590	100.000	SYMPAIR_ONLY_1	OURS_UNMAPPED	no	default/band3/meta_band/FaceHairProvider	game	??0FaceHairProvider@@QAA@XZ	1	1	0x82569e78	?SystemConfig@@YAPAVDataArray@@XZ	?GetAssetMgr@AssetMgr@@SAPAV1@XZ
312	99.93590	100.000	SYMPAIR_ONLY_1	FOLD_FANIN	no	default/OvershellPanel	game	?FindSlotForRemoteUser@OvershellPanel@@QAAPAVOvershellSlot@@PAVRemoteBandUser@@@Z	1	1	0x82b5f808	?push_back@?$vector@PAVChatReceiver@@V?$StlNodeAlloc@PAVChatReceiver@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVChatReceiver@@@Z	?push_back@?$vector@PAVOvershellSlot@@V?$StlNodeAlloc@PAVOvershellSlot@@@stlpmtx_std@@@stlpmtx_std@@QAAXABQAVOvershellSlot@@@Z
