unit	sym	billed	fuzzy	mpn	cls	n_charged	same_opcode_multiset	argkinds	src
default/BandLabel	?PreLoad@BandLabel@@UAAXAAVBinStream@@@Z	1168	8.907535	9.215754	SOURCE_INSDEL	286	False	{'relocname': 4, 'immediate': 8, 'register': 10, 'opcode': 8}	src/system/bandobj/BandLabel.cpp
default/VocalTrackDir	?ApplyFontStyle@VocalTrackDir@@QAAXPAVObject@Hmx@@@Z	1164	6.7250857	8.701031	SOURCE_INSDEL	371	False	{'relocname': 10, 'register': 108, 'immediate': 27, 'opcode': 49, 'branchdest': 1}	src/system/bandobj/VocalTrackDir.cpp
default/UsbMidiKeyboard	?Poll@UsbMidiKeyboard@@SAXXZ	1164	85.74227	86.32646	SOURCE_INSDEL	95	False	{'opcode': 9, 'register': 24, 'relocname': 6, 'immediate': 32}	src/system/os/UsbMidiKeyboard.cpp
default/VocalTrack	?PrepareNoteTubes@VocalTrack@@QAAXMHAAHH@Z	1160	73.38621	75.85172	SOURCE_INSDEL	189	False	{'relocname': 15, 'immediate': 23, 'register': 138, 'opcode': 11, 'branchdest': 3}	src/band3/bandtrack/VocalTrack.cpp
default/FFT	?fft_matrix_inverse_columnwise@@YAHPAMJ0@Z	1160	84.131035	85.85517	SOURCE_INSDEL	102	False	{'immediate': 48, 'branchdest': 1, 'register': 53, 'relocname': 2, 'opcode': 5}	src/system/synth_xbox/FFT.cpp
default/MatAnim	??$_M_allocate_and_copy@PBV?$Key@VColor@Hmx@@@@@?$vector@V?$Key@VColor@Hmx@@@@V?$StlNodeAlloc@V?$Key@VColor@Hmx@@@@@stlpmtx_std@@@stlpmtx_std@@IAAPAV?$Key@VColor@Hmx@@@@IPBV2@0@Z	1160	5.5931034	5.972414	SOURCE_INSDEL	291	False	{'opcode': 6, 'relocname': 3, 'immediate': 3, 'register': 18}	src/system/rndobj/MatAnim.cpp
default/PropSync	?PropSync@@YA_NAAVMatrix3@Hmx@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	1156	32.072666	35.49827	SOURCE_INSDEL	333	False	{'register': 182, 'immediate': 55, 'relocname': 25, 'branchdest': 6, 'opcode': 13}	src/system/obj/PropSync.cpp
default/CameraShot	?Shake@CamShot@@IAAXMMABVVector2@@AAVVector3@@1@Z	1148	95.56446	95.912895	SOURCE_INSDEL	77	False	{'relocname': 2, 'immediate': 53, 'register': 16, 'opcode': 2, 'branchdest': 2}	src/system/world/CameraShot.cpp
default/system/bandobj/BandHeadShaper	?Init@BandHeadShaper@@SAXXZ	1144	98.88112	99.65035	SOURCE_INSDEL	41	False	{'register': 44, 'relocname': 31}	src/system/bandobj/BandHeadShaper.cpp
default/BandHighlight	?Save@BandHighlight@@UAAXAAVBinStream@@@Z	1140	0.14035088	0.14035088	SOURCE_INSDEL	285	False	{'opcode': 1}	src/system/bandobj/BandHighlight.cpp
default/Character	?Sort@CharPollableSorter@@QAAXAAV?$vector@PAVRndPollable@@V?$StlNodeAlloc@PAVRndPollable@@@stlpmtx_std@@@stlpmtx_std@@@Z	1136	93.67958	94.43662	SOURCE_INSDEL	50	False	{'register': 40, 'relocname': 9, 'opcode': 3}	src/system/char/Character.cpp
default/PitchArrow	??0PitchArrow@@QAA@XZ	1132	99.250885	99.28622	CODEGEN_ORDERING	4	True	{'register': 2, 'immediate': 2}	src/system/bandobj/PitchArrow.cpp
default/Flare	?DrawShowing@RndFlare@@UAAXXZ	1124	98.52669	98.91815	SOURCE_INSDEL	26	False	{'immediate': 4, 'register': 22}	src/system/rndobj/Flare.cpp
default/system/bandobj/BandTrack	?Reset@BandTrack@@UAAXXZ	1116	78.1362	78.530464	SOURCE_INSDEL	81	False	{'relocname': 7, 'immediate': 6, 'register': 16, 'opcode': 3}	src/system/bandobj/BandTrack.cpp
default/ChordShapeGenerator	??0ChordShapeGenerator@@QAA@XZ	1112	97.258995	98.428055	CODEGEN_ORDERING	47	True	{'register': 62, 'immediate': 37, 'relocname': 3}	src/system/bandobj/ChordShapeGenerator.cpp
default/BandCrowdMeter	?SyncObjects@BandCrowdMeter@@UAAXXZ	1104	99.771736	99.952896	SOURCE_ARG(imm/opcode/branch)	23	True	{'immediate': 13, 'relocname': 10}	src/system/bandobj/BandCrowdMeter.cpp
default/SongParser	?StartVocalNote@SongParser@@QAAXHEPBD@Z	1104	96.235504	96.36232	CODEGEN_ORDERING	17	True	{'relocname': 3, 'register': 5, 'immediate': 4}	src/system/beatmatch/SongParser.cpp
default/band3/meta_band/UGCPurchasePanel	?Poll@UGCPurchasePanel@@UAAXXZ	1104	87.69203	87.891304	SOURCE_INSDEL	63	False	{'immediate': 22, 'opcode': 2, 'register': 11}	src/band3/meta_band/UGCPurchasePanel.cpp
default/CharIKFingers	?CalculateFingerDest@CharIKFingers@@IAAXW4FingerNum@1@@Z	1100	89.152725	90.38909	CODEGEN_ORDERING	71	True	{'relocname': 4, 'immediate': 23, 'register': 66, 'opcode': 7}	src/system/char/CharIKFingers.cpp
default/system/rndobj/Utl	?SpliceKeys@@YAXPAVRndTransAnim@@0MM@Z	1096	98.740875	98.90511	SOURCE_INSDEL	12	False	{'relocname': 7, 'register': 2}	src/system/rndobj/Utl.cpp
default/BandDirector	??0BandDirector@@QAA@XZ	1088	83.13971	83.507355	SOURCE_INSDEL	74	False	{'register': 19, 'opcode': 18, 'relocname': 3, 'immediate': 6}	src/system/bandobj/BandDirector.cpp
default/CharBonesSamples	?Save@CharBonesSamples@@QAAXAAVBinStream@@@Z	1088	91.57721	91.944855	SOURCE_INSDEL	68	False	{'relocname': 2, 'immediate': 31, 'opcode': 6, 'register': 18}	src/system/char/CharBonesSamples.cpp
default/system/rndobj/Rnd	?DrawTimers@Rnd@@IAAMM@Z	1080	95.64815	96.03704	SOURCE_INSDEL	38	False	{'register': 20, 'relocname': 4, 'opcode': 1, 'immediate': 10, 'branchdest': 1}	src/system/rndobj/Rnd.cpp
default/Tail	?UpdateVerts@Tail@@QAAXM_N@Z	1064	65.672935	68.06015	SOURCE_INSDEL	199	False	{'relocname': 6, 'immediate': 16, 'register': 122, 'opcode': 13}	src/band3/bandtrack/Tail.cpp
default/Shader	?CalcShaderOpts@RndShaderFur@@MAA_KPAVNgMat@@W4ShaderType@@_N@Z	1056	39.632576	41.905304	SOURCE_INSDEL	261	False	{'relocname': 10, 'immediate': 29, 'register': 88, 'opcode': 23, 'branchdest': 6}	src/system/rndobj/Shader.cpp
default/Env	?Save@RndEnviron@@UAAXAAVBinStream@@@Z	1056	43.950756	44.48106	SOURCE_INSDEL	204	False	{'immediate': 37, 'register': 13, 'relocname': 15, 'opcode': 7}	src/system/rndobj/Env.cpp
default/band3/meta_band/ViewSetting	?Handle@ViewSettingsProvider@@UAA?AVDataNode@@PAVDataArray@@_N@Z	1036	96.208496	96.440155	SOURCE_INSDEL	22	False	{'register': 10, 'relocname': 4, 'opcode': 2, 'immediate': 2, 'branchdest': 2}	src/band3/meta_band/ViewSetting.cpp
default/RockCentral	?OnMsg@RockCentral@@QAA?AVDataNode@@ABVServerStatusChangedMsg@@@Z	1024	94.015625	94.91406	SOURCE_INSDEL	61	False	{'register': 45, 'immediate': 2, 'relocname': 2}	src/band3/net_band/RockCentral.cpp
default/CameraShot	?BuildTransform@CamShotFrame@@QBAXPAVRndCam@@AAVTransform@@_N@Z	1024	96.25781	96.82422	SOURCE_INSDEL	37	False	{'register': 28, 'immediate': 13, 'relocname': 1}	src/system/world/CameraShot.cpp
default/Mic	?Poll@MicXbox@@QAAXXZ	1024	92.72266	94.44141	SOURCE_INSDEL	70	False	{'register': 86, 'immediate': 6, 'relocname': 5, 'branchdest': 2, 'opcode': 2}	src/system/synth_xbox/Mic.cpp
default/PatchDir	?Draw@PatchLayer@@QAAXXZ	1020	76.407845	78.03529	SOURCE_INSDEL	141	False	{'relocname': 11, 'immediate': 42, 'opcode': 11, 'register': 80}	src/system/bandobj/PatchDir.cpp
default/Crowd	?Draw3DChars@WorldCrowd@@IAAXXZ	1012	29.87747	31.517786	SOURCE_INSDEL	232	False	{'immediate': 17, 'register': 80, 'relocname': 3, 'opcode': 5, 'branchdest': 1}	src/system/world/Crowd.cpp
default/CharIKHand	?Load@CharIKHand@@UAAXAAVBinStream@@@Z	980	99.98367	99.98367	SOURCE_ARG(imm/opcode/branch)	4	True	{'immediate': 4}	src/system/char/CharIKHand.cpp
default/band3/meta_band/BandStorePanel	?Poll@BandStorePanel@@UAAXXZ	980	45.0449	46.10612	SOURCE_INSDEL	215	False	{'relocname': 9, 'immediate': 44, 'register': 44, 'opcode': 16}	src/band3/meta_band/BandStorePanel.cpp
default/band3/meta_band/PatchPanel	?Poll@PatchPanel@@UAAXXZ	980	91.457146	92.02857	SOURCE_INSDEL	47	False	{'relocname': 2, 'immediate': 8, 'register': 23, 'opcode': 4, 'branchdest': 1}	src/band3/meta_band/PatchPanel.cpp
default/Line	?SetNumPoints@RndLine@@QAAXH@Z	976	99.0123	99.15574	SOURCE_INSDEL	15	False	{'relocname': 2, 'immediate': 6, 'register': 5}	src/system/rndobj/Line.cpp
default/AmbientOcclusion	?Pack@kdTreeNode@?$kdTree@VTriangle@@@@QAAXW4SplitPlaneType@2@ABVBox@@AAV?$list@PAVTriangle@@V?$StlNodeAlloc@PAVTriangle@@@stlpmtx_std@@@stlpmtx_std@@PAV12@E@Z	972	85.300415	86.02058	SOURCE_INSDEL	60	False	{'register': 32, 'immediate': 18, 'opcode': 3, 'relocname': 2}	src/system/rndobj/AmbientOcclusion.cpp
default/MidiReader	?ReadMetaEvent@MidiReader@@AAAXHEAAVBinStream@@@Z	972	99.43621	99.43621	SOURCE_ARG(imm/opcode/branch)	19	True	{'immediate': 17, 'opcode': 2}	src/system/midi/MidiReader.cpp
default/FFT	?fft_real_forward_altivec@@YAHPAMJ0@Z	964	0.0	0.0	NO_BODY/stub	241	False	{}	src/system/synth_xbox/FFT.cpp
default/Spotlight	?BuildNGQuad@Spotlight@@IAAXAAUBeamDef@1@W4Constraint@RndTransformable@@@Z	964	84.17427	87.80498	SOURCE_INSDEL	147	False	{'relocname': 8, 'register': 172, 'immediate': 19, 'opcode': 12, 'branchdest': 1}	src/system/world/Spotlight.cpp
default/system/rndobj/Utl	?MakeTangentsLate@@YAXPAVRndMesh@@@Z	952	56.336136	58.584034	SOURCE_INSDEL	194	False	{'relocname': 2, 'immediate': 37, 'register': 107, 'opcode': 15, 'branchdest': 1}	src/system/rndobj/Utl.cpp
default/PeakDetector	?Detect@PeakDetector@Synapse@DSP@@QAAXI@Z	948	0.0	0.0	NO_BODY/stub	237	False	{}	src/system/synth_xbox/PeakDetector.cpp
default/Scheduler	??0Scheduler@Quazal@@QAA@EPAVSchedulerWorkerThread@01@@Z	948	35.383965	37.85232	SOURCE_INSDEL	230	False	{'opcode': 32, 'immediate': 51, 'register': 115, 'relocname': 5, 'branchdest': 2}	src/network/Core/Scheduler.cpp
default/RockCentral	?SyncAvailableSongs@RockCentral@@QAAXABV?$vector@PAVBandProfile@@V?$StlNodeAlloc@PAVBandProfile@@@stlpmtx_std@@@stlpmtx_std@@ABV?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@3@1PAVObject@Hmx@@@Z	944	80.19068	81.355934	CODEGEN_ORDERING	95	True	{'relocname': 13, 'register': 49}	src/band3/net_band/RockCentral.cpp
default/CharBonesSamples	?EvaluateChannel@CharBonesSamples@@QAAXPAXHHM@Z	944	83.754234	85.15254	SOURCE_INSDEL	99	False	{'register': 63, 'branchdest': 3, 'immediate': 24, 'opcode': 3}	src/system/char/CharBonesSamples.cpp
default/ContentMgr_Xbox	?StartRefresh@XboxContentMgr@@UAAXXZ	932	69.38197	69.93991	SOURCE_INSDEL	104	False	{'relocname': 6, 'immediate': 14, 'register': 17, 'branchdest': 2, 'opcode': 8}	src/system/os/ContentMgr_Xbox.cpp
default/ChunkStream	?Eof@ChunkStream@@UAA?AW4EofType@@XZ	932	96.90558	97.14163	CODEGEN_ORDERING	17	True	{'register': 11, 'immediate': 6, 'opcode': 1}	src/system/utl/ChunkStream.cpp
default/VocalTrack	?UpdatePitchArrow@VocalTrack@@QAAXMH@Z	928	98.25431	98.87931	SOURCE_INSDEL	29	False	{'register': 29, 'opcode': 1}	src/band3/bandtrack/VocalTrack.cpp
default/Text	?ParseMarkup@RndText@@QBAPBDPBDPAVStyle@1@MM@Z	924	97.8961	97.98268	SOURCE_INSDEL	7	False	{'register': 2, 'opcode': 1}	src/system/rndobj/Text.cpp
default/system/dsp/SndAnalysis	?FindCCPeak@@YAHPBM0HH@Z	920	95.660866	96.4	SOURCE_INSDEL	31	False	{'register': 32, 'opcode': 2, 'immediate': 3}	src/system/dsp/SndAnalysis.cpp
default/BandCharacter	?OnInstallFilter@BandCharacter@@QAA?AVDataNode@@PAVDataArray@@@Z	904	85.10177	86.89381	SOURCE_INSDEL	103	False	{'relocname': 20, 'immediate': 14, 'register': 76, 'opcode': 6}	src/system/bandobj/BandCharacter.cpp
default/Spotlight	?DrawShowing@Spotlight@@UAAXXZ	904	79.340706	79.539825	SOURCE_INSDEL	67	False	{'immediate': 15, 'register': 6, 'branchdest': 1}	src/system/world/Spotlight.cpp
default/GranularSynth	?ExtractGranules@GranularSynth@Synapse@DSP@@QAAXXZ	900	0.0	0.0	NO_BODY/stub	225	False	{}	src/system/synth_xbox/GranularSynth.cpp
default/BandCharacter	?PlayMainClip@BandCharacter@@QAAPAVCharClipDriver@@H_N@Z	896	47.183037	48.63393	SOURCE_INSDEL	179	False	{'relocname': 4, 'immediate': 7, 'opcode': 7, 'register': 47, 'branchdest': 10}	src/system/bandobj/BandCharacter.cpp
default/GemManager	??0GemManager@@QAA@ABVTrackConfig@@PAVTrackDir@@@Z	896	99.92411	99.99107	SOURCE_ARG(imm/opcode/branch)	3	True	{'register': 2, 'immediate': 2, 'relocname': 1}	src/band3/bandtrack/GemManager.cpp
default/File	?RecursePatternInternal@@YAXPBDP6AX00@Z_N2@Z	892	85.9417	87.01794	SOURCE_INSDEL	78	False	{'relocname': 5, 'immediate': 5, 'register': 39, 'opcode': 3, 'branchdest': 3}	src/system/os/File.cpp
default/CharIKFoot	?DoFSM@CharIKFoot@@IAAXAAVTransform@@@Z	892	97.70403	98.3991	SOURCE_INSDEL	28	False	{'opcode': 4, 'register': 31, 'immediate': 17}	src/system/char/CharIKFoot.cpp
default/band3/game/TrainerGemTab	?DrawTails@TrainerGemTab@@QAAXABVGameGem@@HHMM@Z	888	98.58108	99.27928	SOURCE_INSDEL	19	False	{'register': 31, 'opcode': 1}	src/band3/game/TrainerGemTab.cpp
default/system/rndobj/Utl	?UtilDrawCigar@@YAXABVTransform@@QBM1ABVColor@Hmx@@H@Z	872	81.30734	82.63761	SOURCE_INSDEL	99	False	{'register': 58, 'immediate': 25, 'opcode': 6}	src/system/rndobj/Utl.cpp
default/StandardStream	?InitInfo@StandardStream@@QAAXHH_NH@Z	872	66.857796	69.977066	SOURCE_INSDEL	180	False	{'relocname': 8, 'immediate': 8, 'opcode': 9, 'register': 127, 'branchdest': 1}	src/system/synth/StandardStream.cpp
default/VocalTrack	??0VocalTrack@@QAA@PAVBandUser@@@Z	868	84.7235	85.622116	SOURCE_INSDEL	70	False	{'opcode': 10, 'register': 32, 'immediate': 20, 'relocname': 14}	src/band3/bandtrack/VocalTrack.cpp
default/EventTrigger	??0EventTrigger@@IAA@XZ	868	98.09677	98.14286	CODEGEN_ORDERING	7	True	{'register': 2, 'immediate': 3}	src/system/rndobj/EventTrigger.cpp
default/BandIKEffector	?PollDeps@BandIKEffector@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z	856	98.66822	98.9486	SOURCE_INSDEL	16	False	{'relocname': 12, 'opcode': 2}	src/system/bandobj/BandIKEffector.cpp
default/system/bandobj/BandHeadShaper	?SetMeshAnim@@YAXPAVObjectDir@@AAV?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@Z	852	96.03287	96.15024	SOURCE_INSDEL	14	False	{'branchdest': 3, 'relocname': 1, 'register': 1, 'opcode': 2}	src/system/bandobj/BandHeadShaper.cpp
default/Geo	?Intersect@@YA_NABVTriangle@@ABVBox@@@Z	848	76.1934	80.037735	SOURCE_INSDEL	141	False	{'relocname': 2, 'register': 161, 'immediate': 27, 'opcode': 5}	src/system/math/Geo.cpp
default/CharEyes	??0CharEyes@@IAA@XZ	840	80.790474	81.90952	CODEGEN_ORDERING	84	True	{'relocname': 10, 'register': 43, 'immediate': 24, 'opcode': 3}	src/system/char/CharEyes.cpp
default/BandWardrobe	?FindBestScoringHint@BandWardrobe@@QAAHPAVSymbol@@PAVSlotInfo@1@AAH@Z	828	55.961353	58.038647	SOURCE_INSDEL	164	False	{'relocname': 19, 'immediate': 6, 'register': 77, 'opcode': 3, 'branchdest': 6}	src/system/bandobj/BandWardrobe.cpp
default/ContentMgr_Xbox	?PollRefresh@XboxContentMgr@@UAAXXZ	824	0.0	1.0679612	NO_BODY/stub	336	False	{'relocname': 3, 'immediate': 13, 'branchdest': 3, 'register': 30, 'opcode': 10}	src/system/os/ContentMgr_Xbox.cpp
default/Bitmap	?PixelOffset@RndBitmap@@ABAHHHAA_N@Z	820	74.40976	78.336586	SOURCE_INSDEL	135	False	{'register': 130, 'immediate': 8, 'opcode': 15, 'relocname': 8}	src/system/rndobj/Bitmap.cpp
default/LightPreset	?SetFrameEx@LightPreset@@QAAXMM_N@Z	816	83.57353	83.9902	SOURCE_INSDEL	54	False	{'opcode': 5, 'register': 17, 'relocname': 1, 'branchdest': 1, 'immediate': 1}	src/system/world/LightPreset.cpp
default/Joypad_Xinput	?ReadSingleXinputJoypad@@YA?AW4JoypadType@@HHPAIPAD11111QAM2QAE@Z	812	81.83251	82.891624	SOURCE_INSDEL	86	False	{'register': 34, 'branchdest': 6, 'immediate': 13, 'relocname': 8, 'opcode': 6}	src/system/os/Joypad_Xinput.cpp
default/system/rndobj/Utl	?ComputeFaceTangentBasis@@YAXPAVRndMesh@@HAAVMatrix3@Hmx@@@Z	812	74.512314	77.07389	SOURCE_INSDEL	123	False	{'relocname': 2, 'immediate': 34, 'opcode': 7, 'register': 98, 'branchdest': 4}	src/system/rndobj/Utl.cpp
default/CalibrationPanel	?UpdateLabel@CalibrationPanel@@QAAXXZ	804	86.96517	87.462685	SOURCE_INSDEL	44	False	{'register': 20, 'relocname': 6, 'opcode': 12}	src/band3/meta_band/CalibrationPanel.cpp
default/VelocityBuffer	?Draw@RndVelocityBuffer@@QAA_NPAVRndCam@@AAV?$ObjPtrList@VRndDrawable@@VObjectDir@@@@@Z	792	36.247475	37.661617	SOURCE_INSDEL	172	False	{'register': 57, 'immediate': 4, 'opcode': 3, 'relocname': 2}	src/system/rndobj/VelocityBuffer.cpp
default/UI	?Poll@UIManager@@UAAXXZ	792	56.10606	56.585857	SOURCE_INSDEL	104	False	{'relocname': 3, 'immediate': 9, 'register': 13, 'opcode': 3, 'branchdest': 2}	src/system/ui/UI.cpp
default/File	FileMakePath	792	5.6666665	6.020202	SOURCE_INSDEL	197	False	{'opcode': 5, 'immediate': 3, 'register': 13, 'relocname': 1}	src/system/os/File.cpp
default/Game	??1Game@@UAA@XZ	792	99.28283	99.48485	SOURCE_INSDEL	8	False	{'relocname': 3, 'register': 7, 'immediate': 2}	src/band3/game/Game.cpp
default/BandStarDisplay	?SetNumStars@BandStarDisplay@@QAAXM_N@Z	780	98.88205	98.95898	CODEGEN_ORDERING	8	True	{'immediate': 3, 'register': 2, 'branchdest': 1}	src/system/bandobj/BandStarDisplay.cpp
default/PropSync	?DrawShowing@WorldDir@@UAAXXZ	780	95.68205	95.88718	SOURCE_INSDEL	17	False	{'relocname': 4, 'immediate': 3, 'register': 5}	src/system/obj/PropSync.cpp
default/GranularSynth	?Synthesize@GranularSynth@Synapse@DSP@@QAAXIPBQAM@Z	780	0.0	0.0	NO_BODY/stub	195	False	{}	src/system/synth_xbox/GranularSynth.cpp
default/DeployCountTracker	?Poll_@DeployCountTracker@@UAAXM@Z	780	96.71795	97.4359	SOURCE_INSDEL	30	False	{'register': 28}	src/band3/game/DeployCountTracker.cpp
default/CharMeshHide	?UpdateOverlay@Synth@@UAAMPAVRndOverlay@@M@Z	776	90.85567	92.50516	SOURCE_INSDEL	94	False	{'immediate': 38, 'register': 63, 'relocname': 13, 'branchdest': 1, 'opcode': 2}	src/system/char/CharMeshHide.cpp
default/CharIKFingers	??0CharIKFingers@@IAA@XZ	776	64.608246	65.97423	SOURCE_INSDEL	124	False	{'register': 53, 'relocname': 12, 'immediate': 21, 'opcode': 18}	src/system/char/CharIKFingers.cpp
default/VocalTrack	?UpdateTubePlates@VocalTrack@@QAAXAAV?$deque@PAVTubePlate@@V?$StlNodeAlloc@PAVTubePlate@@@stlpmtx_std@@@stlpmtx_std@@MM_N@Z	772	90.668396	91.8342	SOURCE_INSDEL	64	False	{'immediate': 16, 'register': 44, 'relocname': 1, 'opcode': 1}	src/band3/bandtrack/VocalTrack.cpp
default/BandRetargetVignette	?EnterDir@BandRetargetVignette@@QBAXXZ	772	99.42487	99.476685	SOURCE_INSDEL	4	False	{'relocname': 2, 'immediate': 1}	src/system/bandobj/BandRetargetVignette.cpp
default/FFT	?fft_scalar@@YAHPAM0KJ0@Z	772	76.23834	80.435234	SOURCE_INSDEL	150	False	{'relocname': 2, 'register': 156, 'immediate': 11, 'opcode': 9, 'branchdest': 5}	src/system/synth_xbox/FFT.cpp
default/FlangerEffect	?Process@FlangerEffect@@QAAXPAMHH@Z	768	77.927086	81.13021	SOURCE_INSDEL	124	False	{'register': 123, 'relocname': 4, 'opcode': 12, 'immediate': 3}	src/system/synth/FlangerEffect.cpp
default/Lit	?Projection@RndLight@@QAA?AVTransform@@XZ	764	64.387436	67.29319	SOURCE_INSDEL	147	False	{'immediate': 47, 'register': 108, 'relocname': 2, 'branchdest': 2, 'opcode': 5}	src/system/rndobj/Lit.cpp
default/VocalTrack	?Handle@VocalTrack@@UAA?AVDataNode@@PAVDataArray@@_N@Z	760	98.91579	98.94211	CODEGEN_ORDERING	3	True	{'register': 1, 'immediate': 1}	src/band3/bandtrack/VocalTrack.cpp
default/WahEffect	?Process@WahEffect@@QAAXPAMHH@Z	760	89.28421	90.46842	SOURCE_INSDEL	53	False	{'register': 42, 'immediate': 5, 'relocname': 2, 'opcode': 5}	src/system/synth/WahEffect.cpp
default/BeatMatchController	?NewController@@YAPAVBeatMatchController@@PAVUser@@PBVDataArray@@PAVBeatMatchControllerSink@@_N3W4TrackType@@@Z	760	0.0	0.0	NO_BODY/stub	190	False	{}	src/system/beatmatch/BeatMatchController.cpp
default/system/rndobj/Utl	?UtilDrawPlane@@YAXABVPlane@@ABVVector3@@ABVColor@Hmx@@HM_N@Z	756	99.34392	99.74074	SOURCE_ARG(imm/opcode/branch)	58	True	{'immediate': 49, 'register': 15}	src/system/rndobj/Utl.cpp
default/MoviePanel	?Load@MoviePanel@@UAAXXZ	752	78.53191	79.223404	SOURCE_INSDEL	70	False	{'register': 22, 'immediate': 6, 'relocname': 3, 'branchdest': 1}	src/system/meta/MoviePanel.cpp
default/band3/bandtrack/TrackPanel	?Poll@TrackPanel@@UAAXXZ	752	96.87766	97.96809	SOURCE_INSDEL	43	False	{'register': 41, 'opcode': 3, 'immediate': 2, 'relocname': 1}	src/band3/bandtrack/TrackPanel.cpp
default/GemPlayer	?UpdateCrowdMeter@GemPlayer@@QAAXMH@Z	748	97.26203	97.315506	SOURCE_INSDEL	9	False	{'opcode': 3, 'immediate': 2, 'register': 4}	src/band3/game/GemPlayer.cpp
default/VocalTrack	?UpdateTambourineGems@VocalTrack@@QAAXXZ	744	87.18817	88.20968	CODEGEN_ORDERING	52	True	{'register': 37, 'immediate': 13, 'opcode': 3, 'relocname': 1}	src/band3/bandtrack/VocalTrack.cpp
default/VocalTrack	?PollLyricAnimations@VocalTrack@@QAAXAAV?$deque@PAVLyricPlate@@V?$StlNodeAlloc@PAVLyricPlate@@@stlpmtx_std@@@stlpmtx_std@@M_N@Z	744	84.26344	85.98387	SOURCE_INSDEL	88	False	{'relocname': 4, 'immediate': 7, 'register': 61, 'branchdest': 1}	src/band3/bandtrack/VocalTrack.cpp
default/LightPreset	?Copy@RhythmDetector@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	744	13.306452	14.086021	SOURCE_INSDEL	188	False	{'opcode': 16, 'immediate': 15, 'register': 26, 'relocname': 1}	src/system/world/LightPreset.cpp
default/system/synth_xbox/FxSendReverb	?ReverbConvertI3DL2ToNative@@YAXPBUXAUDIO2FX_REVERB_I3DL2_PARAMETERS@@PAUXAUDIO2FX_REVERB_PARAMETERS@@@Z	740	0.0	0.0	NO_BODY/stub	185	False	{}	src/system/synth_xbox/FxSendReverb.cpp
default/DOFProc_NG	?SetVHBlurWeights@@YAX_NHH@Z	740	76.90811	78.178375	SOURCE_INSDEL	101	False	{'immediate': 37, 'register': 42, 'relocname': 9, 'opcode': 5, 'branchdest': 2}	src/system/rndobj/DOFProc_NG.cpp
default/BandUser	?SyncLoad@RemoteBandUser@@UAAXAAVBinStream@@I@Z	740	84.03243	84.11351	SOURCE_INSDEL	70	False	{'immediate': 39, 'relocname': 1, 'register': 2}	src/band3/game/BandUser.cpp
default/ByteGrinder	?SyncProperty@SkeletonClip@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	736	0.0	1.9021739	NO_BODY/stub	357	False	{'immediate': 31, 'register': 40, 'branchdest': 9, 'relocname': 4, 'opcode': 12}	src/system/synth/ByteGrinder.cpp
default/PatchDir	?LoadStickerData@PatchDir@@QAAXXZ	732	96.74317	97.18033	SOURCE_INSDEL	28	False	{'immediate': 16, 'register': 13, 'relocname': 3}	src/system/bandobj/PatchDir.cpp
default/system/rnddx9/ShaderMgr	?Compile@DxShader@@MAA_NW4ShaderType@@ABUShaderOptions@@AAPAVRndShaderBuffer@@2@Z	728	50.917583	52.29121	SOURCE_INSDEL	148	False	{'relocname': 8, 'immediate': 32, 'register': 44, 'opcode': 19}	src/system/rnddx9/ShaderMgr.cpp
default/Part	?UpdateParticles@RndParticleSys@@IAAXXZ	720	99.97222	99.97222	other	1	False	{}	src/system/rndobj/Part.cpp
default/GameConfig	?AssignTracks@GameConfig@@QAAXXZ	716	95.58659	95.81006	SOURCE_INSDEL	17	False	{'opcode': 4, 'register': 8}	src/band3/game/GameConfig.cpp
default/Env_NG	?SetPointLightRegisters@?A0x8e417309@@YA_NHAAVRndLight@@AA_N@Z	712	86.51124	87.24157	SOURCE_INSDEL	42	False	{'register': 25, 'immediate': 7, 'relocname': 1, 'opcode': 1}	src/system/rndobj/Env_NG.cpp
default/MicInputArrow	?Handle@MicInputArrow@@UAA?AVDataNode@@PAVDataArray@@_N@Z	712	67.955055	69.07865	SOURCE_INSDEL	93	False	{'relocname': 6, 'immediate': 8, 'register': 38}	src/system/bandobj/MicInputArrow.cpp
