unit,symbol,div_class,confidence,before_evidence,fuzzy,mpn,size,byte_identical,screen
default/Font,?clear@?$vector@VDrivenPropertyEntry@@V?$StlNodeAlloc@VDrivenPropertyEntry@@@stlpmtx_std@@@stlpmtx_std@@QAAXXZ,call_arg,stable_divergent,divergent,38.17,39.00,24,0,SURVIVES_BOTH_SCREENS
default/FreestylePanel,??0FreestylePanel@@QAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,276,0,SURVIVES_BOTH_SCREENS
default/GemPlayer,??0GemPlayer@@QAA@PAVBandUser@@PAVBeatMaster@@PAVBand@@HPAVBandPerformer@@@Z,error,stable_divergent,divergent,0.00,2.74,708,0,SURVIVES_BOTH_SCREENS
default/GemPlayer,?ChangeDifficulty@GemPlayer@@UAAXW4Difficulty@@@Z,call_count,stable_divergent,divergent,86.70,87.67,352,0,SURVIVES_BOTH_SCREENS
default/GemTrack,?DrawBeatLines@GemTrack@@QAAXHH@Z,wild_jump_match,stable_divergent,divergent,93.53,95.18,448,0,SURVIVES_BOTH_SCREENS
default/GemTrackResourceManager,??0GemTrackResourceManager@@QAA@PAVObjectDir@@@Z,call_count,stable_divergent,divergent,100.00,100.00,108,0,SURVIVES_BOTH_SCREENS
default/GemTrackResourceManager,?InitSmasherPlates@GemTrackResourceManager@@QAAXXZ,call_count,stable_divergent,divergent,94.49,94.52,672,0,SURVIVES_BOTH_SCREENS
default/Gen,??0RndGenerator@@IAA@XZ,call_count,stable_divergent,divergent,81.32,81.69,596,0,SURVIVES_BOTH_SCREENS
default/Gen,?SetFrame@RndGenerator@@UAAXMM@Z,error,stable_divergent,divergent,99.91,100.00,440,0,SURVIVES_BOTH_SCREENS
default/GranularSynth,??1?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ,call_count,stable_divergent,divergent,46.21,46.65,136,0,SURVIVES_BOTH_SCREENS
default/Graph,??0DrawString3D@@QAA@PBDABVVector3@@ABVColor@Hmx@@@Z,call_count,stable_divergent,divergent,0.00,1.67,72,0,SURVIVES_BOTH_SCREENS
default/Group,??0RndGroup@@IAA@XZ,call_count,stable_divergent,divergent,95.56,95.67,540,0,SURVIVES_BOTH_SCREENS
default/Group,?Load@RndGroup@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/Group,?Load@RndGroup@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,10.51,12.13,356,0,SURVIVES_BOTH_SCREENS
default/Group,?Save@RndGroup@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/Group,?Save@RndGroup@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,56.43,56.72,212,0,SURVIVES_BOTH_SCREENS
default/GuitarFx,??0GuitarFx@@QAA@W4TrackType@@@Z,object_memory,stable_divergent,divergent,100.00,100.00,184,1,BYTE_IDENTICAL_ARTIFACT
default/HAQManager,?GetButtonText@HAQManager@@ABA?AVString@@XZ,call_count,stable_divergent,divergent,20.93,21.67,460,0,SURVIVES_BOTH_SCREENS
default/HAQManager,?PrintComponentInfo@HAQManager@@AAAXPAVUIComponent@@@Z,call_count,stable_divergent,divergent,35.26,37.19,124,0,SURVIVES_BOTH_SCREENS
default/HamCamTransform,??$_Copy_Construct@VTransformArea@@@stlpmtx_std@@YAXPAVTransformArea@@ABV1@@Z,call_count,stable_divergent,divergent,100.00,100.00,60,0,SURVIVES_BOTH_SCREENS
default/HamCamTransform,??0TransformArea@@QAA@ABV0@@Z,call_count,stable_divergent,divergent,13.55,14.55,80,0,SURVIVES_BOTH_SCREENS
default/HamCamTransform,??4TransformArea@@QAAAAV0@ABV0@@Z,call_count,stable_divergent,divergent,12.89,14.56,108,0,SURVIVES_BOTH_SCREENS
default/HamCamTransform,??6@YAAAVBinStream@@AAV0@ABUDynamicPropertyEntry@Flow@@@Z,call_count,stable_divergent,divergent,61.26,64.16,124,0,SURVIVES_BOTH_SCREENS
default/HamMove,??H?$_Bit_iter@_NPB_N@stlpmtx_std@@QBA?AU01@H@Z,call_count,stable_divergent,divergent,22.71,24.79,96,0,SURVIVES_BOTH_SCREENS
default/HamRibbon,?_M_erase@?$vector@V?$Key@VTransform@@@@V?$StlNodeAlloc@V?$Key@VTransform@@@@@stlpmtx_std@@@stlpmtx_std@@IAAPAV?$Key@VTransform@@@@PAV3@0ABU__false_type@2@@Z,call_count,stable_divergent,divergent,0.00,0.56,180,0,SURVIVES_BOTH_SCREENS
default/InlineHelp,?Update@InlineHelp@@MAAXXZ,call_count,stable_divergent,divergent,56.38,57.60,180,0,SURVIVES_BOTH_SCREENS
default/Instance,??0SharedGroup@@QAA@PAVRndGroup@@@Z,call_count,stable_divergent,divergent,90.41,90.49,244,0,SURVIVES_BOTH_SCREENS
default/Joypad_Xbox,?ReceiveUpstreamAccelerometerResponse@@YAXHPAE@Z,call_count,stable_divergent,divergent,40.00,40.00,4,0,SURVIVES_BOTH_SCREENS
default/Joypad_Xbox,?ReceiveUpstreamCalbertResponse@@YAXHPAE@Z,call_count,stable_divergent,divergent,40.00,40.00,4,0,SURVIVES_BOTH_SCREENS
default/JsonMemory,JsonRealloc,call_arg,stable_divergent,divergent,97.14,99.29,28,0,SURVIVES_BOTH_SCREENS
default/LabelNumberTicker,?PreLoad@LabelNumberTicker@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/LabelNumberTicker,?PreLoad@LabelNumberTicker@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,43.00,44.23,244,0,SURVIVES_BOTH_SCREENS
default/LabelShrinkWrapper,?PreLoad@LabelShrinkWrapper@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,17.03,19.46,140,0,SURVIVES_BOTH_SCREENS
default/LightHue,?Load@WorldReflection@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,57.93,60.21,228,0,SURVIVES_BOTH_SCREENS
default/LightHue,?Print@RndTransformable@@$4PPPPPPPM@IM@AAXXZ,call_arg,stable_divergent,divergent,66.67,66.67,12,0,SURVIVES_BOTH_SCREENS
default/LightPreset,?ApplyState@LightPreset@@IAAXABUKeyframe@1@@Z,call_count,stable_divergent,divergent,92.41,92.41,108,0,SURVIVES_BOTH_SCREENS
default/LightPreset,?OnSetKeyframe@LightPreset@@IAA?AVDataNode@@PAVDataArray@@@Z,call_count,input_sensitive,divergent,100.00,100.00,128,1,BYTE_IDENTICAL_ARTIFACT
default/LightPreset,?OnViewKeyframe@LightPreset@@IAA?AVDataNode@@PAVDataArray@@@Z,call_count,stable_divergent,divergent,100.00,100.00,100,1,BYTE_IDENTICAL_ARTIFACT
default/LightPresetManager,?Poll@LightPresetManager@@QAAXXZ,call_count,stable_divergent,divergent,92.01,93.46,428,0,SURVIVES_BOTH_SCREENS
default/Line,??0RndLine@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,420,0,SURVIVES_BOTH_SCREENS
default/Lit,??0RndLight@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,568,0,SURVIVES_BOTH_SCREENS
default/Lit,?Projection@RndLight@@QAA?AVTransform@@XZ,call_count,stable_divergent,divergent,64.39,67.27,764,0,SURVIVES_BOTH_SCREENS
default/MakeString,?Str@FormatString@@QAAPBDXZ,call_count,stable_divergent,divergent,0.00,1.33,60,0,SURVIVES_BOTH_SCREENS
default/MapFile_Xbox,?TryDemangleParams@@YAXPADPBD@Z,object_memory,stable_divergent,divergent,100.00,100.00,508,1,BYTE_IDENTICAL_ARTIFACT
default/MatAnim,??1ObjRef@@QAA@XZ,object_memory,stable_divergent,divergent,25.00,25.00,16,0,SURVIVES_BOTH_SCREENS
default/MatAnim,??4?$ObjPtrList@VObject@Hmx@@VObjectDir@@@@QAAXABV0@@Z,call_count,stable_divergent,divergent,12.81,15.31,232,0,SURVIVES_BOTH_SCREENS
default/MatAnim,?Copy@RndMatAnim@@$4PPPPPPPM@A@AAXPBVObject@Hmx@@W4CopyType@23@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/MatAnim,?Save@RndDir@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_arg,stable_divergent,divergent,20.00,20.00,8,0,SURVIVES_BOTH_SCREENS
default/Matchmaker,?Main@ObjectDir@@SAPAV1@XZ,return_value,stable_divergent,divergent,80.00,80.00,12,0,SURVIVES_BOTH_SCREENS
default/MemMgr,??2CriticalSection@@SAPAXI@Z,call_count,stable_divergent,divergent,100.00,100.00,8,1,BYTE_IDENTICAL_ARTIFACT
default/MemMgr,?MemFree@@YAXPAX@Z,call_count,stable_divergent,divergent,48.55,51.21,188,0,SURVIVES_BOTH_SCREENS
default/MemMgr,?MemTruncate@@YAPAXPAXHPBDH1@Z,call_count,stable_divergent,divergent,86.34,88.17,284,0,SURVIVES_BOTH_SCREENS
default/Memory_Xbox,??2Node@?$ObjPtrList@VRndGroup@@VObjectDir@@@@SAPAXI@Z,call_arg,stable_divergent,divergent,95.00,97.50,8,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,??1AccomplishmentConditional@@UAA@XZ,call_arg,stable_divergent,divergent,84.67,85.14,84,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,??1RndMultiMesh@@UAA@XZ,call_count,stable_divergent,divergent,66.49,67.30,172,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,??6@YAAAVTextStream@@AAV0@PBVObject@Hmx@@@Z,call_count,stable_divergent,divergent,18.82,19.50,264,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,??_DRndMultiMesh@@QAAXXZ,call_count,stable_divergent,divergent,100.00,100.00,108,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,??_G?$Key@V?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@@@QAAPAXI@Z,call_count,stable_divergent,divergent,72.30,72.74,92,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,??_GRndMeshAnim@@UAAPAXI@Z,call_count,stable_divergent,divergent,99.71,99.71,68,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,??_GRndMultiMesh@@UAAPAXI@Z,call_count,stable_divergent,divergent,99.75,99.75,80,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,?Copy@RndMeshAnim@@$4PPPPPPPM@A@AAXPBVObject@Hmx@@W4CopyType@23@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,?Load@RndMeshAnim@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,?Load@RndMeshAnim@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,16.88,18.72,240,0,SURVIVES_BOTH_SCREENS
default/MeshAnim,?Load@RndMultiMesh@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/MeshAnim,?Load@RndMultiMesh@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,77.80,78.96,328,0,SURVIVES_BOTH_SCREENS
default/MetaMusic,?_M_insert_overflow_aux@?$vector@VDataArrayPtr@@V?$StlNodeAlloc@VDataArrayPtr@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVDataArrayPtr@@ABV3@ABU__false_type@2@I_N@Z,call_arg,stable_divergent,divergent,84.22,86.05,328,0,SURVIVES_BOTH_SCREENS
default/MetaPanel,??0NextSongPanel@@QAA@XZ,object_memory,stable_divergent,divergent,97.56,97.67,172,0,SURVIVES_BOTH_SCREENS
default/MetaPerformer,?GetHighestDifficultyForPart@MetaPerformer@@QBAHVSymbol@@@Z,call_count,stable_divergent,divergent,62.67,64.81,364,0,SURVIVES_BOTH_SCREENS
default/MetaPerformer,?GetSetlistMaxVocalParts@MetaPerformer@@QBAHXZ,call_count,stable_divergent,divergent,53.26,55.32,292,0,SURVIVES_BOTH_SCREENS
default/MetaPerformer,?PartPlaysInSet@MetaPerformer@@QBA_NVSymbol@@@Z,call_count,stable_divergent,divergent,57.70,59.47,316,0,SURVIVES_BOTH_SCREENS
default/MeterDisplay,??_DMeterDisplay@@QAAXXZ,call_arg,stable_divergent,divergent,99.67,99.67,108,0,SURVIVES_BOTH_SCREENS
default/Mic,?ProcessChatData@ChatReceiver@@AAAXPAXIPAH@Z,wild_jump_match,stable_divergent,divergent,91.93,93.69,636,0,SURVIVES_BOTH_SCREENS
default/MicInputArrow,?Handle@MicInputArrow@@UAA?AVDataNode@@PAVDataArray@@_N@Z,wild_jump_match,stable_divergent,divergent,67.96,69.08,712,0,SURVIVES_BOTH_SCREENS
default/MidiInstrument,?Load@MidiInstrument@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,37.80,39.30,200,0,SURVIVES_BOTH_SCREENS
default/MidiSynth,??$__destroy_aux@VMidiChannel@@@stlpmtx_std@@YAXPAVMidiChannel@@ABU__false_type@0@@Z,call_arg,stable_divergent,divergent,97.00,97.00,8,0,SURVIVES_BOTH_SCREENS
default/Morph,??$?5UWeight@@@@YAAAVBinStreamRev@@AAV0@AAV?$Key@UWeight@@@@@Z,call_arg,stable_divergent,divergent,94.44,94.44,72,0,SURVIVES_BOTH_SCREENS
default/MoveMgr,??2SpotlightDrawer@@SAPAXI@Z,call_count,stable_divergent,divergent,0.00,2.50,8,0,SURVIVES_BOTH_SCREENS
default/MoveMgr,??_GSpotlightDrawer@@UAAPAXI@Z,call_count,stable_divergent,divergent,41.71,42.43,112,0,SURVIVES_BOTH_SCREENS
default/MusicLibrary,??_GSetUserDifficultyMsg@@UAAPAXI@Z,call_arg,stable_divergent,divergent,65.53,66.05,76,0,SURVIVES_BOTH_SCREENS
default/MusicLibrary,?ByteCode@RemoveLastSongFromSetlistMsg@@UBAEXZ,call_count,stable_divergent,divergent,6.21,7.26,172,0,SURVIVES_BOTH_SCREENS
default/MusicLibrary,?RemoveLastSongFromSetlist@MusicLibrary@@QAAXXZ,call_count,stable_divergent,divergent,1.06,2.54,216,0,SURVIVES_BOTH_SCREENS
default/MusicLibraryStore,??0MusicLibraryStore@@QAA@XZ,call_arg,stable_divergent,divergent,94.55,94.55,268,0,SURVIVES_BOTH_SCREENS
default/MusicLibraryStore,?ClearPreview@MusicLibraryStore@@QAAXXZ,call_arg,input_sensitive,divergent,92.84,92.84,204,0,SURVIVES_BOTH_SCREENS
default/NetCacheMgr,??0NetLoaderRef@@QAA@ABU0@@Z,call_arg,stable_divergent,divergent,46.14,46.38,84,0,SURVIVES_BOTH_SCREENS
default/NetCacheMgr,??F?$_List_iterator@UNetLoaderRef@@U?$_Nonconst_traits@UNetLoaderRef@@@stlpmtx_std@@@stlpmtx_std@@QAAAAU01@XZ,object_memory,stable_divergent,divergent,84.50,84.50,16,0,SURVIVES_BOTH_SCREENS
default/NetCacheMgr_Xbox,??1NetCacheMgrXbox@@UAA@XZ,call_arg,stable_divergent,divergent,84.90,85.38,84,0,SURVIVES_BOTH_SCREENS
default/NetGameMsgs,?Dispatch@RestartGameMsg@@UAAXXZ,call_count,stable_divergent,divergent,7.51,9.02,172,0,SURVIVES_BOTH_SCREENS
default/OSCMessenger,?MakeOSCAddress@OSCMessenger@@AAAHVString@@PAD@Z,call_count,stable_divergent,divergent,10.49,11.19,428,0,SURVIVES_BOTH_SCREENS
default/Object,?SetProperty@Object@Hmx@@QAAXPAVDataArray@@ABVDataNode@@@Z,call_count,stable_divergent,divergent,57.68,61.34,164,0,SURVIVES_BOTH_SCREENS
default/Object,?SetProperty@Object@Hmx@@QAAXVSymbol@@ABVDataNode@@@Z,call_count,stable_divergent,divergent,100.00,100.00,192,0,SURVIVES_BOTH_SCREENS
default/OutfitConfig,??$__uninitialized_fill_n@PAUWeightedEntry@@IU1@@stlpmtx_std@@YAPAUWeightedEntry@@PAU1@IABU1@ABU__false_type@0@@Z,call_count,stable_divergent,divergent,0.00,0.83,48,0,SURVIVES_BOTH_SCREENS
default/OutfitConfig,??1MeshPair@BandPatchMesh@@QAA@XZ,call_count,stable_divergent,divergent,99.44,99.44,72,0,SURVIVES_BOTH_SCREENS
default/OvershellPanel,?Poll@OvershellPanel@@UAAXXZ,call_count,stable_divergent,divergent,0.00,0.60,100,0,SURVIVES_BOTH_SCREENS
default/OvershellPanel,?ResolveSlotStates@OvershellPanel@@QAAXXZ,call_count,stable_divergent,divergent,93.22,93.49,1416,0,SURVIVES_BOTH_SCREENS
default/Part,??0RndParticleSys@@IAA@XZ,call_count,stable_divergent,divergent,84.96,86.03,1280,0,SURVIVES_BOTH_SCREENS
default/Part,?InitParticle@RndParticleSys@@QAAXPAVRndParticle@@PBVTransform@@@Z,call_count,stable_divergent,divergent,100.00,100.00,44,1,BYTE_IDENTICAL_ARTIFACT
default/PartAnim,??$?6VColor@Hmx@@@@YAAAVTextStream@@AAV0@ABV?$Key@VColor@Hmx@@@@@Z,call_count,stable_divergent,divergent,0.93,2.43,120,0,SURVIVES_BOTH_SCREENS
default/PartLauncher,??0RndPartLauncher@@IAA@XZ,call_count,stable_divergent,divergent,74.87,75.11,328,0,SURVIVES_BOTH_SCREENS
default/PatchDir,?SelectFX@PatchLayer@@QAAXXZ,object_memory,stable_divergent,divergent,100.00,100.00,68,1,BYTE_IDENTICAL_ARTIFACT
default/PitchDetector,?Detect@PitchDetector@Synapse@DSP@@QAAXI@Z,wild_jump_match,stable_divergent,divergent,79.54,81.50,676,0,SURVIVES_BOTH_SCREENS
default/PoolAlloc,??0CritSecTracker@@QAA@PAVCriticalSection@@@Z,call_count,stable_divergent,divergent,82.81,83.75,64,0,SURVIVES_BOTH_SCREENS
default/PostProc,??0RndPostProc@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,668,0,SURVIVES_BOTH_SCREENS
default/PracticePanel,?Enter@PracticePanel@@UAAXXZ,call_count,stable_divergent,divergent,57.73,58.61,432,0,SURVIVES_BOTH_SCREENS
default/PracticeSection,??_GPracticeSection@@UAAPAXI@Z,return_value,stable_divergent,divergent,99.59,99.59,68,0,SURVIVES_BOTH_SCREENS
default/PracticeSection,?ClearSteps@PracticeSection@@QAAXXZ,call_arg,stable_divergent,divergent,97.00,97.00,8,0,SURVIVES_BOTH_SCREENS
default/PracticeSection,?Copy@PracticeSection@@$4PPPPPPPM@A@AAXPBVObject@Hmx@@W4CopyType@23@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/PracticeSection,?Copy@PracticeSection@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,call_count,stable_divergent,divergent,0.00,2.50,136,0,SURVIVES_BOTH_SCREENS
default/PracticeSection,?Load@PracticeSection@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/PracticeSection,?Load@PracticeSection@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,0.00,2.62,160,0,SURVIVES_BOTH_SCREENS
default/PracticeSection,?Save@PracticeSection@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/PracticeSection,?Save@PracticeSection@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,0.00,2.10,124,0,SURVIVES_BOTH_SCREENS
default/PreloadPanel,?Load@PreloadPanel@@UAAXXZ,call_count,stable_divergent,divergent,14.36,16.50,384,0,SURVIVES_BOTH_SCREENS
default/ProfileMgr,?FakeProfileFill@ProfileMgr@@QAAXXZ,call_count,stable_divergent,divergent,27.88,29.35,136,0,SURVIVES_BOTH_SCREENS
default/PropKeys,?Current@RndCam@@SAPAV1@XZ,return_value,stable_divergent,divergent,80.00,80.00,12,0,SURVIVES_BOTH_SCREENS
default/PropSync,?PropSync@@YA_NAAVMatrix3@Hmx@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z,call_count,stable_divergent,divergent,32.07,35.46,1156,0,SURVIVES_BOTH_SCREENS
default/RenderState,?SetBorderColor@RndRenderState@@QAAXI_N@Z,wild_jump_match,stable_divergent,divergent,77.05,78.18,88,0,SURVIVES_BOTH_SCREENS
default/Rnd_NG,??$MakeString@HH@@YAPBDPBDHH@Z,call_count,stable_divergent,divergent,58.61,59.91,92,0,SURVIVES_BOTH_SCREENS
default/Rnd_Xbox,?FinishPostProcess@DxRnd@@AAAXXZ,wild_jump_match,stable_divergent,divergent,49.40,50.38,652,0,SURVIVES_BOTH_SCREENS
default/Rnd_Xbox,?InitBuffers@DxRnd@@AAAXXZ,call_count,stable_divergent,divergent,32.66,34.21,1312,0,SURVIVES_BOTH_SCREENS
default/Rnd_Xbox,?ModalDraw@DxRnd@@MAAXW4ModalType@Debug@@PBD@Z,wild_jump_match,stable_divergent,divergent,77.69,79.28,480,0,SURVIVES_BOTH_SCREENS
default/Rnd_Xbox,?resize@?$vector@URndPointTest@NgRnd@@V?$StlNodeAlloc@URndPointTest@NgRnd@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABURndPointTest@NgRnd@@@Z,call_count,stable_divergent,divergent,0.00,0.28,72,0,SURVIVES_BOTH_SCREENS
default/RockCentral,??0?$reverse_iterator@PAD@stlpmtx_std@@QAA@ABV01@@Z,return_value,stable_divergent,divergent,60.00,60.00,12,0,SURVIVES_BOTH_SCREENS
default/RockCentral,??0?$reverse_iterator@PAPAVLocalSavedSetlist@@@stlpmtx_std@@QAA@ABV01@@Z,return_value,stable_divergent,divergent,60.00,60.00,12,0,SURVIVES_BOTH_SCREENS
default/RockCentral,??0RBDataClient@Quazal@@QAA@XZ,call_count,stable_divergent,divergent,57.20,58.20,60,0,SURVIVES_BOTH_SCREENS
default/RockCentral,?Handle@RockCentral@@UAA?AVDataNode@@PAVDataArray@@_N@Z,wild_jump_match,stable_divergent,divergent,94.10,94.35,1296,0,SURVIVES_BOTH_SCREENS
default/RockCentral,?OfferType@StoreOffer@@QBA?AVSymbol@@XZ,call_count,stable_divergent,divergent,63.40,63.80,100,0,SURVIVES_BOTH_SCREENS
default/RockCentral,?OnMsg@RockCentral@@QAA?AVDataNode@@ABVServerStatusChangedMsg@@@Z,wild_jump_match,stable_divergent,divergent,94.02,94.89,1024,0,SURVIVES_BOTH_SCREENS
default/Rot,??$_M_allocate_and_copy@PBVVector3@@@?$vector@VVector3@@V?$StlNodeAlloc@VVector3@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVVector3@@IPBV2@0@Z,call_count,stable_divergent,divergent,34.24,36.14,116,0,SURVIVES_BOTH_SCREENS
default/SampleData,??0SampleMarker@@QAA@XZ,call_count,stable_divergent,divergent,67.19,67.19,64,0,SURVIVES_BOTH_SCREENS
default/Scheduler,??0Scheduler@Quazal@@QAA@EPAVSchedulerWorkerThread@01@@Z,call_count,stable_divergent,divergent,35.38,37.83,948,0,SURVIVES_BOTH_SCREENS
default/ScreenMask,??0RndScreenMask@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,332,0,SURVIVES_BOTH_SCREENS
default/SelectDifficultyPanel,??0SelectDifficultyPanel@@QAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,200,0,SURVIVES_BOTH_SCREENS
default/Shader,?CalcShaderOpts@RndShaderFur@@MAA_KPAVNgMat@@W4ShaderType@@_N@Z,wild_jump_match,stable_divergent,divergent,44.50,46.81,1056,0,SURVIVES_BOTH_SCREENS
default/Shader,?CalcShaderOpts@RndShaderMultimesh@@MAA_KPAVNgMat@@W4ShaderType@@_N@Z,wild_jump_match,stable_divergent,divergent,15.58,17.42,1936,0,SURVIVES_BOTH_SCREENS
default/Shader,?CalcShaderOpts@RndShaderPostProc@@MAA_KPAVNgMat@@W4ShaderType@@_N@Z,wild_jump_match,stable_divergent,divergent,88.22,91.13,572,0,SURVIVES_BOTH_SCREENS
default/Song,??0?$list@PAVMidiParser@@V?$StlNodeAlloc@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z,unmapped_access_mismatch,stable_divergent,divergent,97.24,97.76,116,0,SURVIVES_BOTH_SCREENS
default/SongCollision,??$__uninitialized_fill_n@PAUSongCollisionOutput@@IU1@@stlpmtx_std@@YAPAUSongCollisionOutput@@PAU1@IABU1@ABU__false_type@0@@Z,return_value,stable_divergent,divergent,56.29,59.00,96,0,SURVIVES_BOTH_SCREENS
default/SongInfoCopy,??0SongInfoCopy@@QAA@XZ,call_count,stable_divergent,divergent,44.25,46.26,648,0,SURVIVES_BOTH_SCREENS
default/SongInfoCopy,?_M_throw_length_error@?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IBAXXZ,call_count,stable_divergent,divergent,60.00,60.00,12,0,SURVIVES_BOTH_SCREENS
default/SongLayout,??$?5VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@@Z,call_count,stable_divergent,divergent,75.93,75.93,112,0,SURVIVES_BOTH_SCREENS
default/SongLayout,??1?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ,call_count,stable_divergent,divergent,19.14,19.81,324,0,SURVIVES_BOTH_SCREENS
default/SongMgr,?LoadCachedSongInfo@SongMgr@@QAA_NAAVBufStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,168,1,BYTE_IDENTICAL_ARTIFACT
default/SongSortMgr,??1?$hash_map@HU?$pair@H_N@stlpmtx_std@@U?$hash@H@2@U?$equal_to@H@2@V?$StlNodeAlloc@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ,call_count,stable_divergent,divergent,100.00,100.00,4,1,BYTE_IDENTICAL_ARTIFACT
default/SongSortMgr,??1?$hashtable@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@HU?$hash@H@2@U?$_HashMapTraitsT@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@priv@2@U?$_Select1st@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@2@U?$equal_to@H@2@V?$StlNodeAlloc@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ,call_count,stable_divergent,divergent,100.00,100.00,104,0,SURVIVES_BOTH_SCREENS
default/SongSortMgr,??1SongSortByRank@@UAA@XZ,call_count,stable_divergent,divergent,100.00,100.00,80,0,SURVIVES_BOTH_SCREENS
default/SongSortMgr,??_GSongSortByRank@@UAAPAXI@Z,call_count,stable_divergent,divergent,100.00,100.00,76,1,BYTE_IDENTICAL_ARTIFACT
default/SpectralAnalysis,??0?$_Vector_base@MV?$XboxAllocator@M@@@stlpmtx_std@@QAA@IABV?$XboxAllocator@M@@@Z,call_count,stable_divergent,divergent,41.45,42.66,116,0,SURVIVES_BOTH_SCREENS
default/Splash,??0Splash@@QAA@XZ,call_count,stable_divergent,divergent,6.89,8.66,328,0,SURVIVES_BOTH_SCREENS
default/Splash,?ResumeFunc@@YAXXZ,call_arg,stable_divergent,divergent,78.33,78.33,12,0,SURVIVES_BOTH_SCREENS
