size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
732	C_PROVEN_CALLEE	engine	default/PatchDir	?LoadStickerData@PatchDir@@QAAXXZ	96.7158	DIFFERENT	CORROBORATED	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, int>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, int>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, int>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::_M_find<class Symbol>(class Symbol const &) const	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>, class Symbol, struct PatchDir::SymbolHash, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>>::_M_find<class Symbol>(class Symbol const &) const
724	UNDECIDABLE	engine	default/LightHue	?Sync@LightHue@@AAAXXZ	99.9724	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Stats::MultiplierInfo, class stlpmtx_std::StlNodeAlloc<class Stats::MultiplierInfo>>::_M_fill_insert(class Stats::MultiplierInfo *, unsigned int, class Stats::MultiplierInfo const &)	private: void __cdecl stlpmtx_std::vector<class Key<class Vector3>, class stlpmtx_std::StlNodeAlloc<class Key<class Vector3>>>::_M_fill_insert(class Key<class Vector3> *, unsigned int, class Key<class Vector3> const &)
696	A_FOLD_CONSISTENT	engine	default/Instance	?LoadPersistentObjects@WorldInstance@@AAAXAAVBinStreamRev@@@Z	99.9713	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>> __cdecl stlpmtx_std::list<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::insert(struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>>, class Hmx::Object *const &)
684	A_FOLD_CONSISTENT	engine	default/FileMerger	?StartLoadInternal@FileMerger@@IAA_N_N0@Z	99.9708	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<struct FileMerger::Merger *, struct stlpmtx_std::_Nonconst_traits<struct FileMerger::Merger *>> __cdecl stlpmtx_std::list<struct FileMerger::Merger *, class stlpmtx_std::StlNodeAlloc<struct FileMerger::Merger *>>::insert(struct stlpmtx_std::_List_iterator<struct FileMerger::Merger *, struct stlpmtx_std::_Nonconst_traits<struct FileMerger::Merger *>>, struct FileMerger::Merger *const &)
680	A_FOLD_CONSISTENT	engine	default/CharIKFingers	?PollDeps@CharIKFingers@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z	99.7059	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>> __cdecl stlpmtx_std::list<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::insert(struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>>, class Hmx::Object *const &)
664	A_FOLD_CONSISTENT	engine	default/FileCache	?Add@FileCache@@QAAXABVFilePath@@H0@Z	99.9699	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class FileCacheEntry *, class stlpmtx_std::StlNodeAlloc<class FileCacheEntry *>>::push_back(class FileCacheEntry *const &)
656	C_PROVEN_CALLEE	game	default/band3/game/TrainerGemTab	?Draw@TrainerGemTab@@QAAXH@Z	99.9695	DIFFERENT	CORROBORATED	protected: class RndLine::Point * __cdecl stlpmtx_std::vector<class RndLine::Point, class stlpmtx_std::StlNodeAlloc<class RndLine::Point>>::_M_erase(class RndLine::Point *, class RndLine::Point *, struct stlpmtx_std::__false_type const &)	protected: class TrainerGemTab::ExtraTail * __cdecl stlpmtx_std::vector<class TrainerGemTab::ExtraTail, class stlpmtx_std::StlNodeAlloc<class TrainerGemTab::ExtraTail>>::_M_erase(class TrainerGemTab::ExtraTail *, class TrainerGemTab::ExtraTail *, struct stlpmtx_std::__false_type const &)
648	UNDECIDABLE	engine	default/GemTrackDir	?OnDrawSampleChord@GemTrackDir@@QAA?AVDataNode@@PAVDataArray@@@Z	99.9691	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::_M_fill_insert(int *, unsigned int, int const &)
636	UNDECIDABLE	game	default/band3/meta_band/SongSort	?BuildSongTree@SongSort@@QAAXAAV?$map@VSymbol@@VSongRecord@@U?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@VSongRecord@@@stlpmtx_std@@@4@@stlpmtx_std@@AAV?$vector@PAVStoreOffer@@V?$StlNodeAlloc@PAVStoreOffer@@@stlpmtx_std@@@3@@Z	99.9371	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<class ShortcutNode *, class stlpmtx_std::StlNodeAlloc<class ShortcutNode *>>::_M_fill_insert(class ShortcutNode **, unsigned int, class ShortcutNode *const &)
636	UNDECIDABLE	engine	default/TrackDir	?PostLoad@TrackDir@@UAAXAAVBinStream@@@Z	99.9685	UNKNOWN	CORROBORATED	public: void __cdecl stlpmtx_std::vector<class ObjectDir::Viewport, class stlpmtx_std::StlNodeAlloc<class ObjectDir::Viewport>>::resize(unsigned int, class ObjectDir::Viewport const &)	public: void __cdecl stlpmtx_std::vector<class Transform, class stlpmtx_std::StlNodeAlloc<class Transform>>::resize(unsigned int, class Transform const &)
628	A_FOLD_CONSISTENT	engine	default/MasterAudio	?SetupTracks@MasterAudio@@QAAXPAVSongInfo@@PAVPlayerTrackConfigList@@@Z	99.9363	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class TrackData *, class stlpmtx_std::StlNodeAlloc<class TrackData *>>::push_back(class TrackData *const &)
620	UNDECIDABLE	game	default/band3/meta_band/CharProvider	?AddCharactersFromProfile@CharProvider@@QAAXPAVBandProfile@@@Z	99.9032	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<struct PressRec, class stlpmtx_std::StlNodeAlloc<struct PressRec>>::push_back(struct PressRec const &)	public: void __cdecl stlpmtx_std::vector<class CharProvider::CharacterEntry, class stlpmtx_std::StlNodeAlloc<class CharProvider::CharacterEntry>>::push_back(class CharProvider::CharacterEntry const &)
612	A_FOLD_CONSISTENT	engine	default/FileMerger	?PollDeps@CharIKHand@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z	99.7059	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>> __cdecl stlpmtx_std::list<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::insert(struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>>, class Hmx::Object *const &)
588	A_FOLD_CONSISTENT	game	default/band3/meta_band/AccomplishmentProgress	??0AccomplishmentProgress@@QAA@PAVBandProfile@@@Z	99.9660	SAME	CORROBORATED	public: __cdecl stlpmtx_std::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::hash_map<class Symbol, int, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>(void)	public: __cdecl stlpmtx_std::hash_map<int, int, struct stlpmtx_std::hash<int>, struct stlpmtx_std::equal_to<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, int>>>::hash_map<int, int, struct stlpmtx_std::hash<int>, struct stlpmtx_std::equal_to<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, int>>>(void)
588	UNDECIDABLE	engine	default/system/synth_xbox/Synth	?SetupHeadsetSubmixes@Synth360@@AAAXXZ	85.9524	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<struct IXAudio2SubmixVoice *, class stlpmtx_std::StlNodeAlloc<struct IXAudio2SubmixVoice *>>::_M_fill_insert(struct IXAudio2SubmixVoice **, unsigned int, struct IXAudio2SubmixVoice *const &)
568	A_FOLD_CONSISTENT	game	default/OvershellPanel	?ResolveReadyToPlayStates@OvershellPanel@@QAAXXZ	99.9648	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class OvershellSlot *, class stlpmtx_std::StlNodeAlloc<class OvershellSlot *>>::push_back(class OvershellSlot *const &)
564	A_FOLD_CONSISTENT	engine	default/FileMerger	?FinishLoading@FileMerger@@MAAXPAVLoader@@@Z	99.9645	SAME	REFUTED	private: void __cdecl ObjPtrList<class Task, class ObjectDir>::Link(class ObjPtrList<class Task, class ObjectDir>::iterator, struct ObjPtrList<class Task, class ObjectDir>::Node *)	private: void __cdecl ObjPtrList<class Hmx::Object, class ObjectDir>::Link(class ObjPtrList<class Hmx::Object, class ObjectDir>::iterator, struct ObjPtrList<class Hmx::Object, class ObjectDir>::Node *)
560	UNDECIDABLE	engine	default/BandDirector	?OnGetCatList@BandDirector@@QAA?AVDataNode@@PAVDataArray@@@Z	99.9643	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Vector2, class stlpmtx_std::StlNodeAlloc<class Vector2>>::push_back(class Vector2 const &)	public: void __cdecl stlpmtx_std::vector<class Key<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Key<class Symbol>>>::push_back(class Key<class Symbol> const &)
556	A_FOLD_CONSISTENT	game	default/SongSortMgr	?BuildFilteredSongList@SongSortMgr@@QAAXPAVSongFilter@1@VSymbol@@@Z	99.9640	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class StoreOffer *, class stlpmtx_std::StlNodeAlloc<class StoreOffer *>>::push_back(class StoreOffer *const &)
556	UNDECIDABLE	engine	default/CharMirror	?SyncBones@CharMirror@@IAAXXZ	99.9640	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Stats::StreakInfo, class stlpmtx_std::StlNodeAlloc<class Stats::StreakInfo>>::resize(unsigned int, class Stats::StreakInfo const &)	public: void __cdecl stlpmtx_std::vector<struct CharMirror::MirrorOp, class stlpmtx_std::StlNodeAlloc<struct CharMirror::MirrorOp>>::resize(unsigned int, struct CharMirror::MirrorOp const &)
540	A_FOLD_CONSISTENT	game	default/ProfileMgr	?Init@ProfileMgr@@QAAXXZ	99.9630	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class BandProfile *, class stlpmtx_std::StlNodeAlloc<class BandProfile *>>::push_back(class BandProfile *const &)
540	UNDECIDABLE	engine	default/CDReader	?ArkFilesInit@?A0x7f36a62b@@YAHXZ	99.9259	UNKNOWN	REFUTED	private: void __cdecl stlpmtx_std::vector<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::_M_fill_insert(class Hmx::Object **, unsigned int, class Hmx::Object *const &)	private: void __cdecl stlpmtx_std::vector<void *, class stlpmtx_std::StlNodeAlloc<void *>>::_M_fill_insert(void **, unsigned int, void *const &)
532	BC_DIFFERENT_UNRESOLVED	engine	default/system/world/Dir	?Copy@WorldDir@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	99.9624	DIFFERENT	REFUTED	public: void __cdecl ObjList<struct BandCamShot::Target>::operator=(class ObjList<struct BandCamShot::Target> const &)	public: void __cdecl ObjList<struct WorldDir::MatOverride>::operator=(class ObjList<struct WorldDir::MatOverride> const &)
528	A_FOLD_CONSISTENT	game	default/band3/bandtrack/TrackPanel	?CreateTracks@TrackPanel@@QAAXXZ	99.9242	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class Track *, class stlpmtx_std::StlNodeAlloc<class Track *>>::push_back(class Track *const &)
528	UNDECIDABLE	game	default/FocusTracker	?FirstFrame_@FocusTracker@@UAAXM@Z	99.9621	UNKNOWN	CORROBORATED	public: void __cdecl stlpmtx_std::_Rb_tree<int, struct stlpmtx_std::less<int>, struct stlpmtx_std::pair<int const, class Hmx::Color>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<int const, class Hmx::Color>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<int const, class Hmx::Color>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, class Hmx::Color>>>::clear(void)	public: void __cdecl stlpmtx_std::_Rb_tree<struct TrackerPlayerID, struct stlpmtx_std::less<struct TrackerPlayerID>, struct stlpmtx_std::pair<struct TrackerPlayerID const, int>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<struct TrackerPlayerID const, int>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<struct TrackerPlayerID const, int>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<struct TrackerPlayerID const, int>>>::clear(void)
528	A_FOLD_CONSISTENT	game	default/NextSongPanel	?FinishLoad@NextSongPanel@@UAAXXZ	99.4697	SAME	CORROBORATED	public: class BandLabel * __cdecl ObjectDir::Find<class BandLabel>(char const *, bool)	public: class UILabel * __cdecl ObjectDir::Find<class UILabel>(char const *, bool)
524	A_FOLD_CONSISTENT	engine	default/LabelShrinkWrapper	?SyncProperty@LabelShrinkWrapper@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	99.9618	SAME	REFUTED	public: void __cdecl ObjRefConcrete<class BandCharacter, class ObjectDir>::SetObjConcrete(class BandCharacter *)	public: void __cdecl ObjRefConcrete<class UILabel, class ObjectDir>::SetObjConcrete(class UILabel *)
520	A_FOLD_CONSISTENT	game	default/MetaPerformer	?PotentiallyUpdateLeaderboards@MetaPerformer@@QAAXAAV?$vector@PAVBandUser@@V?$StlNodeAlloc@PAVBandUser@@@stlpmtx_std@@@stlpmtx_std@@_NVSymbol@@ABVBandStatsInfo@@@Z	99.9231	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class LocalBandUser *, class stlpmtx_std::StlNodeAlloc<class LocalBandUser *>>::push_back(class LocalBandUser *const &)
520	A_FOLD_CONSISTENT	engine	default/CharWeightSetter	?PollDeps@CharWeightSetter@@UAAXAAV?$list@PAVObject@Hmx@@V?$StlNodeAlloc@PAVObject@Hmx@@@stlpmtx_std@@@stlpmtx_std@@0@Z	99.8077	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>> __cdecl stlpmtx_std::list<class Hmx::Object *, class stlpmtx_std::StlNodeAlloc<class Hmx::Object *>>::insert(struct stlpmtx_std::_List_iterator<class Hmx::Object *, struct stlpmtx_std::_Nonconst_traits<class Hmx::Object *>>, class Hmx::Object *const &)
516	A_FOLD_CONSISTENT	engine	default/Crowd	??1WorldCrowd@@UAA@XZ	99.9612	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class CharLookAt, class ObjectDir>::~ObjRefConcrete<class CharLookAt, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class RndMesh, class ObjectDir>::~ObjRefConcrete<class RndMesh, class ObjectDir>(void)
516	A_FOLD_CONSISTENT	engine	default/CrowdAudio	??1CrowdAudio@@UAA@XZ	99.9612	SAME	REFUTED	public: virtual __cdecl ObjRefConcrete<class BandCamShot, class ObjectDir>::~ObjRefConcrete<class BandCamShot, class ObjectDir>(void)	public: virtual __cdecl ObjRefConcrete<class ObjectDir, class ObjectDir>::~ObjRefConcrete<class ObjectDir, class ObjectDir>(void)
508	A_FOLD_CONSISTENT	engine	default/VorbisReader	??0VorbisReader@@QAA@PAVFile@@_NPAVStandardStream@@11@Z	99.9606	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class VorbisReader *, struct stlpmtx_std::_Nonconst_traits<class VorbisReader *>> __cdecl stlpmtx_std::list<class VorbisReader *, class stlpmtx_std::StlNodeAlloc<class VorbisReader *>>::insert(struct stlpmtx_std::_List_iterator<class VorbisReader *, struct stlpmtx_std::_Nonconst_traits<class VorbisReader *>>, class VorbisReader *const &)
504	A_FOLD_CONSISTENT	engine	default/Spotlight	?Mats@Spotlight@@UAAXAAV?$list@PAVRndMat@@V?$StlNodeAlloc@PAVRndMat@@@stlpmtx_std@@@stlpmtx_std@@_N@Z	99.7619	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndMat *, struct stlpmtx_std::_Nonconst_traits<class RndMat *>> __cdecl stlpmtx_std::list<class RndMat *, class stlpmtx_std::StlNodeAlloc<class RndMat *>>::insert(struct stlpmtx_std::_List_iterator<class RndMat *, struct stlpmtx_std::_Nonconst_traits<class RndMat *>>, class RndMat *const &)
500	BC_DIFFERENT_UNRESOLVED	engine	default/SongMgr	?CacheSongData@SongMgr@@IAAXPAVDataArray@@PAVDataLoader@@W4ContentLocT@@VSymbol@@@Z	99.9600	DIFFERENT	REFUTED	public: class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>> & __cdecl stlpmtx_std::hash_map<class Symbol, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>, struct LightPresetManager::SymbolHash, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>>::operator[](class Symbol const &)	public: class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> & __cdecl stlpmtx_std::hash_map<class Symbol, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>>>>::operator[](class Symbol const &)
